Reporting Area,MMWRYear,MMWRWeek,"Cryptosporidiosis, Current week","Cryptosporidiosis, Current week, flag","Cryptosporidiosis, Previous 52 weeks Med","Cryptosporidiosis, Previous 52 weeks Med, flag","Cryptosporidiosis, Previous 52 weeks Max","Cryptosporidiosis, Previous 52 weeks Max, flag","Cryptosporidiosis, Cum 2017","Cryptosporidiosis, Cum 2017, flag","Cryptosporidiosis, Cum 2016","Cryptosporidiosis, Cum 2016, flag","Dengue Virus Infection, Dengue§, Current week","Dengue Virus Infection, Dengue§, Current week, flag","Dengue Virus Infection, Dengue§, Previous 52 weeks Med","Dengue Virus Infection, Dengue§, Previous 52 weeks Med, flag","Dengue Virus Infection, Dengue§, Previous 52 weeks Max","Dengue Virus Infection, Dengue§, Previous 52 weeks Max, flag","Dengue Virus Infection, Dengue§, Cum 2017","Dengue Virus Infection, Dengue§, Cum 2017, flag","Dengue Virus Infection, Dengue§, Cum 2016","Dengue Virus Infection, Dengue§, Cum 2016, flag","Dengue Virus Infection, Severe Dengue, Current week","Dengue Virus Infection, Severe Dengue, Current week, flag","Dengue Virus Infection, Severe Dengue, Previous 52 weeks Med","Dengue Virus Infection, Severe Dengue, Previous 52 weeks Med, flag","Dengue Virus Infection, Severe Dengue, Previous 52 weeks Max","Dengue Virus Infection, Severe Dengue, Previous 52 weeks Max, flag","Dengue Virus Infection, Severe Dengue, Cum 2017","Dengue Virus Infection, Severe Dengue, Cum 2017, flag","Dengue Virus Infection, Severe Dengue, Cum 2016","Dengue Virus Infection, Severe Dengue, Cum 2016, flag",Location 1,Location 2
INDIANA,2017,10,,-,3,,9,,17,,36,,,-,0,,2,,,-,1,,,-,0,,1,,,-,,-,"INDIANA
(39.76845, -86.156212)",
PENNSYLVANIA,2017,10,,-,6,,27,,31,,57,,,-,0,,2,,1,,7,,,-,0,,0,,,-,,-,"PENNSYLVANIA
(40.789676, -77.858055)",
MARYLAND,2017,10,3,,2,,10,,13,,12,,,-,0,,1,,,-,6,,,-,0,,0,,,-,,-,"MARYLAND
(39.290443, -76.612333)",
UNITED STATES,2017,11,35,,164,,753,,936,,1416,,,-,10,,37,,17,,278,,,-,0,,1,,,-,,-,,
NEW ENGLAND,2017,11,1,,8,,23,,41,,49,,,-,0,,2,,,-,10,,,-,0,,0,,,-,,-,,
MID. ATLANTIC,2017,11,8,,20,,84,,128,,186,,,-,3,,10,,1,,63,,,-,0,,0,,,-,,-,,
NEW YORK CITY,2017,11,3,,4,,12,,33,,24,,,-,1,,7,,,-,33,,,-,0,,0,,,-,,-,,
E.N. CENTRAL,2017,11,,-,37,,294,,175,,294,,,-,1,,8,,6,,23,,,-,0,,1,,,-,,-,,
W.N. CENTRAL,2017,11,6,,26,,106,,114,,151,,,-,0,,8,,,-,7,,,-,0,,0,,,-,,-,,
MICHIGAN,2017,11,,-,7,,19,,28,,52,,,-,0,,2,,1,,4,,,-,0,,0,,,-,,-,"MICHIGAN
(44.66399, -84.711206)",
OHIO,2017,11,,-,10,,207,,55,,76,,,-,0,,2,,3,,2,,,-,0,,0,,,-,,-,"OHIO
(40.056807, -82.405897)",
INDIANA,2017,11,,-,3,,9,,17,,45,,,-,0,,2,,,-,2,,,-,0,,1,,,-,,-,"INDIANA
(39.76845, -86.156212)",
VERMONT,2017,11,,-,1,,10,,5,,3,,,-,0,,1,,,-,1,,,-,0,,0,,,-,,-,"VERMONT
(43.622479, -72.51927)",
NEW YORK,2017,11,,-,5,,25,,18,,35,,,-,1,,3,,,-,6,,,-,0,,0,,,-,,-,"NEW YORK
(42.826892, -75.544286)",
PENNSYLVANIA,2017,11,5,,12,,47,,77,,109,,,-,0,,2,,1,,8,,,-,0,,0,,,-,,-,"PENNSYLVANIA
(40.789676, -77.858055)",
NEW JERSEY,2017,11,,-,1,,18,,,-,18,,,-,0,,6,,,-,16,,,-,0,,0,,,-,,-,"NEW JERSEY
(40.104655, -74.386686)",
S. ATLANTIC,2017,11,7,,24,,79,,160,,271,,,-,1,,7,,,-,45,,,-,0,,1,,,-,,-,,
E.S. CENTRAL,2017,11,1,,9,,43,,55,,88,,,-,0,,2,,4,,,-,,-,0,,0,,,-,,-,,
W.S. CENTRAL,2017,11,10,,19,,44,,105,,138,,,-,1,,4,,,-,5,,,-,0,,1,,,-,,-,,
MOUNTAIN,2017,11,2,,15,,122,,91,,98,,,-,0,,4,,,-,6,,,-,0,,1,,,-,,-,,
ARKANSAS,2017,11,2,,1,,4,,13,,12,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"ARKANSAS
(34.748745, -92.275105)",
IDAHO,2017,11,2,,2,,10,,16,,21,,,-,0,,1,,,-,1,,,-,0,,0,,,-,,-,"IDAHO
(43.680635, -114.364237)",
MONTANA,2017,11,,-,0,,5,,2,,5,,,-,0,,1,,,-,1,,,-,0,,0,,,-,,-,"MONTANA
(47.062617, -109.430168)",
ALABAMA,2017,11,,-,5,,27,,20,,33,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"ALABAMA
(32.839182, -86.631125)",
DELAWARE,2017,11,,-,0,,2,,2,,5,,,-,0,,1,,,-,1,,,-,0,,0,,,-,,-,"DELAWARE
(39.008676, -75.574561)",
KENTUCKY,2017,11,,-,2,,7,,11,,20,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"KENTUCKY
(37.64591, -84.774043)",
DIST. OF COL.,2017,11,,-,0,,2,,,-,,-,,-,0,,1,,,-,4,,,-,0,,0,,,-,,-,"DISTRICT OF COLUMBIA
(38.892062, -77.019912)",
NORTH DAKOTA,2017,11,,-,0,,5,,2,,2,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"NORTH DAKOTA
(47.475879, -100.121011)",
SOUTH CAROLINA,2017,11,1,,2,,8,,12,,17,,,-,0,,2,,,-,,-,,-,0,,1,,,-,,-,"SOUTH CAROLINA
(34.009286, -81.037094)",
MINNESOTA,2017,11,,-,0,,0,,,-,,-,,-,0,,1,,,-,3,,,-,0,,0,,,-,,-,"MINNESOTA
(46.357661, -94.793397)",
NEVADA,2017,11,,-,0,,2,,2,,4,,,-,0,,2,,,-,1,,,-,0,,1,,,-,,-,"NEVADA
(39.491833, -117.070159)",
NORTH CAROLINA,2017,11,,-,3,,17,,15,,32,,,-,0,,3,,,-,1,,,-,0,,0,,,-,,-,"NORTH CAROLINA
(35.47995, -79.180571)",
PACIFIC,2017,11,,-,13,,53,,67,,141,,,-,3,,14,,6,,117,,,-,0,,1,,,-,,-,,
AMER. SAMOA,2017,11,,N,0,,0,,,N,,N,,-,0,,2,,6,,,-,,-,0,,0,,,-,,-,,
WEST VIRGINIA,2017,11,,-,0,,5,,2,,4,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"WEST VIRGINIA
(38.668501, -80.709421)",
ARIZONA,2017,11,,-,3,,82,,23,,9,,,-,0,,2,,,-,2,,,-,0,,0,,,-,,-,"ARIZONA
(34.869712, -111.760902)",
TENNESSEE,2017,11,,-,3,,10,,16,,29,,,-,0,,1,,2,,,-,,-,0,,0,,,-,,-,"TENNESSEE
(35.681402, -85.774444)",
VIRGINIA,2017,11,2,,4,,12,,18,,30,,,-,0,,3,,,-,8,,,-,0,,0,,,-,,-,"VIRGINIA
(37.542699, -78.45822)",
NEW HAMPSHIRE,2017,11,,-,1,,7,,1,,6,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"NEW HAMPSHIRE
(43.657736, -71.500736)",
MISSISSIPPI,2017,11,1,,1,,3,,8,,6,,,-,0,,2,,2,,,-,,-,0,,0,,,-,,-,"MISSISSIPPI
(32.738663, -89.537312)",
IOWA,2017,11,,-,9,,65,,34,,42,,,-,0,,5,,,-,1,,,-,0,,0,,,-,,-,"IOWA
(42.46942, -93.815856)",
MARYLAND,2017,11,,-,2,,10,,13,,12,,,-,0,,1,,,-,6,,,-,0,,0,,,-,,-,"MARYLAND
(39.290443, -76.612333)",
MISSOURI,2017,11,3,,6,,22,,35,,40,,,-,0,,2,,,-,3,,,-,0,,0,,,-,,-,"MISSOURI
(38.636168, -92.566292)",
NEBRASKA,2017,11,3,,3,,16,,24,,30,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"NEBRASKA
(41.640503, -99.367122)",
WISCONSIN,2017,11,,-,11,,62,,52,,82,,,-,0,,1,,1,,3,,,-,0,,0,,,-,,-,"WISCONSIN
(44.395526, -89.834513)",
OKLAHOMA,2017,11,3,,3,,9,,14,,17,,,-,0,,1,,,-,2,,,-,0,,0,,,-,,-,"OKLAHOMA
(35.468494, -97.521264)",
PUERTO RICO,2017,11,,-,0,,1,,,-,,-,,-,1,,8,,3,,94,,,-,0,,0,,,-,,-,"PUERTO RICO
(18.215692, -66.414655)",
CONNECTICUT,2017,11,,-,1,,6,,8,,8,,,-,0,,1,,,-,4,,,-,0,,0,,,-,,-,"CONNECTICUT
(41.544654, -72.651713)",
WASHINGTON,2017,11,,-,0,,34,,4,,6,,,-,0,,2,,2,,6,,,-,0,,1,,,-,,-,"WASHINGTON
(47.517368, -120.467672)",
KANSAS,2017,11,,-,2,,7,,7,,8,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"KANSAS
(38.345528, -98.201847)",
GEORGIA,2017,11,,-,5,,26,,40,,59,,,-,0,,2,,,-,5,,,-,0,,0,,,-,,-,"GEORGIA
(32.836038, -83.631709)",
SOUTH DAKOTA,2017,11,,-,3,,7,,12,,29,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"SOUTH DAKOTA
(44.35371, -100.373709)",
C.N.M.I.,2017,11,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",
WYOMING,2017,11,,-,0,,3,,,-,3,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"WYOMING
(43.23558, -108.110518)",
OREGON,2017,11,,-,5,,26,,16,,59,,,-,0,,2,,,-,3,,,-,0,,0,,,-,,-,"OREGON
(44.567912, -120.156945)",
HAWAII,2017,11,,-,0,,3,,,-,,-,,-,0,,2,,1,,51,,,-,0,,0,,,-,,-,"HAWAII
(21.30992, -157.858158)",
MASSACHUSETTS,2017,11,1,,3,,14,,21,,27,,,-,0,,2,,,-,3,,,-,0,,0,,,-,,-,"MASSACHUSETTS
(42.268546, -72.085064)",
ILLINOIS,2017,11,,-,4,,50,,23,,39,,,-,0,,4,,1,,12,,,-,0,,0,,,-,,-,"ILLINOIS
(40.477092, -88.993221)",
LOUISIANA,2017,11,,-,2,,7,,12,,29,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"LOUISIANA
(31.2931, -92.463284)",
VIRGIN ISL.,2017,11,,-,0,,0,,,-,,-,,-,0,,2,,1,,12,,,-,0,,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",
FLORIDA,2017,11,4,,10,,31,,58,,112,,,-,0,,2,,,-,20,,,-,0,,0,,,-,,-,"FLORIDA
(28.915325, -81.922409)",
RHODE ISLAND,2017,11,,-,0,,2,,2,,2,,,-,0,,1,,,-,2,,,-,0,,0,,,-,,-,"RHODE ISLAND
(41.707447, -71.522488)",
MAINE,2017,11,,-,1,,4,,4,,3,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"MAINE
(45.252223, -68.986647)",
ALASKA,2017,11,,-,0,,1,,3,,4,,,-,0,,2,,,-,,-,,-,0,,0,,,-,,-,"ALASKA
(64.836661, -147.738891)",
CALIFORNIA,2017,11,,-,8,,17,,44,,72,,,-,2,,14,,3,,57,,,-,0,,0,,,-,,-,"CALIFORNIA
(37.640735, -121.002435)",
COLORADO,2017,11,,-,4,,14,,28,,18,,,-,0,,2,,,-,,-,,-,0,,0,,,-,,-,"COLORADO
(38.841772, -106.132562)",
TEXAS,2017,11,5,,13,,33,,66,,80,,,-,0,,4,,,-,3,,,-,0,,1,,,-,,-,"TEXAS
(31.827233, -99.423022)",
UTAH,2017,11,,-,2,,24,,13,,28,,,-,0,,1,,,-,1,,,-,0,,0,,,-,,-,"UTAH
(39.359772, -111.584173)",
NEW MEXICO,2017,11,,-,1,,7,,7,,10,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"NEW MEXICO
(34.520396, -106.244402)",
GUAM,2017,11,,-,0,,0,,,-,,-,,-,1,,1,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
UNITED STATES,2017,12,47,,164,,753,,1088,,1530,,,-,10,,37,,18,,292,,,-,0,,1,,,-,,-,,
NEW ENGLAND,2017,12,4,,8,,24,,46,,52,,,-,0,,2,,,-,11,,,-,0,,0,,,-,,-,,
MID. ATLANTIC,2017,12,11,,20,,84,,144,,191,,,-,3,,10,,2,,70,,,-,0,,0,,,-,,-,,
NEW YORK CITY,2017,12,4,,4,,12,,37,,25,,,-,1,,7,,,-,36,,,-,0,,0,,,-,,-,,
E.N. CENTRAL,2017,12,8,,37,,294,,203,,324,,,-,1,,8,,6,,24,,,-,0,,1,,,-,,-,,
W.N. CENTRAL,2017,12,1,,26,,106,,132,,172,,,-,0,,8,,,-,9,,,-,0,,0,,,-,,-,,
S. ATLANTIC,2017,12,10,,24,,82,,180,,292,,,-,1,,7,,,-,46,,,-,0,,1,,,-,,-,,
E.S. CENTRAL,2017,12,3,,9,,43,,74,,90,,,-,0,,2,,4,,,-,,-,0,,0,,,-,,-,,
W.S. CENTRAL,2017,12,5,,19,,44,,110,,150,,,-,1,,4,,,-,5,,,-,0,,1,,,-,,-,,
MOUNTAIN,2017,12,4,,15,,122,,100,,112,,,-,0,,4,,,-,7,,,-,0,,1,,,-,,-,,
PACIFIC,2017,12,1,,14,,53,,99,,147,,,-,2,,14,,6,,118,,,-,0,,1,,,-,,-,,
AMER. SAMOA,2017,12,,N,0,,0,,,N,,N,,-,0,,2,,6,,,-,,-,0,,0,,,-,,-,,
NORTH CAROLINA,2017,12,,-,3,,17,,15,,34,,,-,0,,3,,,-,1,,,-,0,,0,,,-,,-,"NORTH CAROLINA
(35.47995, -79.180571)",
GEORGIA,2017,12,3,,5,,26,,49,,65,,,-,0,,2,,,-,5,,,-,0,,0,,,-,,-,"GEORGIA
(32.836038, -83.631709)",
IOWA,2017,12,,-,9,,65,,42,,51,,,-,0,,5,,,-,3,,,-,0,,0,,,-,,-,"IOWA
(42.46942, -93.815856)",
UTAH,2017,12,,-,2,,24,,15,,31,,,-,0,,1,,,-,1,,,-,0,,0,,,-,,-,"UTAH
(39.359772, -111.584173)",
VIRGIN ISL.,2017,12,,-,0,,0,,,-,,-,,-,0,,3,,1,,12,,,-,0,,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",
NORTH DAKOTA,2017,12,,-,0,,5,,3,,2,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"NORTH DAKOTA
(47.475879, -100.121011)",
MINNESOTA,2017,12,,-,0,,0,,,-,,-,,-,0,,1,,,-,3,,,-,0,,0,,,-,,-,"MINNESOTA
(46.357661, -94.793397)",
IDAHO,2017,12,,-,2,,10,,16,,22,,,-,0,,1,,,-,1,,,-,0,,0,,,-,,-,"IDAHO
(43.680635, -114.364237)",
MISSOURI,2017,12,,-,6,,22,,36,,45,,,-,0,,2,,,-,3,,,-,0,,0,,,-,,-,"MISSOURI
(38.636168, -92.566292)",
SOUTH CAROLINA,2017,12,1,,2,,8,,15,,19,,,-,0,,2,,,-,,-,,-,0,,1,,,-,,-,"SOUTH CAROLINA
(34.009286, -81.037094)",
MAINE,2017,12,3,,1,,4,,8,,3,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"MAINE
(45.252223, -68.986647)",
WEST VIRGINIA,2017,12,,-,0,,5,,2,,6,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"WEST VIRGINIA
(38.668501, -80.709421)",
OREGON,2017,12,,-,5,,26,,33,,63,,,-,0,,2,,,-,3,,,-,0,,0,,,-,,-,"OREGON
(44.567912, -120.156945)",
OKLAHOMA,2017,12,3,,3,,9,,17,,20,,,-,0,,1,,,-,2,,,-,0,,0,,,-,,-,"OKLAHOMA
(35.468494, -97.521264)",
FLORIDA,2017,12,6,,9,,31,,64,,118,,,-,0,,2,,,-,21,,,-,0,,0,,,-,,-,"FLORIDA
(28.915325, -81.922409)",
C.N.M.I.,2017,12,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",
TENNESSEE,2017,12,,-,2,,10,,18,,29,,,-,0,,1,,2,,,-,,-,0,,0,,,-,,-,"TENNESSEE
(35.681402, -85.774444)",
PENNSYLVANIA,2017,12,7,,12,,47,,84,,111,,,-,0,,2,,1,,8,,,-,0,,0,,,-,,-,"PENNSYLVANIA
(40.789676, -77.858055)",
ILLINOIS,2017,12,,-,4,,50,,25,,43,,,-,0,,4,,1,,12,,,-,0,,0,,,-,,-,"ILLINOIS
(40.477092, -88.993221)",
HAWAII,2017,12,,-,0,,3,,,-,,-,,-,0,,1,,1,,51,,,-,0,,0,,,-,,-,"HAWAII
(21.30992, -157.858158)",
ARKANSAS,2017,12,,-,1,,4,,13,,12,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"ARKANSAS
(34.748745, -92.275105)",
CALIFORNIA,2017,12,1,,8,,17,,59,,74,,,-,2,,14,,3,,58,,,-,0,,0,,,-,,-,"CALIFORNIA
(37.640735, -121.002435)",
INDIANA,2017,12,,-,2,,9,,19,,49,,,-,0,,2,,,-,2,,,-,0,,1,,,-,,-,"INDIANA
(39.76845, -86.156212)",
PUERTO RICO,2017,12,,-,0,,1,,,-,,-,,-,1,,8,,3,,97,,,-,0,,0,,,-,,-,"PUERTO RICO
(18.215692, -66.414655)",
VERMONT,2017,12,1,,1,,11,,6,,3,,,-,0,,1,,,-,1,,,-,0,,0,,,-,,-,"VERMONT
(43.622479, -72.51927)",
MICHIGAN,2017,12,,-,7,,19,,40,,57,,,-,0,,2,,1,,4,,,-,0,,0,,,-,,-,"MICHIGAN
(44.66399, -84.711206)",
DIST. OF COL.,2017,12,,-,0,,2,,,-,,-,,-,0,,1,,,-,4,,,-,0,,0,,,-,,-,"DISTRICT OF COLUMBIA
(38.892062, -77.019912)",
LOUISIANA,2017,12,,-,2,,7,,12,,30,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"LOUISIANA
(31.2931, -92.463284)",
WASHINGTON,2017,12,,-,0,,34,,4,,6,,,-,0,,2,,2,,6,,,-,0,,1,,,-,,-,"WASHINGTON
(47.517368, -120.467672)",
MONTANA,2017,12,,-,0,,5,,2,,7,,,-,0,,1,,,-,1,,,-,0,,0,,,-,,-,"MONTANA
(47.062617, -109.430168)",
CONNECTICUT,2017,12,,-,1,,6,,8,,9,,,-,0,,1,,,-,5,,,-,0,,0,,,-,,-,"CONNECTICUT
(41.544654, -72.651713)",
GUAM,2017,12,,-,0,,0,,,-,,-,,-,1,,1,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
NEW MEXICO,2017,12,,-,1,,7,,8,,10,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"NEW MEXICO
(34.520396, -106.244402)",
MISSISSIPPI,2017,12,2,,1,,3,,10,,6,,,-,0,,2,,2,,,-,,-,0,,0,,,-,,-,"MISSISSIPPI
(32.738663, -89.537312)",
ALABAMA,2017,12,,-,5,,27,,34,,34,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"ALABAMA
(32.839182, -86.631125)",
KENTUCKY,2017,12,1,,2,,7,,12,,21,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"KENTUCKY
(37.64591, -84.774043)",
NEW JERSEY,2017,12,,-,1,,18,,,-,18,,,-,0,,6,,1,,20,,,-,0,,0,,,-,,-,"NEW JERSEY
(40.104655, -74.386686)",
RHODE ISLAND,2017,12,,-,0,,2,,2,,2,,,-,0,,1,,,-,2,,,-,0,,0,,,-,,-,"RHODE ISLAND
(41.707447, -71.522488)",
NEW YORK,2017,12,,-,5,,25,,23,,37,,,-,0,,3,,,-,6,,,-,0,,0,,,-,,-,"NEW YORK
(42.826892, -75.544286)",
NEVADA,2017,12,,-,0,,2,,3,,4,,,-,0,,2,,,-,1,,,-,0,,1,,,-,,-,"NEVADA
(39.491833, -117.070159)",
NEBRASKA,2017,12,1,,3,,16,,25,,33,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"NEBRASKA
(41.640503, -99.367122)",
VIRGINIA,2017,12,,-,4,,13,,19,,32,,,-,0,,3,,,-,8,,,-,0,,0,,,-,,-,"VIRGINIA
(37.542699, -78.45822)",
WISCONSIN,2017,12,1,,11,,62,,56,,94,,,-,0,,1,,1,,3,,,-,0,,0,,,-,,-,"WISCONSIN
(44.395526, -89.834513)",
ALASKA,2017,12,,-,0,,1,,3,,4,,,-,0,,2,,,-,,-,,-,0,,0,,,-,,-,"ALASKA
(64.836661, -147.738891)",
KANSAS,2017,12,,-,2,,7,,7,,10,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"KANSAS
(38.345528, -98.201847)",
COLORADO,2017,12,3,,4,,14,,32,,22,,,-,0,,2,,,-,1,,,-,0,,0,,,-,,-,"COLORADO
(38.841772, -106.132562)",
MASSACHUSETTS,2017,12,,-,3,,14,,21,,29,,,-,0,,2,,,-,3,,,-,0,,0,,,-,,-,"MASSACHUSETTS
(42.268546, -72.085064)",
WYOMING,2017,12,,-,0,,3,,,-,4,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"WYOMING
(43.23558, -108.110518)",
OHIO,2017,12,7,,10,,207,,63,,81,,,-,0,,2,,3,,3,,,-,0,,0,,,-,,-,"OHIO
(40.056807, -82.405897)",
TEXAS,2017,12,2,,13,,33,,68,,88,,,-,0,,4,,,-,3,,,-,0,,1,,,-,,-,"TEXAS
(31.827233, -99.423022)",
NEW HAMPSHIRE,2017,12,,-,1,,7,,1,,6,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"NEW HAMPSHIRE
(43.657736, -71.500736)",
DELAWARE,2017,12,,-,0,,2,,2,,5,,,-,0,,1,,,-,1,,,-,0,,0,,,-,,-,"DELAWARE
(39.008676, -75.574561)",
SOUTH DAKOTA,2017,12,,-,3,,7,,19,,31,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"SOUTH DAKOTA
(44.35371, -100.373709)",
ARIZONA,2017,12,1,,3,,82,,24,,12,,,-,0,,2,,,-,2,,,-,0,,0,,,-,,-,"ARIZONA
(34.869712, -111.760902)",
MARYLAND,2017,12,,-,2,,10,,14,,13,,,-,0,,1,,,-,6,,,-,0,,0,,,-,,-,"MARYLAND
(39.290443, -76.612333)",
UNITED STATES,2017,13,78,,164,,753,,1212,,1676,,,-,10,,37,,20,,310,,,-,0,,1,,,-,,-,,
NEW ENGLAND,2017,13,3,,7,,24,,51,,56,,,-,0,,2,,,-,11,,,-,0,,0,,,-,,-,,
MID. ATLANTIC,2017,13,10,,20,,85,,149,,210,,,-,2,,10,,2,,74,,,-,0,,0,,,-,,-,,
NEW YORK CITY,2017,13,2,,4,,12,,39,,27,,,-,1,,7,,,-,37,,,-,0,,0,,,-,,-,,
E.N. CENTRAL,2017,13,16,,37,,294,,236,,356,,,-,1,,8,,6,,26,,,-,0,,1,,,-,,-,,
W.N. CENTRAL,2017,13,3,,26,,106,,148,,200,,,-,0,,8,,,-,9,,,-,0,,0,,,-,,-,,
S. ATLANTIC,2017,13,27,,24,,82,,215,,308,,,-,1,,7,,,-,48,,,-,0,,1,,,-,,-,,
E.S. CENTRAL,2017,13,3,,9,,43,,79,,99,,,-,0,,2,,4,,3,,,-,0,,0,,,-,,-,,
W.S. CENTRAL,2017,13,6,,19,,44,,123,,170,,,-,1,,4,,,-,5,,,-,0,,1,,,-,,-,,
MOUNTAIN,2017,13,6,,15,,122,,114,,122,,,-,0,,4,,,-,10,,,-,0,,1,,,-,,-,,
PACIFIC,2017,13,4,,14,,53,,97,,155,,,-,2,,14,,8,,122,,,-,0,,1,,,-,,-,,
AMER. SAMOA,2017,13,,N,0,,0,,,N,,N,,-,0,,2,,6,,,-,,-,0,,0,,,-,,-,,
NORTH CAROLINA,2017,13,,-,3,,17,,15,,37,,,-,0,,3,,,-,1,,,-,0,,0,,,-,,-,"NORTH CAROLINA
(35.47995, -79.180571)",
INDIANA,2017,13,,-,2,,9,,21,,54,,,-,0,,2,,,-,2,,,-,0,,1,,,-,,-,"INDIANA
(39.76845, -86.156212)",
WYOMING,2017,13,,-,0,,3,,,-,4,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"WYOMING
(43.23558, -108.110518)",
C.N.M.I.,2017,13,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",
MICHIGAN,2017,13,1,,7,,19,,38,,61,,,-,0,,2,,1,,5,,,-,0,,0,,,-,,-,"MICHIGAN
(44.66399, -84.711206)",
OKLAHOMA,2017,13,2,,3,,9,,19,,26,,,-,0,,1,,,-,2,,,-,0,,0,,,-,,-,"OKLAHOMA
(35.468494, -97.521264)",
IOWA,2017,13,,-,9,,65,,51,,61,,,-,0,,5,,,-,3,,,-,0,,0,,,-,,-,"IOWA
(42.46942, -93.815856)",
ARIZONA,2017,13,2,,3,,82,,26,,14,,,-,0,,2,,,-,3,,,-,0,,0,,,-,,-,"ARIZONA
(34.869712, -111.760902)",
KENTUCKY,2017,13,2,,2,,7,,14,,24,,,-,0,,1,,,-,2,,,-,0,,0,,,-,,-,"KENTUCKY
(37.64591, -84.774043)",
DELAWARE,2017,13,,-,0,,2,,2,,5,,,-,0,,1,,,-,1,,,-,0,,0,,,-,,-,"DELAWARE
(39.008676, -75.574561)",
PUERTO RICO,2017,13,,-,0,,1,,,-,,-,,-,1,,8,,5,,99,,,-,0,,0,,,-,,-,"PUERTO RICO
(18.215692, -66.414655)",
TENNESSEE,2017,13,1,,3,,10,,20,,31,,,-,0,,1,,2,,,-,,-,0,,0,,,-,,-,"TENNESSEE
(35.681402, -85.774444)",
ILLINOIS,2017,13,,-,5,,50,,37,,45,,,-,0,,4,,1,,12,,,-,0,,0,,,-,,-,"ILLINOIS
(40.477092, -88.993221)",
MONTANA,2017,13,1,,0,,5,,3,,7,,,-,0,,1,,,-,1,,,-,0,,0,,,-,,-,"MONTANA
(47.062617, -109.430168)",
PENNSYLVANIA,2017,13,,-,12,,47,,84,,123,,,-,0,,2,,1,,7,,,-,0,,0,,,-,,-,"PENNSYLVANIA
(40.789676, -77.858055)",
NEW YORK,2017,13,8,,5,,25,,26,,39,,,-,0,,3,,,-,7,,,-,0,,0,,,-,,-,"NEW YORK
(42.826892, -75.544286)",
WISCONSIN,2017,13,4,,11,,62,,66,,111,,,-,0,,1,,1,,4,,,-,0,,0,,,-,,-,"WISCONSIN
(44.395526, -89.834513)",
WASHINGTON,2017,13,,-,0,,34,,4,,6,,,-,0,,2,,3,,7,,,-,0,,1,,,-,,-,"WASHINGTON
(47.517368, -120.467672)",
LOUISIANA,2017,13,,-,2,,7,,12,,32,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"LOUISIANA
(31.2931, -92.463284)",
GUAM,2017,13,,-,0,,0,,,-,,-,,-,1,,1,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
WEST VIRGINIA,2017,13,,-,0,,5,,2,,6,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"WEST VIRGINIA
(38.668501, -80.709421)",
