Reporting Area,MMWRYear,MMWRWeek,"Cryptosporidiosis, Current week","Cryptosporidiosis, Current week, flag","Cryptosporidiosis, Previous 52 weeks Med","Cryptosporidiosis, Previous 52 weeks Med, flag","Cryptosporidiosis, Previous 52 weeks Max","Cryptosporidiosis, Previous 52 weeks Max, flag","Cryptosporidiosis, Cum 2017","Cryptosporidiosis, Cum 2017, flag","Cryptosporidiosis, Cum 2016","Cryptosporidiosis, Cum 2016, flag","Dengue Virus Infection, Dengue§, Current week","Dengue Virus Infection, Dengue§, Current week, flag","Dengue Virus Infection, Dengue§, Previous 52 weeks Med","Dengue Virus Infection, Dengue§, Previous 52 weeks Med, flag","Dengue Virus Infection, Dengue§, Previous 52 weeks Max","Dengue Virus Infection, Dengue§, Previous 52 weeks Max, flag","Dengue Virus Infection, Dengue§, Cum 2017","Dengue Virus Infection, Dengue§, Cum 2017, flag","Dengue Virus Infection, Dengue§, Cum 2016","Dengue Virus Infection, Dengue§, Cum 2016, flag","Dengue Virus Infection, Severe Dengue, Current week","Dengue Virus Infection, Severe Dengue, Current week, flag","Dengue Virus Infection, Severe Dengue, Previous 52 weeks Med","Dengue Virus Infection, Severe Dengue, Previous 52 weeks Med, flag","Dengue Virus Infection, Severe Dengue, Previous 52 weeks Max","Dengue Virus Infection, Severe Dengue, Previous 52 weeks Max, flag","Dengue Virus Infection, Severe Dengue, Cum 2017","Dengue Virus Infection, Severe Dengue, Cum 2017, flag","Dengue Virus Infection, Severe Dengue, Cum 2016","Dengue Virus Infection, Severe Dengue, Cum 2016, flag",Location 1,Location 2
NEVADA,2017,13,,-,0,,2,,3,,4,,,-,0,,2,,,-,1,,,-,0,,1,,,-,,-,"NEVADA
(39.491833, -117.070159)",
NEBRASKA,2017,13,,-,3,,16,,25,,36,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"NEBRASKA
(41.640503, -99.367122)",
GEORGIA,2017,13,14,,6,,26,,71,,69,,,-,0,,2,,,-,6,,,-,0,,0,,,-,,-,"GEORGIA
(32.836038, -83.631709)",
SOUTH CAROLINA,2017,13,,-,2,,8,,15,,22,,,-,0,,2,,,-,,-,,-,0,,1,,,-,,-,"SOUTH CAROLINA
(34.009286, -81.037094)",
VIRGINIA,2017,13,1,,4,,13,,21,,35,,,-,0,,3,,,-,8,,,-,0,,0,,,-,,-,"VIRGINIA
(37.542699, -78.45822)",
CALIFORNIA,2017,13,2,,8,,17,,65,,78,,,-,2,,14,,3,,60,,,-,0,,0,,,-,,-,"CALIFORNIA
(37.640735, -121.002435)",
KANSAS,2017,13,,-,2,,7,,9,,15,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"KANSAS
(38.345528, -98.201847)",
VIRGIN ISL.,2017,13,,-,0,,0,,,-,,-,,-,0,,3,,1,,12,,,-,0,,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",
SOUTH DAKOTA,2017,13,,-,3,,7,,19,,33,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"SOUTH DAKOTA
(44.35371, -100.373709)",
MINNESOTA,2017,13,,-,0,,0,,,-,,-,,-,0,,1,,,-,3,,,-,0,,0,,,-,,-,"MINNESOTA
(46.357661, -94.793397)",
ALASKA,2017,13,,-,0,,1,,3,,4,,,-,0,,2,,,-,,-,,-,0,,0,,,-,,-,"ALASKA
(64.836661, -147.738891)",
MISSISSIPPI,2017,13,,-,1,,3,,11,,7,,,-,0,,2,,2,,,-,,-,0,,0,,,-,,-,"MISSISSIPPI
(32.738663, -89.537312)",
NORTH DAKOTA,2017,13,,-,0,,5,,3,,2,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"NORTH DAKOTA
(47.475879, -100.121011)",
OREGON,2017,13,2,,5,,26,,25,,67,,,-,0,,2,,,-,4,,,-,0,,0,,,-,,-,"OREGON
(44.567912, -120.156945)",
TEXAS,2017,13,3,,13,,33,,78,,99,,,-,0,,4,,,-,3,,,-,0,,1,,,-,,-,"TEXAS
(31.827233, -99.423022)",
OHIO,2017,13,11,,10,,207,,74,,85,,,-,0,,2,,3,,3,,,-,0,,0,,,-,,-,"OHIO
(40.056807, -82.405897)",
RHODE ISLAND,2017,13,,-,0,,2,,2,,2,,,-,0,,1,,,-,2,,,-,0,,0,,,-,,-,"RHODE ISLAND
(41.707447, -71.522488)",
MASSACHUSETTS,2017,13,,-,3,,14,,21,,31,,,-,0,,2,,,-,3,,,-,0,,0,,,-,,-,"MASSACHUSETTS
(42.268546, -72.085064)",
MARYLAND,2017,13,,-,2,,10,,13,,15,,,-,0,,1,,,-,7,,,-,0,,0,,,-,,-,"MARYLAND
(39.290443, -76.612333)",
HAWAII,2017,13,,-,0,,3,,,-,,-,,-,0,,1,,2,,51,,,-,0,,0,,,-,,-,"HAWAII
(21.30992, -157.858158)",
CONNECTICUT,2017,13,,-,1,,6,,9,,10,,,-,0,,0,,,-,5,,,-,0,,0,,,-,,-,"CONNECTICUT
(41.544654, -72.651713)",
UTAH,2017,13,,-,2,,24,,17,,34,,,-,0,,1,,,-,2,,,-,0,,0,,,-,,-,"UTAH
(39.359772, -111.584173)",
NEW MEXICO,2017,13,1,,1,,7,,12,,11,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"NEW MEXICO
(34.520396, -106.244402)",
VERMONT,2017,13,1,,1,,11,,7,,4,,,-,0,,1,,,-,1,,,-,0,,0,,,-,,-,"VERMONT
(43.622479, -72.51927)",
FLORIDA,2017,13,12,,9,,31,,76,,119,,,-,0,,2,,,-,21,,,-,0,,0,,,-,,-,"FLORIDA
(28.915325, -81.922409)",
IDAHO,2017,13,,-,2,,10,,19,,26,,,-,0,,1,,,-,1,,,-,0,,0,,,-,,-,"IDAHO
(43.680635, -114.364237)",
NEW HAMPSHIRE,2017,13,,-,1,,7,,1,,6,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"NEW HAMPSHIRE
(43.657736, -71.500736)",
MAINE,2017,13,2,,1,,3,,11,,3,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"MAINE
(45.252223, -68.986647)",
ARKANSAS,2017,13,1,,1,,4,,14,,13,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"ARKANSAS
(34.748745, -92.275105)",
DIST. OF COL.,2017,13,,-,0,,2,,,-,,-,,-,0,,1,,,-,4,,,-,0,,0,,,-,,-,"DISTRICT OF COLUMBIA
(38.892062, -77.019912)",
COLORADO,2017,13,2,,3,,14,,34,,22,,,-,0,,2,,,-,2,,,-,0,,0,,,-,,-,"COLORADO
(38.841772, -106.132562)",
NEW JERSEY,2017,13,,-,1,,19,,,-,21,,,-,0,,6,,1,,23,,,-,0,,0,,,-,,-,"NEW JERSEY
(40.104655, -74.386686)",
MISSOURI,2017,13,3,,6,,22,,41,,53,,,-,0,,2,,,-,3,,,-,0,,0,,,-,,-,"MISSOURI
(38.636168, -92.566292)",
ALABAMA,2017,13,,-,5,,27,,34,,37,,,-,0,,1,,,-,1,,,-,0,,0,,,-,,-,"ALABAMA
(32.839182, -86.631125)",
UNITED STATES,2017,14,65,,165,,757,,1394,,1839,,,-,10,,37,,20,,324,,,-,0,,1,,,-,,-,,
NEW ENGLAND,2017,14,5,,8,,24,,65,,61,,,-,0,,2,,,-,11,,,-,0,,0,,,-,,-,,
MID. ATLANTIC,2017,14,10,,20,,85,,172,,236,,,-,2,,10,,2,,74,,,-,0,,0,,,-,,-,,
NEW YORK CITY,2017,14,3,,4,,12,,42,,28,,,-,0,,7,,,-,37,,,-,0,,0,,,-,,-,,
E.N. CENTRAL,2017,14,13,,37,,298,,292,,387,,,-,1,,8,,6,,28,,,-,0,,1,,,-,,-,,
W.N. CENTRAL,2017,14,3,,24,,106,,161,,230,,,-,0,,8,,,-,9,,,-,0,,0,,,-,,-,,
S. ATLANTIC,2017,14,15,,25,,82,,237,,335,,,-,1,,7,,,-,54,,,-,0,,1,,,-,,-,,
E.S. CENTRAL,2017,14,1,,9,,41,,83,,108,,,-,0,,2,,4,,3,,,-,0,,0,,,-,,-,,
W.S. CENTRAL,2017,14,5,,19,,44,,130,,188,,,-,1,,4,,,-,6,,,-,0,,1,,,-,,-,,
MOUNTAIN,2017,14,10,,15,,122,,130,,131,,,-,0,,4,,,-,11,,,-,0,,1,,,-,,-,,
PACIFIC,2017,14,3,,14,,53,,124,,163,,,-,2,,14,,8,,126,,,-,0,,1,,,-,,-,,
AMER. SAMOA,2017,14,,N,0,,0,,,N,,N,,-,0,,2,,6,,,-,,-,0,,0,,,-,,-,,
PUERTO RICO,2017,14,,-,0,,1,,,-,,-,,-,1,,8,,6,,101,,,-,0,,0,,,-,,-,"PUERTO RICO
(18.215692, -66.414655)",
ALASKA,2017,14,,-,0,,1,,3,,4,,,-,0,,2,,,-,,-,,-,0,,0,,,-,,-,"ALASKA
(64.836661, -147.738891)",
INDIANA,2017,14,1,,2,,9,,26,,57,,,-,0,,2,,,-,2,,,-,0,,1,,,-,,-,"INDIANA
(39.76845, -86.156212)",
DELAWARE,2017,14,,-,0,,2,,2,,5,,,-,0,,1,,,-,1,,,-,0,,0,,,-,,-,"DELAWARE
(39.008676, -75.574561)",
NORTH DAKOTA,2017,14,,-,0,,5,,4,,5,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"NORTH DAKOTA
(47.475879, -100.121011)",
C.N.M.I.,2017,14,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",
GEORGIA,2017,14,,-,6,,26,,77,,75,,,-,0,,2,,,-,7,,,-,0,,0,,,-,,-,"GEORGIA
(32.836038, -83.631709)",
MASSACHUSETTS,2017,14,3,,3,,14,,31,,33,,,-,0,,2,,,-,3,,,-,0,,0,,,-,,-,"MASSACHUSETTS
(42.268546, -72.085064)",
MICHIGAN,2017,14,,-,8,,25,,67,,71,,,-,0,,2,,1,,5,,,-,0,,0,,,-,,-,"MICHIGAN
(44.66399, -84.711206)",
NEBRASKA,2017,14,1,,3,,16,,25,,38,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"NEBRASKA
(41.640503, -99.367122)",
KANSAS,2017,14,,-,2,,7,,10,,23,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"KANSAS
(38.345528, -98.201847)",
UTAH,2017,14,,-,2,,24,,17,,39,,,-,0,,1,,,-,2,,,-,0,,0,,,-,,-,"UTAH
(39.359772, -111.584173)",
NEW HAMPSHIRE,2017,14,,-,1,,7,,1,,7,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"NEW HAMPSHIRE
(43.657736, -71.500736)",
WASHINGTON,2017,14,,-,0,,34,,4,,6,,,-,0,,2,,3,,7,,,-,0,,1,,,-,,-,"WASHINGTON
(47.517368, -120.467672)",
ILLINOIS,2017,14,,-,5,,50,,39,,50,,,-,0,,4,,1,,12,,,-,0,,0,,,-,,-,"ILLINOIS
(40.477092, -88.993221)",
KENTUCKY,2017,14,,-,2,,7,,14,,27,,,-,0,,0,,,-,2,,,-,0,,0,,,-,,-,"KENTUCKY
(37.64591, -84.774043)",
FLORIDA,2017,14,10,,10,,31,,86,,123,,,-,0,,2,,,-,22,,,-,0,,0,,,-,,-,"FLORIDA
(28.915325, -81.922409)",
WYOMING,2017,14,,-,0,,3,,,-,4,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"WYOMING
(43.23558, -108.110518)",
ARKANSAS,2017,14,2,,1,,4,,16,,16,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"ARKANSAS
(34.748745, -92.275105)",
IDAHO,2017,14,2,,2,,10,,21,,28,,,-,0,,1,,,-,1,,,-,0,,0,,,-,,-,"IDAHO
(43.680635, -114.364237)",
VIRGIN ISL.,2017,14,,-,0,,0,,,-,,-,,-,0,,3,,1,,13,,,-,0,,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",
VERMONT,2017,14,1,,1,,11,,8,,4,,,-,0,,1,,,-,1,,,-,0,,0,,,-,,-,"VERMONT
(43.622479, -72.51927)",
COLORADO,2017,14,5,,3,,14,,39,,23,,,-,0,,2,,,-,3,,,-,0,,0,,,-,,-,"COLORADO
(38.841772, -106.132562)",
IOWA,2017,14,,-,9,,65,,57,,74,,,-,0,,5,,,-,3,,,-,0,,0,,,-,,-,"IOWA
(42.46942, -93.815856)",
ARIZONA,2017,14,1,,3,,82,,27,,14,,,-,0,,2,,,-,3,,,-,0,,0,,,-,,-,"ARIZONA
(34.869712, -111.760902)",
OKLAHOMA,2017,14,,-,3,,9,,19,,29,,,-,0,,1,,,-,2,,,-,0,,0,,,-,,-,"OKLAHOMA
(35.468494, -97.521264)",
SOUTH CAROLINA,2017,14,,-,2,,8,,15,,24,,,-,0,,2,,,-,2,,,-,0,,1,,,-,,-,"SOUTH CAROLINA
(34.009286, -81.037094)",
WEST VIRGINIA,2017,14,,-,0,,5,,2,,8,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"WEST VIRGINIA
(38.668501, -80.709421)",
PENNSYLVANIA,2017,14,3,,12,,47,,91,,141,,,-,0,,2,,1,,7,,,-,0,,0,,,-,,-,"PENNSYLVANIA
(40.789676, -77.858055)",
MAINE,2017,14,1,,1,,4,,14,,5,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"MAINE
(45.252223, -68.986647)",
OREGON,2017,14,2,,5,,26,,48,,70,,,-,0,,2,,,-,5,,,-,0,,0,,,-,,-,"OREGON
(44.567912, -120.156945)",
HAWAII,2017,14,,-,0,,3,,,-,,-,,-,0,,1,,2,,51,,,-,0,,0,,,-,,-,"HAWAII
(21.30992, -157.858158)",
VIRGINIA,2017,14,2,,4,,13,,24,,41,,,-,0,,3,,,-,9,,,-,0,,0,,,-,,-,"VIRGINIA
(37.542699, -78.45822)",
OHIO,2017,14,11,,12,,207,,88,,89,,,-,0,,2,,3,,5,,,-,0,,0,,,-,,-,"OHIO
(40.056807, -82.405897)",
TEXAS,2017,14,3,,13,,33,,83,,106,,,-,0,,4,,,-,4,,,-,0,,1,,,-,,-,"TEXAS
(31.827233, -99.423022)",
MISSOURI,2017,14,2,,6,,22,,46,,55,,,-,0,,2,,,-,3,,,-,0,,0,,,-,,-,"MISSOURI
(38.636168, -92.566292)",
MONTANA,2017,14,2,,1,,5,,11,,7,,,-,0,,1,,,-,1,,,-,0,,0,,,-,,-,"MONTANA
(47.062617, -109.430168)",
TENNESSEE,2017,14,,-,2,,10,,20,,32,,,-,0,,1,,2,,,-,,-,0,,0,,,-,,-,"TENNESSEE
(35.681402, -85.774444)",
MINNESOTA,2017,14,,-,0,,0,,,-,,-,,-,0,,1,,,-,3,,,-,0,,0,,,-,,-,"MINNESOTA
(46.357661, -94.793397)",
GUAM,2017,14,,-,0,,0,,,-,,-,,-,1,,1,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
NEW JERSEY,2017,14,,-,1,,19,,,-,25,,,-,0,,6,,1,,23,,,-,0,,0,,,-,,-,"NEW JERSEY
(40.104655, -74.386686)",
RHODE ISLAND,2017,14,,-,0,,2,,2,,2,,,-,0,,1,,,-,2,,,-,0,,0,,,-,,-,"RHODE ISLAND
(41.707447, -71.522488)",
CALIFORNIA,2017,14,1,,8,,17,,69,,83,,,-,2,,14,,3,,63,,,-,0,,0,,,-,,-,"CALIFORNIA
(37.640735, -121.002435)",
DIST. OF COL.,2017,14,,-,0,,2,,,-,,-,,-,0,,1,,,-,4,,,-,0,,0,,,-,,-,"DISTRICT OF COLUMBIA
(38.892062, -77.019912)",
NORTH CAROLINA,2017,14,,-,3,,17,,15,,41,,,-,0,,3,,,-,1,,,-,0,,0,,,-,,-,"NORTH CAROLINA
(35.47995, -79.180571)",
NEW MEXICO,2017,14,,-,1,,7,,12,,12,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"NEW MEXICO
(34.520396, -106.244402)",
CONNECTICUT,2017,14,,-,1,,6,,9,,10,,,-,0,,0,,,-,5,,,-,0,,0,,,-,,-,"CONNECTICUT
(41.544654, -72.651713)",
ALABAMA,2017,14,1,,5,,25,,38,,41,,,-,0,,1,,,-,1,,,-,0,,0,,,-,,-,"ALABAMA
(32.839182, -86.631125)",
NEW YORK,2017,14,4,,5,,25,,39,,42,,,-,0,,3,,,-,7,,,-,0,,0,,,-,,-,"NEW YORK
(42.826892, -75.544286)",
WISCONSIN,2017,14,1,,11,,62,,72,,120,,,-,0,,1,,1,,4,,,-,0,,0,,,-,,-,"WISCONSIN
(44.395526, -89.834513)",
NEVADA,2017,14,,-,0,,2,,3,,4,,,-,0,,2,,,-,1,,,-,0,,1,,,-,,-,"NEVADA
(39.491833, -117.070159)",
MARYLAND,2017,14,3,,2,,10,,16,,18,,,-,0,,1,,,-,8,,,-,0,,0,,,-,,-,"MARYLAND
(39.290443, -76.612333)",
SOUTH DAKOTA,2017,14,,-,3,,7,,19,,35,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"SOUTH DAKOTA
(44.35371, -100.373709)",
LOUISIANA,2017,14,,-,2,,7,,12,,37,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"LOUISIANA
(31.2931, -92.463284)",
MISSISSIPPI,2017,14,,-,1,,3,,11,,8,,,-,0,,2,,2,,,-,,-,0,,0,,,-,,-,"MISSISSIPPI
(32.738663, -89.537312)",
UNITED STATES,2017,15,39,,167,,758,,1481,,1975,,,-,8,,36,,23,,332,,,-,0,,1,,,-,,-,,
NEW ENGLAND,2017,15,1,,8,,24,,69,,69,,,-,0,,2,,,-,11,,,-,0,,0,,,-,,-,,
MID. ATLANTIC,2017,15,11,,20,,85,,206,,256,,,-,2,,10,,3,,74,,,-,0,,0,,,-,,-,,
NEW YORK CITY,2017,15,4,,4,,12,,46,,28,,,-,0,,7,,,-,37,,,-,0,,0,,,-,,-,,
E.N. CENTRAL,2017,15,3,,37,,299,,307,,425,,,-,1,,8,,6,,29,,,-,0,,1,,,-,,-,,
W.N. CENTRAL,2017,15,4,,23,,106,,178,,251,,,-,0,,8,,,-,9,,,-,0,,0,,,-,,-,,
S. ATLANTIC,2017,15,2,,24,,82,,209,,353,,,-,1,,7,,,-,53,,,-,0,,1,,,-,,-,,
E.S. CENTRAL,2017,15,4,,9,,41,,93,,115,,,-,0,,2,,4,,4,,,-,0,,0,,,-,,-,,
W.S. CENTRAL,2017,15,2,,19,,44,,135,,196,,,-,1,,4,,1,,8,,,-,0,,1,,,-,,-,,
MOUNTAIN,2017,15,8,,15,,121,,142,,134,,,-,0,,4,,,-,11,,,-,0,,1,,,-,,-,,
PACIFIC,2017,15,4,,14,,53,,142,,176,,,-,2,,13,,9,,131,,,-,0,,1,,,-,,-,,
AMER. SAMOA,2017,15,,N,0,,0,,,N,,N,,-,0,,2,,6,,,-,,-,0,,0,,,-,,-,,
GEORGIA,2017,15,,-,6,,26,,77,,82,,,-,0,,2,,,-,7,,,-,0,,0,,,-,,-,"GEORGIA
(32.836038, -83.631709)",
FLORIDA,2017,15,,-,9,,31,,53,,126,,,-,0,,2,,,-,22,,,-,0,,0,,,-,,-,"FLORIDA
(28.915325, -81.922409)",
DIST. OF COL.,2017,15,,-,0,,2,,,-,,-,,-,0,,1,,,-,4,,,-,0,,0,,,-,,-,"DISTRICT OF COLUMBIA
(38.892062, -77.019912)",
ARKANSAS,2017,15,,-,1,,4,,17,,17,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"ARKANSAS
(34.748745, -92.275105)",
KANSAS,2017,15,,-,2,,7,,16,,27,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"KANSAS
(38.345528, -98.201847)",
KENTUCKY,2017,15,1,,2,,7,,17,,31,,,-,0,,0,,,-,2,,,-,0,,0,,,-,,-,"KENTUCKY
(37.64591, -84.774043)",
RHODE ISLAND,2017,15,,-,0,,2,,2,,3,,,-,0,,1,,,-,2,,,-,0,,0,,,-,,-,"RHODE ISLAND
(41.707447, -71.522488)",
ARIZONA,2017,15,1,,3,,82,,28,,14,,,-,0,,2,,,-,3,,,-,0,,0,,,-,,-,"ARIZONA
(34.869712, -111.760902)",
LOUISIANA,2017,15,,-,2,,7,,12,,37,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"LOUISIANA
(31.2931, -92.463284)",
COLORADO,2017,15,1,,4,,14,,40,,25,,,-,0,,2,,,-,3,,,-,0,,0,,,-,,-,"COLORADO
(38.841772, -106.132562)",
DELAWARE,2017,15,,-,0,,2,,2,,5,,,-,0,,1,,,-,1,,,-,0,,0,,,-,,-,"DELAWARE
(39.008676, -75.574561)",
MAINE,2017,15,,-,1,,4,,14,,8,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"MAINE
(45.252223, -68.986647)",
NEBRASKA,2017,15,3,,3,,16,,28,,38,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"NEBRASKA
(41.640503, -99.367122)",
MISSOURI,2017,15,1,,7,,22,,53,,61,,,-,0,,2,,,-,3,,,-,0,,0,,,-,,-,"MISSOURI
(38.636168, -92.566292)",
GUAM,2017,15,,-,0,,0,,,-,,-,,-,1,,1,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
OREGON,2017,15,3,,5,,26,,57,,76,,,-,0,,2,,,-,8,,,-,0,,0,,,-,,-,"OREGON
(44.567912, -120.156945)",
VERMONT,2017,15,,-,1,,11,,8,,4,,,-,0,,1,,,-,1,,,-,0,,0,,,-,,-,"VERMONT
(43.622479, -72.51927)",
PUERTO RICO,2017,15,,-,0,,1,,,-,,-,,-,1,,8,,8,,107,,,-,0,,0,,,-,,-,"PUERTO RICO
(18.215692, -66.414655)",
PENNSYLVANIA,2017,15,4,,12,,47,,109,,155,,,-,0,,2,,1,,7,,,-,0,,0,,,-,,-,"PENNSYLVANIA
(40.789676, -77.858055)",
VIRGIN ISL.,2017,15,,-,0,,0,,,-,,-,,-,0,,3,,1,,13,,,-,0,,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",
TEXAS,2017,15,1,,13,,33,,86,,113,,,-,0,,4,,1,,6,,,-,0,,1,,,-,,-,"TEXAS
(31.827233, -99.423022)",
ALABAMA,2017,15,1,,4,,25,,42,,44,,,-,0,,1,,,-,1,,,-,0,,0,,,-,,-,"ALABAMA
(32.839182, -86.631125)",
NEVADA,2017,15,,-,0,,2,,3,,4,,,-,0,,2,,,-,1,,,-,0,,1,,,-,,-,"NEVADA
(39.491833, -117.070159)",
MISSISSIPPI,2017,15,1,,1,,3,,13,,8,,,-,0,,2,,2,,,-,,-,0,,0,,,-,,-,"MISSISSIPPI
(32.738663, -89.537312)",
OHIO,2017,15,3,,12,,207,,91,,97,,,-,0,,2,,3,,5,,,-,0,,0,,,-,,-,"OHIO
(40.056807, -82.405897)",
MONTANA,2017,15,2,,1,,5,,14,,9,,,-,0,,1,,,-,1,,,-,0,,0,,,-,,-,"MONTANA
(47.062617, -109.430168)",
MASSACHUSETTS,2017,15,,-,3,,14,,31,,35,,,-,0,,2,,,-,3,,,-,0,,0,,,-,,-,"MASSACHUSETTS
(42.268546, -72.085064)",
IOWA,2017,15,,-,9,,65,,57,,81,,,-,0,,5,,,-,3,,,-,0,,0,,,-,,-,"IOWA
(42.46942, -93.815856)",
NORTH CAROLINA,2017,15,,-,3,,17,,15,,43,,,-,0,,3,,,-,1,,,-,0,,0,,,-,,-,"NORTH CAROLINA
(35.47995, -79.180571)",
TENNESSEE,2017,15,1,,2,,10,,21,,32,,,-,0,,1,,2,,1,,,-,0,,0,,,-,,-,"TENNESSEE
(35.681402, -85.774444)",
SOUTH DAKOTA,2017,15,,-,3,,7,,20,,38,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"SOUTH DAKOTA
(44.35371, -100.373709)",
NORTH DAKOTA,2017,15,,-,0,,5,,4,,6,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"NORTH DAKOTA
(47.475879, -100.121011)",
NEW JERSEY,2017,15,,-,1,,19,,9,,26,,,-,0,,6,,1,,23,,,-,0,,0,,,-,,-,"NEW JERSEY
(40.104655, -74.386686)",
WASHINGTON,2017,15,,-,0,,34,,4,,6,,,-,0,,2,,3,,8,,,-,0,,1,,,-,,-,"WASHINGTON
(47.517368, -120.467672)",
CALIFORNIA,2017,15,1,,8,,17,,78,,90,,,-,2,,13,,4,,65,,,-,0,,0,,,-,,-,"CALIFORNIA
(37.640735, -121.002435)",
INDIANA,2017,15,,-,3,,10,,28,,64,,,-,0,,2,,,-,2,,,-,0,,1,,,-,,-,"INDIANA
(39.76845, -86.156212)",
MICHIGAN,2017,15,,-,7,,25,,68,,83,,,-,0,,2,,1,,6,,,-,0,,0,,,-,,-,"MICHIGAN
(44.66399, -84.711206)",
IDAHO,2017,15,2,,2,,10,,24,,28,,,-,0,,1,,,-,1,,,-,0,,0,,,-,,-,"IDAHO
(43.680635, -114.364237)",
MARYLAND,2017,15,1,,2,,10,,17,,18,,,-,0,,1,,,-,7,,,-,0,,0,,,-,,-,"MARYLAND
(39.290443, -76.612333)",
OKLAHOMA,2017,15,1,,3,,9,,20,,29,,,-,0,,1,,,-,2,,,-,0,,0,,,-,,-,"OKLAHOMA
(35.468494, -97.521264)",
WEST VIRGINIA,2017,15,,-,0,,5,,3,,8,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"WEST VIRGINIA
(38.668501, -80.709421)",
UTAH,2017,15,2,,2,,23,,20,,36,,,-,0,,1,,,-,2,,,-,0,,0,,,-,,-,"UTAH
(39.359772, -111.584173)",
WISCONSIN,2017,15,,-,11,,62,,72,,131,,,-,0,,1,,1,,4,,,-,0,,0,,,-,,-,"WISCONSIN
(44.395526, -89.834513)",
C.N.M.I.,2017,15,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",
NEW MEXICO,2017,15,,-,1,,7,,13,,13,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"NEW MEXICO
(34.520396, -106.244402)",
ILLINOIS,2017,15,,-,5,,50,,48,,50,,,-,0,,4,,1,,12,,,-,0,,0,,,-,,-,"ILLINOIS
(40.477092, -88.993221)",
VIRGINIA,2017,15,1,,3,,14,,26,,45,,,-,0,,3,,,-,9,,,-,0,,0,,,-,,-,"VIRGINIA
(37.542699, -78.45822)",
NEW YORK,2017,15,3,,5,,25,,42,,47,,,-,0,,3,,1,,7,,,-,0,,0,,,-,,-,"NEW YORK
(42.826892, -75.544286)",
WYOMING,2017,15,,-,0,,3,,,-,5,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"WYOMING
(43.23558, -108.110518)",
CONNECTICUT,2017,15,1,,1,,6,,10,,12,,,-,0,,0,,,-,5,,,-,0,,0,,,-,,-,"CONNECTICUT
(41.544654, -72.651713)",
NEW HAMPSHIRE,2017,15,,-,1,,7,,4,,7,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"NEW HAMPSHIRE
(43.657736, -71.500736)",
MINNESOTA,2017,15,,-,0,,0,,,-,,-,,-,0,,1,,,-,3,,,-,0,,0,,,-,,-,"MINNESOTA
(46.357661, -94.793397)",
ALASKA,2017,15,,-,0,,1,,3,,4,,,-,0,,2,,,-,,-,,-,0,,0,,,-,,-,"ALASKA
(64.836661, -147.738891)",
HAWAII,2017,15,,-,0,,3,,,-,,-,,-,0,,1,,2,,50,,,-,0,,0,,,-,,-,"HAWAII
(21.30992, -157.858158)",
SOUTH CAROLINA,2017,15,,-,1,,8,,16,,26,,,-,0,,2,,,-,2,,,-,0,,1,,,-,,-,"SOUTH CAROLINA
(34.009286, -81.037094)",
