Reporting Area,MMWR Year,MMWR Week,"Hepatitis (viral, acute), type A, Current week","Hepatitis (viral, acute), type A, Current week, flag ","Hepatitis (viral, acute), type A, Previous 52 weeks Med","Hepatitis (viral, acute), type A, Previous 52 weeks Med, flag","Hepatitis (viral, acute), type A, Previous 52 weeks Max","Hepatitis (viral, acute), type A, Previous 52 weeks Max, flag","Hepatitis (viral, acute), type A, Cum 2014","Hepatitis (viral, acute), type A, Cum 2014, flag","Hepatitis (viral, acute), type A, Cum 2013","Hepatitis (viral, acute), type A, Cum 2013, flag","Hepatitis (viral, acute), type B, Current week","Hepatitis (viral, acute), type B, Current week, flag","Hepatitis (viral, acute), type B, Previous 52 weeks Med","Hepatitis (viral, acute), type B, Previous 52 weeks Med, flag","Hepatitis (viral, acute), type B, Previous 52 weeks Max","Hepatitis (viral, acute), type B, Previous 52 weeks Max, flag","Hepatitis (viral, acute), type B, Cum 2014","Hepatitis (viral, acute), type B, Cum 2014, flag","Hepatitis (viral, acute), type B, Cum 2013","Hepatitis (viral, acute), type B, Cum 2013, flag","Hepatitis (viral, acute), type C, Current week","Hepatitis (viral, acute), type C, Current week, flag","Hepatitis (viral, acute), type C, Previous 52 weeks Med","Hepatitis (viral, acute), type C, Previous 52 weeks Med, flag","Hepatitis (viral, acute), type C, Previous 52 weeks Max","Hepatitis (viral, acute), type C, Previous 52 weeks Max, flag","Hepatitis (viral, acute), type C, Cum 2014","Hepatitis (viral, acute), type C, Cum 2014, flag","Hepatitis (viral, acute), type C, Cum 2013","Hepatitis (viral, acute), type C, Cum 2013, flag",Location 1,Location 2
DIST. OF COL.,2017,10,,U,0,,0,,,U,,U,,U,0,,0,,,U,,U,,-,0,,0,,,-,,-,"DISTRICT OF COLUMBIA
(38.892062, -77.019912)",
MAINE,2017,10,,-,0,,1,,,-,2,,,-,1,,3,,10,,7,,,-,0,,3,,4,,6,,"MAINE
(45.252223, -68.986647)",
UNITED STATES,2017,11,10,,32,,107,,237,,321,,27,,59,,82,,474,,646,,10,,46,,80,,282,,652,,,
NEW ENGLAND,2017,11,,-,2,,5,,11,,19,,,-,1,,4,,15,,21,,,-,5,,14,,21,,138,,,
MID. ATLANTIC,2017,11,2,,5,,12,,43,,48,,4,,5,,10,,39,,36,,1,,9,,24,,39,,124,,,
NEW YORK CITY,2017,11,1,,1,,4,,18,,10,,4,,1,,3,,10,,9,,,-,0,,1,,,-,3,,,
E.N. CENTRAL,2017,11,,-,4,,11,,43,,36,,1,,11,,21,,76,,138,,,-,8,,17,,42,,119,,,
W.N. CENTRAL,2017,11,,-,1,,5,,4,,17,,,-,2,,7,,11,,24,,,-,2,,7,,14,,27,,,
S. ATLANTIC,2017,11,4,,7,,55,,67,,76,,12,,21,,34,,176,,233,,7,,10,,21,,88,,115,,,
E.S. CENTRAL,2017,11,,-,0,,4,,2,,8,,7,,9,,18,,82,,105,,2,,4,,17,,31,,71,,,
W.S. CENTRAL,2017,11,3,,3,,8,,11,,38,,1,,4,,19,,44,,34,,,-,1,,5,,9,,9,,,
MOUNTAIN,2017,11,,-,2,,5,,20,,25,,1,,1,,4,,10,,14,,,-,3,,9,,25,,33,,,
PACIFIC,2017,11,1,,6,,47,,36,,54,,1,,3,,9,,21,,41,,,-,2,,9,,13,,16,,,
AMER. SAMOA,2017,11,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,
KANSAS,2017,11,,-,0,,1,,1,,,-,,-,0,,3,,3,,6,,,-,0,,2,,2,,4,,"KANSAS
(38.345528, -98.201847)",
RHODE ISLAND,2017,11,,-,0,,2,,,-,,-,,U,0,,0,,,U,,U,,-,0,,0,,,-,,-,"RHODE ISLAND
(41.707447, -71.522488)",
OHIO,2017,11,,-,0,,7,,4,,2,,,-,5,,13,,33,,79,,,-,3,,10,,16,,41,,"OHIO
",
TEXAS,2017,11,3,,2,,7,,9,,33,,1,,2,,15,,15,,14,,,-,0,,4,,6,,6,,"TEXAS
(31.827233, -99.423022)",
LOUISIANA,2017,11,,-,0,,1,,1,,4,,,-,1,,6,,20,,8,,,-,0,,1,,1,,2,,"LOUISIANA
(31.2931, -92.463284)",
MISSOURI,2017,11,,-,0,,2,,1,,7,,,-,1,,3,,4,,9,,,-,0,,3,,9,,4,,"MISSOURI
(38.636168, -92.566292)",
PENNSYLVANIA,2017,11,,-,2,,7,,13,,12,,,-,2,,6,,24,,12,,,-,4,,16,,22,,59,,"PENNSYLVANIA
(40.789676, -77.858055)",
KENTUCKY,2017,11,,-,0,,2,,1,,,-,4,,3,,11,,32,,34,,2,,1,,8,,10,,23,,"KENTUCKY
(37.64591, -84.774043)",
VIRGIN ISL.,2017,11,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",
WASHINGTON,2017,11,1,,0,,4,,1,,1,,1,,1,,6,,7,,6,,,-,1,,8,,2,,4,,"WASHINGTON
(47.517368, -120.467672)",
MASSACHUSETTS,2017,11,,-,1,,4,,9,,14,,,-,0,,2,,4,,11,,,-,5,,13,,15,,123,,"MASSACHUSETTS
(42.268546, -72.085064)",
OREGON,2017,11,,-,0,,2,,6,,4,,,-,0,,3,,2,,5,,,-,0,,2,,2,,5,,"OREGON
(44.567912, -120.156945)",
GEORGIA,2017,11,,-,1,,4,,3,,15,,,-,2,,7,,16,,21,,,-,1,,4,,3,,17,,"GEORGIA
(32.836038, -83.631709)",
OKLAHOMA,2017,11,,-,0,,4,,,-,1,,,-,0,,8,,1,,2,,,-,0,,4,,2,,1,,"OKLAHOMA
(35.468494, -97.521264)",
WISCONSIN,2017,11,,-,0,,2,,1,,,-,,-,0,,1,,3,,4,,,-,1,,3,,1,,14,,"WISCONSIN
(44.395526, -89.834513)",
VERMONT,2017,11,,-,0,,1,,,-,1,,,-,0,,1,,,-,1,,,-,0,,1,,1,,2,,"VERMONT
(43.622479, -72.51927)",
SOUTH DAKOTA,2017,11,,-,0,,1,,,-,,-,,-,0,,1,,,-,1,,,-,0,,1,,2,,6,,"SOUTH DAKOTA
(44.35371, -100.373709)",
PUERTO RICO,2017,11,,-,0,,4,,1,,,-,,-,0,,1,,,-,6,,,-,0,,0,,,-,,-,"PUERTO RICO
(18.215692, -66.414655)",
TENNESSEE,2017,11,,-,0,,2,,,-,,-,2,,4,,8,,29,,44,,,-,2,,11,,17,,41,,"TENNESSEE
(35.681402, -85.774444)",
GUAM,2017,11,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
IDAHO,2017,11,,-,0,,1,,2,,1,,1,,0,,1,,2,,4,,,-,0,,1,,1,,1,,"IDAHO
(43.680635, -114.364237)",
NORTH DAKOTA,2017,11,,-,0,,1,,,-,,-,,-,0,,1,,,-,1,,,-,0,,1,,1,,,-,"NORTH DAKOTA
(47.475879, -100.121011)",
CONNECTICUT,2017,11,,-,0,,3,,2,,2,,,-,0,,1,,,-,1,,,-,0,,2,,,-,7,,"CONNECTICUT
(41.544654, -72.651713)",
MONTANA,2017,11,,-,0,,1,,3,,1,,,-,0,,1,,,-,,-,,-,0,,2,,6,,5,,"MONTANA
(47.062617, -109.430168)",
SOUTH CAROLINA,2017,11,,-,0,,4,,9,,5,,,-,0,,4,,3,,8,,,-,0,,2,,1,,3,,"SOUTH CAROLINA
(34.009286, -81.037094)",
INDIANA,2017,11,,-,0,,1,,2,,7,,1,,5,,11,,26,,37,,,-,2,,7,,14,,31,,"INDIANA
(39.76845, -86.156212)",
MINNESOTA,2017,11,,-,0,,2,,,-,2,,,-,0,,2,,,-,4,,,-,1,,4,,,-,11,,"MINNESOTA
(46.357661, -94.793397)",
COLORADO,2017,11,,-,0,,3,,5,,6,,,-,0,,2,,3,,2,,,-,0,,3,,5,,4,,"COLORADO
(38.841772, -106.132562)",
NEVADA,2017,11,,-,0,,2,,2,,4,,,-,0,,2,,,-,3,,,-,0,,3,,3,,1,,"NEVADA
(39.491833, -117.070159)",
NEW MEXICO,2017,11,,-,0,,1,,1,,,-,,-,0,,1,,,-,,-,,-,0,,2,,,-,12,,"NEW MEXICO
(34.520396, -106.244402)",
NEW HAMPSHIRE,2017,11,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"NEW HAMPSHIRE
(43.657736, -71.500736)",
NEW YORK,2017,11,1,,1,,4,,12,,9,,,-,1,,4,,3,,5,,1,,3,,9,,15,,43,,"NEW YORK
",
IOWA,2017,11,,-,0,,2,,1,,2,,,-,0,,2,,3,,2,,,-,0,,0,,,-,,-,"IOWA
(42.46942, -93.815856)",
UTAH,2017,11,,-,0,,2,,,-,3,,,-,0,,1,,1,,,-,,-,1,,5,,10,,10,,"UTAH
(39.359772, -111.584173)",
MARYLAND,2017,11,,-,0,,5,,5,,4,,,-,0,,3,,4,,8,,,-,0,,4,,4,,5,,"MARYLAND
(39.290443, -76.612333)",
ARIZONA,2017,11,,-,1,,2,,7,,10,,,-,0,,2,,4,,5,,,-,0,,0,,,-,,-,"ARIZONA
(34.869712, -111.760902)",
CALIFORNIA,2017,11,,-,4,,9,,26,,47,,,-,2,,6,,11,,29,,,-,1,,5,,9,,7,,"CALIFORNIA
",
ARKANSAS,2017,11,,-,0,,3,,1,,,-,,-,1,,5,,8,,10,,,-,0,,0,,,-,,-,"ARKANSAS
(34.748745, -92.275105)",
FLORIDA,2017,11,4,,2,,7,,36,,21,,10,,11,,17,,100,,103,,7,,4,,9,,53,,47,,"FLORIDA
(28.915325, -81.922409)",
NEW JERSEY,2017,11,,-,1,,4,,,-,17,,,-,0,,3,,2,,10,,,-,0,,3,,2,,19,,"NEW JERSEY
",
MICHIGAN,2017,11,,-,2,,8,,29,,11,,,-,1,,4,,13,,7,,,-,1,,4,,10,,23,,"MICHIGAN
(44.66399, -84.711206)",
NORTH CAROLINA,2017,11,,-,1,,5,,2,,12,,,-,2,,8,,8,,33,,,-,1,,4,,2,,19,,"NORTH CAROLINA
(35.47995, -79.180571)",
ILLINOIS,2017,11,,-,1,,5,,7,,16,,,-,0,,3,,1,,11,,,-,0,,3,,1,,10,,"ILLINOIS
(40.477092, -88.993221)",
WEST VIRGINIA,2017,11,,-,0,,4,,3,,2,,1,,4,,12,,30,,46,,,-,1,,6,,18,,15,,"WEST VIRGINIA
(38.668501, -80.709421)",
C.N.M.I.,2017,11,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",
WYOMING,2017,11,,-,0,,0,,,-,,-,,U,0,,0,,,U,,U,,-,0,,0,,,-,,-,"WYOMING
(43.23558, -108.110518)",
ALASKA,2017,11,,-,0,,1,,1,,,-,,-,0,,2,,1,,1,,,-,0,,0,,,-,,-,"ALASKA
(64.836661, -147.738891)",
VIRGINIA,2017,11,,-,2,,40,,9,,17,,1,,1,,3,,12,,14,,,-,1,,4,,7,,9,,"VIRGINIA
(37.542699, -78.45822)",
ALABAMA,2017,11,,-,0,,2,,1,,7,,,-,1,,3,,10,,19,,,-,0,,4,,4,,7,,"ALABAMA
(32.839182, -86.631125)",
MAINE,2017,11,,-,0,,1,,,-,2,,,-,1,,3,,11,,8,,,-,0,,3,,5,,6,,"MAINE
(45.252223, -68.986647)",
DIST. OF COL.,2017,11,,U,0,,0,,,U,,U,,U,0,,0,,,U,,U,,-,0,,0,,,-,,-,"DISTRICT OF COLUMBIA
(38.892062, -77.019912)",
DELAWARE,2017,11,,-,0,,1,,,-,,-,,-,0,,1,,3,,,-,,-,0,,0,,,-,,-,"DELAWARE
(39.008676, -75.574561)",
MISSISSIPPI,2017,11,,-,0,,1,,,-,1,,1,,1,,2,,11,,8,,,-,0,,0,,,-,,-,"MISSISSIPPI
(32.738663, -89.537312)",
NEBRASKA,2017,11,,-,0,,4,,1,,6,,,-,0,,2,,1,,1,,,-,0,,2,,,-,2,,"NEBRASKA
",
HAWAII,2017,11,,-,0,,39,,2,,2,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"HAWAII
(21.30992, -157.858158)",
UNITED STATES,2017,12,13,,33,,107,,276,,339,,22,,60,,83,,562,,700,,12,,46,,81,,336,,723,,,
NEW ENGLAND,2017,12,,-,2,,5,,11,,22,,,-,2,,4,,17,,23,,,-,5,,14,,22,,152,,,
MID. ATLANTIC,2017,12,4,,5,,12,,47,,51,,2,,5,,10,,44,,39,,7,,9,,24,,53,,139,,,
NEW YORK CITY,2017,12,2,,1,,4,,20,,10,,1,,1,,4,,11,,10,,,-,0,,1,,,-,3,,,
E.N. CENTRAL,2017,12,,-,4,,11,,49,,38,,1,,10,,22,,86,,155,,,-,8,,17,,52,,131,,,
W.N. CENTRAL,2017,12,,-,1,,5,,4,,18,,,-,2,,7,,13,,25,,,-,2,,7,,15,,32,,,
S. ATLANTIC,2017,12,6,,7,,55,,78,,77,,10,,21,,34,,201,,252,,4,,10,,22,,100,,126,,,
E.S. CENTRAL,2017,12,,-,0,,4,,2,,10,,4,,9,,18,,111,,112,,,-,5,,17,,37,,80,,,
W.S. CENTRAL,2017,12,2,,2,,8,,16,,39,,3,,4,,19,,48,,35,,,-,1,,5,,9,,11,,,
MOUNTAIN,2017,12,1,,2,,5,,25,,28,,1,,1,,4,,14,,16,,,-,3,,9,,27,,36,,,
PACIFIC,2017,12,,-,6,,47,,44,,56,,1,,3,,9,,28,,43,,1,,2,,9,,21,,16,,,
AMER. SAMOA,2017,12,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,
ARIZONA,2017,12,1,,1,,2,,10,,12,,1,,0,,2,,5,,5,,,-,0,,0,,,-,,-,"ARIZONA
(34.869712, -111.760902)",
MINNESOTA,2017,12,,-,0,,2,,,-,2,,,-,0,,2,,,-,4,,,-,1,,4,,,-,13,,"MINNESOTA
(46.357661, -94.793397)",
WISCONSIN,2017,12,,-,0,,2,,1,,,-,,-,0,,2,,5,,4,,,-,1,,4,,1,,16,,"WISCONSIN
(44.395526, -89.834513)",
SOUTH DAKOTA,2017,12,,-,0,,1,,,-,,-,,-,0,,1,,,-,1,,,-,0,,1,,2,,7,,"SOUTH DAKOTA
(44.35371, -100.373709)",
NEBRASKA,2017,12,,-,0,,4,,1,,7,,,-,0,,2,,1,,1,,,-,0,,2,,,-,2,,"NEBRASKA
(41.640503, -99.367122)",
NEW JERSEY,2017,12,,-,1,,4,,,-,19,,,-,0,,3,,3,,10,,,-,0,,3,,2,,20,,"NEW JERSEY
(40.104655, -74.386686)",
IOWA,2017,12,,-,0,,2,,1,,2,,,-,0,,2,,3,,2,,,-,0,,0,,,-,,-,"IOWA
(42.46942, -93.815856)",
COLORADO,2017,12,,-,0,,3,,6,,7,,,-,0,,2,,3,,3,,,-,0,,3,,5,,5,,"COLORADO
(38.841772, -106.132562)",
UTAH,2017,12,,-,0,,2,,1,,3,,,-,0,,1,,2,,1,,,-,1,,5,,10,,11,,"UTAH
(39.359772, -111.584173)",
MASSACHUSETTS,2017,12,,-,1,,4,,9,,14,,,-,0,,2,,4,,11,,,-,5,,13,,15,,135,,"MASSACHUSETTS
(42.268546, -72.085064)",
SOUTH CAROLINA,2017,12,,-,0,,4,,9,,5,,,-,0,,4,,3,,9,,,-,0,,2,,1,,3,,"SOUTH CAROLINA
(34.009286, -81.037094)",
PENNSYLVANIA,2017,12,1,,2,,7,,14,,12,,,-,2,,6,,25,,12,,,-,4,,16,,22,,71,,"PENNSYLVANIA
(40.789676, -77.858055)",
IDAHO,2017,12,,-,0,,1,,2,,1,,,-,0,,1,,2,,4,,,-,0,,1,,1,,2,,"IDAHO
(43.680635, -114.364237)",
CONNECTICUT,2017,12,,-,0,,3,,2,,3,,,-,0,,2,,,-,2,,,-,0,,2,,1,,9,,"CONNECTICUT
(41.544654, -72.651713)",
DIST. OF COL.,2017,12,,U,0,,0,,,U,,U,,U,0,,0,,,U,,U,,-,0,,0,,,-,,-,"DISTRICT OF COLUMBIA
(38.892062, -77.019912)",
CALIFORNIA,2017,12,,-,4,,9,,32,,48,,,-,2,,6,,15,,31,,,-,1,,5,,13,,7,,"CALIFORNIA
(37.640735, -121.002435)",
VIRGINIA,2017,12,,-,2,,40,,10,,17,,1,,1,,3,,16,,12,,1,,1,,4,,9,,7,,"VIRGINIA
(37.542699, -78.45822)",
WASHINGTON,2017,12,,-,0,,4,,1,,2,,1,,1,,6,,8,,6,,1,,1,,8,,3,,4,,"WASHINGTON
(47.517368, -120.467672)",
NORTH DAKOTA,2017,12,,-,0,,1,,,-,,-,,-,0,,1,,,-,1,,,-,0,,1,,1,,,-,"NORTH DAKOTA
(47.475879, -100.121011)",
NEW MEXICO,2017,12,,-,0,,1,,1,,,-,,-,0,,1,,,-,,-,,-,0,,2,,,-,12,,"NEW MEXICO
(34.520396, -106.244402)",
WEST VIRGINIA,2017,12,,-,0,,4,,3,,2,,,-,4,,12,,34,,52,,,-,2,,6,,20,,19,,"WEST VIRGINIA
(38.668501, -80.709421)",
VERMONT,2017,12,,-,0,,1,,,-,1,,,-,0,,1,,,-,1,,,-,0,,1,,1,,2,,"VERMONT
(43.622479, -72.51927)",
TENNESSEE,2017,12,,-,0,,2,,,-,,-,4,,4,,8,,35,,47,,,-,2,,11,,20,,47,,"TENNESSEE
(35.681402, -85.774444)",
MARYLAND,2017,12,1,,0,,5,,6,,4,,,-,0,,3,,6,,8,,,-,0,,4,,4,,6,,"MARYLAND
(39.290443, -76.612333)",
ARKANSAS,2017,12,,-,0,,3,,1,,,-,,-,1,,5,,9,,10,,,-,0,,0,,,-,,-,"ARKANSAS
(34.748745, -92.275105)",
OKLAHOMA,2017,12,,-,0,,4,,,-,3,,,-,0,,8,,1,,2,,,-,0,,4,,2,,1,,"OKLAHOMA
(35.468494, -97.521264)",
MISSOURI,2017,12,,-,0,,2,,1,,7,,,-,1,,3,,6,,10,,,-,0,,3,,9,,6,,"MISSOURI
(38.636168, -92.566292)",
DELAWARE,2017,12,,-,0,,1,,1,,,-,,-,0,,1,,3,,,-,,-,0,,0,,,-,,-,"DELAWARE
(39.008676, -75.574561)",
GUAM,2017,12,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
INDIANA,2017,12,,-,0,,1,,3,,7,,,-,5,,11,,28,,46,,,-,2,,7,,16,,35,,"INDIANA
(39.76845, -86.156212)",
OHIO,2017,12,,-,0,,7,,4,,2,,1,,5,,13,,37,,82,,,-,3,,10,,20,,46,,"OHIO
(40.056807, -82.405897)",
OREGON,2017,12,,-,0,,2,,8,,4,,,-,0,,3,,4,,5,,,-,0,,2,,5,,5,,"OREGON
(44.567912, -120.156945)",
MAINE,2017,12,,-,0,,1,,,-,2,,,-,1,,3,,13,,9,,,-,0,,3,,5,,6,,"MAINE
(45.252223, -68.986647)",
FLORIDA,2017,12,4,,3,,7,,40,,21,,9,,11,,17,,111,,109,,3,,5,,9,,59,,48,,"FLORIDA
(28.915325, -81.922409)",
MISSISSIPPI,2017,12,,-,0,,1,,,-,2,,,-,1,,3,,13,,8,,,-,0,,0,,,-,,-,"MISSISSIPPI
(32.738663, -89.537312)",
WYOMING,2017,12,,-,0,,0,,,-,,-,,U,0,,0,,,U,,U,,-,0,,0,,,-,,-,"WYOMING
(43.23558, -108.110518)",
ALABAMA,2017,12,,-,0,,2,,1,,8,,,-,1,,3,,12,,20,,,-,0,,4,,5,,7,,"ALABAMA
(32.839182, -86.631125)",
PUERTO RICO,2017,12,,-,0,,4,,1,,,-,,-,0,,1,,,-,6,,,-,0,,0,,,-,,-,"PUERTO RICO
(18.215692, -66.414655)",
C.N.M.I.,2017,12,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",
KENTUCKY,2017,12,,-,0,,2,,1,,,-,,-,3,,11,,51,,37,,,-,1,,8,,12,,26,,"KENTUCKY
(37.64591, -84.774043)",
NEW HAMPSHIRE,2017,12,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"NEW HAMPSHIRE
(43.657736, -71.500736)",
LOUISIANA,2017,12,,-,0,,1,,1,,4,,,-,1,,6,,20,,8,,,-,0,,1,,1,,2,,"LOUISIANA
(31.2931, -92.463284)",
NEW YORK,2017,12,1,,1,,4,,13,,10,,1,,1,,4,,5,,7,,7,,3,,9,,29,,45,,"NEW YORK
(42.826892, -75.544286)",
MONTANA,2017,12,,-,0,,1,,3,,1,,,-,0,,1,,,-,,-,,-,0,,2,,6,,5,,"MONTANA
(47.062617, -109.430168)",
HAWAII,2017,12,,-,0,,39,,2,,2,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"HAWAII
(21.30992, -157.858158)",
MICHIGAN,2017,12,,-,2,,8,,34,,13,,,-,1,,4,,13,,10,,,-,2,,4,,13,,23,,"MICHIGAN
(44.66399, -84.711206)",
KANSAS,2017,12,,-,0,,1,,1,,,-,,-,0,,3,,3,,6,,,-,0,,2,,3,,4,,"KANSAS
(38.345528, -98.201847)",
ALASKA,2017,12,,-,0,,1,,1,,,-,,-,0,,2,,1,,1,,,-,0,,0,,,-,,-,"ALASKA
(64.836661, -147.738891)",
GEORGIA,2017,12,1,,1,,4,,7,,15,,,-,2,,7,,19,,28,,,-,1,,6,,5,,23,,"GEORGIA
(32.836038, -83.631709)",
NEVADA,2017,12,,-,0,,2,,2,,4,,,-,0,,2,,2,,3,,,-,0,,3,,5,,1,,"NEVADA
(39.491833, -117.070159)",
RHODE ISLAND,2017,12,,-,0,,2,,,-,2,,,U,0,,0,,,U,,U,,-,0,,0,,,-,,-,"RHODE ISLAND
(41.707447, -71.522488)",
ILLINOIS,2017,12,,-,1,,5,,7,,16,,,-,0,,3,,3,,13,,,-,0,,3,,2,,11,,"ILLINOIS
(40.477092, -88.993221)",
NORTH CAROLINA,2017,12,,-,1,,5,,2,,13,,,-,2,,8,,9,,34,,,-,1,,4,,2,,20,,"NORTH CAROLINA
(35.47995, -79.180571)",
TEXAS,2017,12,2,,2,,7,,14,,32,,3,,2,,15,,18,,15,,,-,0,,4,,6,,8,,"TEXAS
(31.827233, -99.423022)",
VIRGIN ISL.,2017,12,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",
UNITED STATES,2017,13,17,,32,,107,,297,,359,,27,,60,,85,,619,,778,,10,,45,,80,,355,,789,,,
NEW ENGLAND,2017,13,,-,2,,5,,12,,23,,2,,1,,4,,19,,24,,,-,5,,14,,23,,163,,,
MID. ATLANTIC,2017,13,7,,5,,12,,54,,55,,4,,5,,10,,49,,45,,3,,8,,24,,56,,157,,,
NEW YORK CITY,2017,13,6,,1,,4,,26,,12,,2,,1,,4,,13,,12,,,-,0,,1,,,-,3,,,
E.N. CENTRAL,2017,13,1,,4,,12,,53,,39,,2,,11,,23,,92,,179,,1,,8,,17,,54,,148,,,
W.N. CENTRAL,2017,13,,-,1,,5,,4,,19,,1,,2,,7,,15,,26,,,-,2,,7,,15,,34,,,
S. ATLANTIC,2017,13,6,,7,,55,,84,,78,,10,,21,,35,,215,,274,,2,,9,,21,,102,,136,,,
E.S. CENTRAL,2017,13,,-,0,,4,,2,,10,,5,,10,,18,,129,,122,,1,,5,,16,,41,,84,,,
W.S. CENTRAL,2017,13,,-,3,,8,,16,,46,,1,,4,,19,,52,,40,,1,,1,,5,,12,,11,,,
MOUNTAIN,2017,13,2,,2,,5,,27,,29,,,-,1,,4,,15,,19,,1,,3,,9,,31,,39,,,
PACIFIC,2017,13,1,,7,,47,,45,,60,,2,,3,,9,,33,,49,,1,,2,,9,,21,,17,,,
AMER. SAMOA,2017,13,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,
RHODE ISLAND,2017,13,,-,0,,1,,,-,3,,,U,0,,0,,,U,,U,,-,0,,0,,,-,,-,"RHODE ISLAND
(41.707447, -71.522488)",
VIRGIN ISL.,2017,13,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",
NEW JERSEY,2017,13,,-,1,,4,,,-,20,,,-,0,,3,,4,,11,,,-,0,,3,,3,,21,,"NEW JERSEY
(40.104655, -74.386686)",
MINNESOTA,2017,13,,-,0,,2,,,-,2,,,-,0,,2,,,-,4,,,-,1,,4,,,-,14,,"MINNESOTA
(46.357661, -94.793397)",
WYOMING,2017,13,,-,0,,0,,,-,,-,,U,0,,0,,,U,,U,,-,0,,0,,,-,,-,"WYOMING
(43.23558, -108.110518)",
KANSAS,2017,13,,-,0,,1,,1,,1,,,-,0,,3,,3,,6,,,-,0,,2,,3,,4,,"KANSAS
(38.345528, -98.201847)",
OKLAHOMA,2017,13,,-,0,,4,,,-,4,,,-,0,,8,,1,,4,,,-,0,,4,,2,,1,,"OKLAHOMA
(35.468494, -97.521264)",
PUERTO RICO,2017,13,,-,0,,4,,1,,,-,,-,0,,1,,,-,6,,,-,0,,0,,,-,,-,"PUERTO RICO
(18.215692, -66.414655)",
TENNESSEE,2017,13,,-,0,,2,,,-,,-,2,,4,,8,,48,,51,,1,,2,,10,,23,,48,,"TENNESSEE
(35.681402, -85.774444)",
MISSOURI,2017,13,,-,0,,2,,1,,7,,,-,1,,3,,6,,10,,,-,0,,3,,9,,7,,"MISSOURI
(38.636168, -92.566292)",
VIRGINIA,2017,13,,-,2,,40,,11,,19,,,-,1,,3,,16,,13,,1,,1,,4,,10,,8,,"VIRGINIA
(37.542699, -78.45822)",
UTAH,2017,13,,-,0,,2,,1,,3,,,-,0,,1,,2,,1,,,-,1,,5,,12,,12,,"UTAH
(39.359772, -111.584173)",
MISSISSIPPI,2017,13,,-,0,,0,,,-,2,,,-,1,,3,,13,,8,,,-,0,,0,,,-,,-,"MISSISSIPPI
(32.738663, -89.537312)",
C.N.M.I.,2017,13,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",
LOUISIANA,2017,13,,-,0,,1,,1,,5,,,-,1,,6,,20,,9,,1,,0,,1,,2,,2,,"LOUISIANA
(31.2931, -92.463284)",
WASHINGTON,2017,13,,-,0,,4,,1,,2,,,-,1,,6,,8,,7,,1,,1,,8,,4,,4,,"WASHINGTON
(47.517368, -120.467672)",
ALASKA,2017,13,,-,0,,1,,1,,,-,,-,0,,2,,1,,3,,,-,0,,0,,,-,,-,"ALASKA
(64.836661, -147.738891)",
NORTH CAROLINA,2017,13,,-,1,,5,,2,,14,,,-,2,,8,,9,,37,,,-,1,,4,,2,,22,,"NORTH CAROLINA
(35.47995, -79.180571)",
WEST VIRGINIA,2017,13,,-,0,,4,,4,,2,,,-,4,,12,,38,,58,,,-,1,,6,,20,,22,,"WEST VIRGINIA
(38.668501, -80.709421)",
IOWA,2017,13,,-,0,,2,,1,,2,,1,,0,,2,,5,,2,,,-,0,,0,,,-,,-,"IOWA
(42.46942, -93.815856)",
GUAM,2017,13,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
NEW HAMPSHIRE,2017,13,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"NEW HAMPSHIRE
(43.657736, -71.500736)",
