Reporting Area,MMWR Year,MMWR Week,"Invasive Pneumococcal Disease§, Age LT 5, Confirmed, Current week","Invasive Pneumococcal Disease§, Age LT 5, Confirmed, Current week, flag","Invasive Pneumococcal Disease§, Age LT 5, Confirmed, Previous 52 weeks Med","Invasive Pneumococcal Disease§, Age LT 5, Confirmed, Previous 52 weeks Med, flag","Invasive Pneumococcal Disease§, Age LT 5, Confirmed, Previous 52 weeks Max","Invasive Pneumococcal Disease§, Age LT 5, Confirmed, Previous 52 weeks Max, flag","Invasive Pneumococcal Disease§, Age LT 5, Confirmed, Cum 2017","Invasive Pneumococcal Disease§, Age LT 5, Confirmed, Cum 2017, flag","Invasive Pneumococcal Disease§, Age LT 5, Confirmed, Cum 2016","Invasive Pneumococcal Disease§, Age LT 5, Confirmed, Cum 2016, flag","Invasive Pneumococcal Disease§, Age LT 5, Probable, Current week","Invasive Pneumococcal Disease§, Age LT 5, Probable, Current week, flag","Invasive Pneumococcal Disease§, Age LT 5, Probable, Previous 52 weeks Med","Invasive Pneumococcal Disease§, Age LT 5, Probable, Previous 52 weeks Med, flag","Invasive Pneumococcal Disease§, Age LT 5, Probable, Previous 52 weeks Max","Invasive Pneumococcal Disease§, Age LT 5, Probable, Previous 52 weeks Max, flag","Invasive Pneumococcal Disease§, Age LT 5, Probable, Cum 2017","Invasive Pneumococcal Disease§, Age LT 5, Probable, Cum 2017, flag","Invasive Pneumococcal Disease§, Age LT 5, Probable, Cum 2016","Invasive Pneumococcal Disease§, Age LT 5, Probable, Cum 2016, flag",Location 1,Location 2
NEVADA,2017,9,,-,0,,1,,2,,3,,,-,0,,0,,,-,,-,"NEVADA
(39.491833, -117.070159)",
GEORGIA,2017,9,2,,1,,5,,8,,14,,,-,0,,0,,,-,,-,"GEORGIA
(32.836038, -83.631709)",
CALIFORNIA,2017,9,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"CALIFORNIA
(37.640735, -121.002435)",
NEW HAMPSHIRE,2017,9,,-,0,,1,,2,,,-,,-,0,,0,,,-,,-,"NEW HAMPSHIRE
(43.657736, -71.500736)",
UNITED STATES,2017,10,15,,19,,35,,185,,253,,,-,0,,2,,1,,,-,,
NEW ENGLAND,2017,10,,-,1,,4,,6,,15,,,-,0,,0,,,-,,-,,
MID. ATLANTIC,2017,10,2,,1,,8,,18,,25,,,-,0,,0,,,-,,-,,
NEW YORK CITY,2017,10,,-,0,,2,,6,,5,,,-,0,,0,,,-,,-,,
E.N. CENTRAL,2017,10,4,,2,,6,,34,,40,,,-,0,,1,,,-,,-,,
W.N. CENTRAL,2017,10,,-,1,,4,,12,,11,,,-,0,,1,,,-,,-,,
S. ATLANTIC,2017,10,4,,4,,9,,43,,53,,,-,0,,0,,,-,,-,,
E.S. CENTRAL,2017,10,1,,2,,8,,18,,25,,,-,0,,1,,,-,,-,,
W.S. CENTRAL,2017,10,2,,4,,13,,29,,45,,,-,0,,1,,1,,,-,,
MOUNTAIN,2017,10,1,,2,,6,,23,,36,,,-,0,,1,,,-,,-,,
PACIFIC,2017,10,1,,0,,1,,2,,3,,,-,0,,0,,,-,,-,,
AMER. SAMOA,2017,10,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,
ARKANSAS,2017,10,,-,0,,2,,3,,7,,,-,0,,0,,,-,,-,"ARKANSAS
(34.748745, -92.275105)",
FLORIDA,2017,10,2,,1,,5,,19,,17,,,-,0,,0,,,-,,-,"FLORIDA
(28.915325, -81.922409)",
SOUTH CAROLINA,2017,10,,-,0,,4,,5,,3,,,-,0,,0,,,-,,-,"SOUTH CAROLINA
(34.009286, -81.037094)",
C.N.M.I.,2017,10,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",
ARIZONA,2017,10,1,,1,,3,,6,,18,,,-,0,,0,,,-,,-,"ARIZONA
(34.869712, -111.760902)",
IDAHO,2017,10,,-,0,,1,,3,,2,,,-,0,,1,,,-,,-,"IDAHO
(43.680635, -114.364237)",
WEST VIRGINIA,2017,10,,-,0,,1,,1,,3,,,-,0,,0,,,-,,-,"WEST VIRGINIA
(38.668501, -80.709421)",
WYOMING,2017,10,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"WYOMING
(43.23558, -108.110518)",
OKLAHOMA,2017,10,2,,0,,3,,4,,2,,,-,0,,0,,,-,,-,"OKLAHOMA
(35.468494, -97.521264)",
INDIANA,2017,10,,-,0,,3,,5,,3,,,-,0,,0,,,-,,-,"INDIANA
(39.76845, -86.156212)",
MARYLAND,2017,10,1,,0,,2,,6,,9,,,-,0,,0,,,-,,-,"MARYLAND
(39.290443, -76.612333)",
VIRGIN ISL.,2017,10,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",
MASSACHUSETTS,2017,10,,-,0,,2,,3,,7,,,-,0,,0,,,-,,-,"MASSACHUSETTS
(42.268546, -72.085064)",
LOUISIANA,2017,10,,-,0,,3,,5,,7,,,-,0,,0,,,-,,-,"LOUISIANA
(31.2931, -92.463284)",
HAWAII,2017,10,,-,0,,1,,1,,,-,,-,0,,0,,,-,,-,"HAWAII
(21.30992, -157.858158)",
PUERTO RICO,2017,10,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"PUERTO RICO
(18.215692, -66.414655)",
OHIO,2017,10,2,,1,,4,,19,,22,,,-,0,,0,,,-,,-,"OHIO
(40.056807, -82.405897)",
MAINE,2017,10,,-,0,,2,,,-,3,,,-,0,,0,,,-,,-,"MAINE
(45.252223, -68.986647)",
GEORGIA,2017,10,1,,1,,5,,10,,16,,,-,0,,0,,,-,,-,"GEORGIA
(32.836038, -83.631709)",
WISCONSIN,2017,10,2,,0,,2,,7,,6,,,-,0,,0,,,-,,-,"WISCONSIN
(44.395526, -89.834513)",
DELAWARE,2017,10,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"DELAWARE
(39.008676, -75.574561)",
MISSISSIPPI,2017,10,,-,0,,2,,2,,7,,,-,0,,0,,,-,,-,"MISSISSIPPI
(32.738663, -89.537312)",
NEVADA,2017,10,,-,0,,1,,2,,3,,,-,0,,0,,,-,,-,"NEVADA
(39.491833, -117.070159)",
ALABAMA,2017,10,1,,0,,2,,6,,8,,,-,0,,0,,,-,,-,"ALABAMA
(32.839182, -86.631125)",
UTAH,2017,10,,-,0,,3,,4,,6,,,-,0,,0,,,-,,-,"UTAH
(39.359772, -111.584173)",
KENTUCKY,2017,10,,-,0,,2,,2,,,-,,-,0,,1,,,-,,-,"KENTUCKY
(37.64591, -84.774043)",
MICHIGAN,2017,10,,-,0,,4,,3,,9,,,-,0,,1,,,-,,-,"MICHIGAN
(44.66399, -84.711206)",
KANSAS,2017,10,,-,0,,2,,6,,2,,,-,0,,0,,,-,,-,"KANSAS
(38.345528, -98.201847)",
GUAM,2017,10,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
SOUTH DAKOTA,2017,10,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"SOUTH DAKOTA
(44.35371, -100.373709)",
MINNESOTA,2017,10,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"MINNESOTA
(46.357661, -94.793397)",
CALIFORNIA,2017,10,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"CALIFORNIA
(37.640735, -121.002435)",
NEW MEXICO,2017,10,,-,0,,2,,2,,4,,,-,0,,0,,,-,,-,"NEW MEXICO
(34.520396, -106.244402)",
MONTANA,2017,10,,-,0,,1,,1,,1,,,-,0,,0,,,-,,-,"MONTANA
(47.062617, -109.430168)",
IOWA,2017,10,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"IOWA
(42.46942, -93.815856)",
COLORADO,2017,10,,-,0,,3,,5,,2,,,-,0,,0,,,-,,-,"COLORADO
(38.841772, -106.132562)",
ALASKA,2017,10,1,,0,,1,,1,,3,,,-,0,,0,,,-,,-,"ALASKA
(64.836661, -147.738891)",
TEXAS,2017,10,,-,2,,13,,17,,29,,,-,0,,1,,1,,,-,"TEXAS
(31.827233, -99.423022)",
NEW JERSEY,2017,10,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"NEW JERSEY
(40.104655, -74.386686)",
CONNECTICUT,2017,10,,-,0,,2,,,-,3,,,-,0,,0,,,-,,-,"CONNECTICUT
(41.544654, -72.651713)",
NEW YORK,2017,10,2,,1,,7,,9,,13,,,-,0,,0,,,-,,-,"NEW YORK
(42.826892, -75.544286)",
RHODE ISLAND,2017,10,,-,0,,1,,1,,,-,,-,0,,0,,,-,,-,"RHODE ISLAND
(41.707447, -71.522488)",
NEW HAMPSHIRE,2017,10,,-,0,,1,,2,,,-,,-,0,,0,,,-,,-,"NEW HAMPSHIRE
(43.657736, -71.500736)",
OREGON,2017,10,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"OREGON
(44.567912, -120.156945)",
ILLINOIS,2017,10,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"ILLINOIS
(40.477092, -88.993221)",
NORTH CAROLINA,2017,10,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"NORTH CAROLINA
(35.47995, -79.180571)",
TENNESSEE,2017,10,,-,0,,7,,8,,10,,,-,0,,0,,,-,,-,"TENNESSEE
(35.681402, -85.774444)",
VERMONT,2017,10,,-,0,,1,,,-,2,,,-,0,,0,,,-,,-,"VERMONT
(43.622479, -72.51927)",
DIST. OF COL.,2017,10,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"DISTRICT OF COLUMBIA
(38.892062, -77.019912)",
NORTH DAKOTA,2017,10,,-,0,,2,,3,,,-,,-,0,,0,,,-,,-,"NORTH DAKOTA
(47.475879, -100.121011)",
WASHINGTON,2017,10,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"WASHINGTON
(47.517368, -120.467672)",
NEBRASKA,2017,10,,-,0,,2,,1,,5,,,-,0,,0,,,-,,-,"NEBRASKA
(41.640503, -99.367122)",
MISSOURI,2017,10,,-,0,,2,,2,,4,,,-,0,,1,,,-,,-,"MISSOURI
(38.636168, -92.566292)",
PENNSYLVANIA,2017,10,,-,0,,3,,3,,7,,,-,0,,0,,,-,,-,"PENNSYLVANIA
(40.789676, -77.858055)",
VIRGINIA,2017,10,,-,0,,2,,2,,5,,,-,0,,0,,,-,,-,"VIRGINIA
(37.542699, -78.45822)",
UNITED STATES,2017,11,10,,20,,35,,210,,286,,,-,0,,2,,2,,,-,,
NEW ENGLAND,2017,11,2,,1,,4,,8,,19,,,-,0,,0,,,-,,-,,
MID. ATLANTIC,2017,11,1,,2,,8,,25,,28,,,-,0,,0,,,-,,-,,
NEW YORK CITY,2017,11,,-,0,,2,,6,,5,,,-,0,,0,,,-,,-,,
E.N. CENTRAL,2017,11,,-,2,,6,,36,,43,,,-,0,,1,,,-,,-,,
NEW YORK,2017,11,1,,1,,7,,10,,13,,,-,0,,0,,,-,,-,"NEW YORK
(42.826892, -75.544286)",
NEW HAMPSHIRE,2017,11,,-,0,,1,,2,,1,,,-,0,,0,,,-,,-,"NEW HAMPSHIRE
(43.657736, -71.500736)",
MAINE,2017,11,1,,0,,2,,1,,3,,,-,0,,0,,,-,,-,"MAINE
(45.252223, -68.986647)",
VERMONT,2017,11,,-,0,,1,,,-,2,,,-,0,,0,,,-,,-,"VERMONT
(43.622479, -72.51927)",
W.N. CENTRAL,2017,11,2,,1,,4,,15,,15,,,-,0,,1,,1,,,-,,
S. ATLANTIC,2017,11,2,,5,,9,,46,,59,,,-,0,,0,,,-,,-,,
E.S. CENTRAL,2017,11,,-,2,,8,,20,,25,,,-,0,,1,,,-,,-,,
W.S. CENTRAL,2017,11,2,,4,,13,,34,,54,,,-,0,,1,,1,,,-,,
MOUNTAIN,2017,11,1,,2,,6,,24,,40,,,-,0,,1,,,-,,-,,
NEBRASKA,2017,11,,-,0,,2,,1,,6,,,-,0,,0,,,-,,-,"NEBRASKA
(41.640503, -99.367122)",
KENTUCKY,2017,11,,-,0,,2,,2,,,-,,-,0,,1,,,-,,-,"KENTUCKY
(37.64591, -84.774043)",
IDAHO,2017,11,,-,0,,1,,3,,2,,,-,0,,1,,,-,,-,"IDAHO
(43.680635, -114.364237)",
WISCONSIN,2017,11,,-,0,,2,,7,,7,,,-,0,,0,,,-,,-,"WISCONSIN
(44.395526, -89.834513)",
DELAWARE,2017,11,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"DELAWARE
(39.008676, -75.574561)",
KANSAS,2017,11,,-,0,,2,,6,,4,,,-,0,,0,,,-,,-,"KANSAS
(38.345528, -98.201847)",
MISSOURI,2017,11,2,,0,,2,,5,,4,,,-,0,,1,,1,,,-,"MISSOURI
(38.636168, -92.566292)",
LOUISIANA,2017,11,,-,0,,3,,6,,10,,,-,0,,0,,,-,,-,"LOUISIANA
(31.2931, -92.463284)",
TEXAS,2017,11,2,,2,,13,,21,,33,,,-,0,,1,,1,,,-,"TEXAS
(31.827233, -99.423022)",
DIST. OF COL.,2017,11,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"DISTRICT OF COLUMBIA
(38.892062, -77.019912)",
OKLAHOMA,2017,11,,-,0,,3,,4,,3,,,-,0,,0,,,-,,-,"OKLAHOMA
(35.468494, -97.521264)",
VIRGINIA,2017,11,1,,0,,2,,3,,6,,,-,0,,0,,,-,,-,"VIRGINIA
(37.542699, -78.45822)",
PACIFIC,2017,11,,-,0,,1,,2,,3,,,-,0,,0,,,-,,-,,
AMER. SAMOA,2017,11,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,
PUERTO RICO,2017,11,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"PUERTO RICO
(18.215692, -66.414655)",
RHODE ISLAND,2017,11,,-,0,,1,,1,,,-,,-,0,,0,,,-,,-,"RHODE ISLAND
(41.707447, -71.522488)",
ILLINOIS,2017,11,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"ILLINOIS
(40.477092, -88.993221)",
MONTANA,2017,11,1,,0,,1,,2,,2,,,-,0,,0,,,-,,-,"MONTANA
(47.062617, -109.430168)",
WEST VIRGINIA,2017,11,,-,0,,1,,2,,4,,,-,0,,0,,,-,,-,"WEST VIRGINIA
(38.668501, -80.709421)",
MASSACHUSETTS,2017,11,1,,0,,2,,4,,9,,,-,0,,0,,,-,,-,"MASSACHUSETTS
(42.268546, -72.085064)",
ALASKA,2017,11,,-,0,,1,,1,,3,,,-,0,,0,,,-,,-,"ALASKA
(64.836661, -147.738891)",
MINNESOTA,2017,11,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"MINNESOTA
(46.357661, -94.793397)",
COLORADO,2017,11,,-,0,,3,,6,,2,,,-,0,,0,,,-,,-,"COLORADO
(38.841772, -106.132562)",
ALABAMA,2017,11,,-,0,,2,,7,,8,,,-,0,,0,,,-,,-,"ALABAMA
(32.839182, -86.631125)",
CONNECTICUT,2017,11,,-,0,,2,,,-,4,,,-,0,,0,,,-,,-,"CONNECTICUT
(41.544654, -72.651713)",
MARYLAND,2017,11,,-,0,,2,,6,,9,,,-,0,,0,,,-,,-,"MARYLAND
(39.290443, -76.612333)",
NORTH DAKOTA,2017,11,,-,0,,2,,3,,1,,,-,0,,0,,,-,,-,"NORTH DAKOTA
(47.475879, -100.121011)",
PENNSYLVANIA,2017,11,,-,0,,5,,8,,10,,,-,0,,0,,,-,,-,"PENNSYLVANIA
(40.789676, -77.858055)",
IOWA,2017,11,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"IOWA
(42.46942, -93.815856)",
WYOMING,2017,11,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"WYOMING
(43.23558, -108.110518)",
GUAM,2017,11,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
ARIZONA,2017,11,,-,1,,3,,6,,19,,,-,0,,0,,,-,,-,"ARIZONA
(34.869712, -111.760902)",
WASHINGTON,2017,11,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"WASHINGTON
(47.517368, -120.467672)",
NEVADA,2017,11,,-,0,,1,,2,,4,,,-,0,,0,,,-,,-,"NEVADA
(39.491833, -117.070159)",
VIRGIN ISL.,2017,11,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",
OREGON,2017,11,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"OREGON
(44.567912, -120.156945)",
C.N.M.I.,2017,11,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",
NEW MEXICO,2017,11,,-,0,,2,,2,,5,,,-,0,,0,,,-,,-,"NEW MEXICO
(34.520396, -106.244402)",
OHIO,2017,11,,-,1,,4,,19,,23,,,-,0,,0,,,-,,-,"OHIO
(40.056807, -82.405897)",
MISSISSIPPI,2017,11,,-,0,,2,,2,,7,,,-,0,,0,,,-,,-,"MISSISSIPPI
(32.738663, -89.537312)",
SOUTH DAKOTA,2017,11,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"SOUTH DAKOTA
(44.35371, -100.373709)",
ARKANSAS,2017,11,,-,0,,2,,3,,8,,,-,0,,0,,,-,,-,"ARKANSAS
(34.748745, -92.275105)",
NEW JERSEY,2017,11,,-,0,,1,,1,,,-,,-,0,,0,,,-,,-,"NEW JERSEY
(40.104655, -74.386686)",
HAWAII,2017,11,,-,0,,1,,1,,,-,,-,0,,0,,,-,,-,"HAWAII
(21.30992, -157.858158)",
SOUTH CAROLINA,2017,11,,-,0,,4,,5,,3,,,-,0,,0,,,-,,-,"SOUTH CAROLINA
(34.009286, -81.037094)",
MICHIGAN,2017,11,,-,0,,4,,4,,10,,,-,0,,1,,,-,,-,"MICHIGAN
(44.66399, -84.711206)",
INDIANA,2017,11,,-,0,,3,,6,,3,,,-,0,,0,,,-,,-,"INDIANA
(39.76845, -86.156212)",
UTAH,2017,11,,-,0,,3,,3,,6,,,-,0,,0,,,-,,-,"UTAH
(39.359772, -111.584173)",
CALIFORNIA,2017,11,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"CALIFORNIA
(37.640735, -121.002435)",
FLORIDA,2017,11,1,,1,,5,,20,,19,,,-,0,,0,,,-,,-,"FLORIDA
(28.915325, -81.922409)",
NORTH CAROLINA,2017,11,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"NORTH CAROLINA
(35.47995, -79.180571)",
TENNESSEE,2017,11,,-,0,,7,,9,,10,,,-,0,,0,,,-,,-,"TENNESSEE
(35.681402, -85.774444)",
GEORGIA,2017,11,,-,1,,5,,10,,18,,,-,0,,0,,,-,,-,"GEORGIA
(32.836038, -83.631709)",
UNITED STATES,2017,12,13,,20,,35,,242,,317,,1,,0,,2,,4,,,-,,
NEW ENGLAND,2017,12,,-,1,,4,,8,,22,,,-,0,,0,,,-,,-,,
MID. ATLANTIC,2017,12,2,,2,,8,,27,,31,,,-,0,,0,,,-,,-,,
NEW YORK CITY,2017,12,,-,0,,2,,6,,5,,,-,0,,0,,,-,,-,,
E.N. CENTRAL,2017,12,1,,2,,6,,44,,45,,1,,0,,1,,1,,,-,,
W.N. CENTRAL,2017,12,2,,1,,4,,18,,16,,,-,0,,2,,2,,,-,,
S. ATLANTIC,2017,12,2,,5,,9,,53,,65,,,-,0,,0,,,-,,-,,
E.S. CENTRAL,2017,12,1,,2,,8,,24,,30,,,-,0,,1,,,-,,-,,
W.S. CENTRAL,2017,12,5,,4,,13,,39,,61,,,-,0,,1,,1,,,-,,
MOUNTAIN,2017,12,,-,2,,6,,27,,44,,,-,0,,1,,,-,,-,,
PACIFIC,2017,12,,-,0,,1,,2,,3,,,-,0,,0,,,-,,-,,
AMER. SAMOA,2017,12,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,
DIST. OF COL.,2017,12,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"DISTRICT OF COLUMBIA
(38.892062, -77.019912)",
GUAM,2017,12,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
NORTH DAKOTA,2017,12,,-,0,,2,,3,,1,,,-,0,,0,,,-,,-,"NORTH DAKOTA
(47.475879, -100.121011)",
OKLAHOMA,2017,12,,-,0,,3,,4,,5,,,-,0,,0,,,-,,-,"OKLAHOMA
(35.468494, -97.521264)",
ARKANSAS,2017,12,,-,0,,2,,3,,8,,,-,0,,0,,,-,,-,"ARKANSAS
(34.748745, -92.275105)",
INDIANA,2017,12,,-,0,,3,,10,,3,,,-,0,,0,,,-,,-,"INDIANA
(39.76845, -86.156212)",
TENNESSEE,2017,12,,-,0,,7,,9,,13,,,-,0,,0,,,-,,-,"TENNESSEE
(35.681402, -85.774444)",
WYOMING,2017,12,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"WYOMING
(43.23558, -108.110518)",
OHIO,2017,12,,-,1,,4,,21,,24,,1,,0,,0,,1,,,-,"OHIO
(40.056807, -82.405897)",
IOWA,2017,12,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"IOWA
(42.46942, -93.815856)",
KENTUCKY,2017,12,1,,0,,2,,6,,1,,,-,0,,1,,,-,,-,"KENTUCKY
(37.64591, -84.774043)",
LOUISIANA,2017,12,,-,0,,2,,6,,10,,,-,0,,0,,,-,,-,"LOUISIANA
(31.2931, -92.463284)",
RHODE ISLAND,2017,12,,-,0,,1,,1,,,-,,-,0,,0,,,-,,-,"RHODE ISLAND
(41.707447, -71.522488)",
MONTANA,2017,12,,-,0,,1,,2,,2,,,-,0,,0,,,-,,-,"MONTANA
(47.062617, -109.430168)",
TEXAS,2017,12,5,,2,,13,,26,,38,,,-,0,,1,,1,,,-,"TEXAS
(31.827233, -99.423022)",
UTAH,2017,12,,-,0,,3,,4,,8,,,-,0,,0,,,-,,-,"UTAH
(39.359772, -111.584173)",
NEW HAMPSHIRE,2017,12,,-,0,,1,,2,,1,,,-,0,,0,,,-,,-,"NEW HAMPSHIRE
(43.657736, -71.500736)",
NEW YORK,2017,12,,-,1,,7,,10,,16,,,-,0,,0,,,-,,-,"NEW YORK
(42.826892, -75.544286)",
ALASKA,2017,12,,-,0,,1,,1,,3,,,-,0,,0,,,-,,-,"ALASKA
(64.836661, -147.738891)",
VIRGIN ISL.,2017,12,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",
CALIFORNIA,2017,12,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"CALIFORNIA
(37.640735, -121.002435)",
COLORADO,2017,12,,-,0,,3,,7,,3,,,-,0,,0,,,-,,-,"COLORADO
(38.841772, -106.132562)",
WASHINGTON,2017,12,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"WASHINGTON
(47.517368, -120.467672)",
WISCONSIN,2017,12,1,,0,,2,,9,,7,,,-,0,,0,,,-,,-,"WISCONSIN
(44.395526, -89.834513)",
CONNECTICUT,2017,12,,-,0,,2,,,-,5,,,-,0,,0,,,-,,-,"CONNECTICUT
(41.544654, -72.651713)",
VIRGINIA,2017,12,,-,0,,2,,5,,7,,,-,0,,0,,,-,,-,"VIRGINIA
(37.542699, -78.45822)",
ARIZONA,2017,12,,-,1,,3,,7,,20,,,-,0,,0,,,-,,-,"ARIZONA
(34.869712, -111.760902)",
PUERTO RICO,2017,12,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"PUERTO RICO
(18.215692, -66.414655)",
MISSISSIPPI,2017,12,,-,0,,2,,2,,7,,,-,0,,0,,,-,,-,"MISSISSIPPI
(32.738663, -89.537312)",
MICHIGAN,2017,12,,-,0,,4,,4,,11,,,-,0,,1,,,-,,-,"MICHIGAN
(44.66399, -84.711206)",
SOUTH CAROLINA,2017,12,,-,0,,4,,5,,4,,,-,0,,0,,,-,,-,"SOUTH CAROLINA
(34.009286, -81.037094)",
SOUTH DAKOTA,2017,12,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"SOUTH DAKOTA
(44.35371, -100.373709)",
DELAWARE,2017,12,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"DELAWARE
(39.008676, -75.574561)",
NEW JERSEY,2017,12,,-,0,,1,,1,,,-,,-,0,,0,,,-,,-,"NEW JERSEY
(40.104655, -74.386686)",
WEST VIRGINIA,2017,12,,-,0,,1,,2,,4,,,-,0,,0,,,-,,-,"WEST VIRGINIA
(38.668501, -80.709421)",
FLORIDA,2017,12,1,,1,,5,,21,,19,,,-,0,,0,,,-,,-,"FLORIDA
(28.915325, -81.922409)",
C.N.M.I.,2017,12,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",
GEORGIA,2017,12,,-,1,,5,,13,,20,,,-,0,,0,,,-,,-,"GEORGIA
(32.836038, -83.631709)",
NEVADA,2017,12,,-,0,,1,,2,,4,,,-,0,,0,,,-,,-,"NEVADA
(39.491833, -117.070159)",
MARYLAND,2017,12,1,,0,,2,,7,,11,,,-,0,,0,,,-,,-,"MARYLAND
(39.290443, -76.612333)",
VERMONT,2017,12,,-,0,,1,,,-,2,,,-,0,,0,,,-,,-,"VERMONT
(43.622479, -72.51927)",
ALABAMA,2017,12,,-,0,,2,,7,,9,,,-,0,,0,,,-,,-,"ALABAMA
(32.839182, -86.631125)",
KANSAS,2017,12,,-,0,,2,,6,,4,,,-,0,,0,,,-,,-,"KANSAS
(38.345528, -98.201847)",
ILLINOIS,2017,12,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"ILLINOIS
(40.477092, -88.993221)",
NEW MEXICO,2017,12,,-,0,,2,,2,,5,,,-,0,,0,,,-,,-,"NEW MEXICO
(34.520396, -106.244402)",
NORTH CAROLINA,2017,12,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"NORTH CAROLINA
(35.47995, -79.180571)",
MINNESOTA,2017,12,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"MINNESOTA
(46.357661, -94.793397)",
MISSOURI,2017,12,1,,0,,2,,7,,5,,,-,0,,2,,2,,,-,"MISSOURI
(38.636168, -92.566292)",
PENNSYLVANIA,2017,12,2,,0,,5,,10,,10,,,-,0,,0,,,-,,-,"PENNSYLVANIA
(40.789676, -77.858055)",
IDAHO,2017,12,,-,0,,1,,3,,2,,,-,0,,1,,,-,,-,"IDAHO
(43.680635, -114.364237)",
HAWAII,2017,12,,-,0,,1,,1,,,-,,-,0,,0,,,-,,-,"HAWAII
(21.30992, -157.858158)",
NEBRASKA,2017,12,1,,0,,2,,2,,6,,,-,0,,0,,,-,,-,"NEBRASKA
(41.640503, -99.367122)",
MAINE,2017,12,,-,0,,2,,1,,3,,,-,0,,0,,,-,,-,"MAINE
(45.252223, -68.986647)",
