 Reporting Area,MMWR Year,MMWR Week,"Meningococcal disease, invasive (Neisseria meningitidis)§, All serogroups, Current week","Meningococcal disease, invasive (Neisseria meningitidis)§, All serogroups, Current week, flag","Meningococcal disease, invasive (Neisseria meningitidis)§, All serogroups, Previous 52 weeks Med","Meningococcal disease, invasive (Neisseria meningitidis)§, All serogroups, Previous 52 weeks Med, flag","Meningococcal disease, invasive (Neisseria meningitidis)§, All serogroups, Previous 52 weeks Max","Meningococcal disease, invasive (Neisseria meningitidis)§, All serogroups, Previous 52 weeks Max, flag","Meningococcal disease, invasive (Neisseria meningitidis)§, All serogroups, Cum 2017","Meningococcal disease, invasive (Neisseria meningitidis)§, All serogroups, Cum 2017, flag","Meningococcal disease, invasive (Neisseria meningitidis)§, All serogroups, Cum 2016","Meningococcal disease, invasive (Neisseria meningitidis)§, All serogroups, Cum 2016, flag","Mumps, Current week","Mumps, Current week, flag","Mumps, Previous 52 weeks Med","Mumps, Previous 52 weeks Med, flag","Mumps, Previous 52 weeks Max","Mumps, Previous 52 weeks Max, flag","Mumps, Cum 2017","Mumps, Cum 2017, flag","Mumps, Cum 2016","Mumps, Cum 2016, flag","Pertussis, Current week","Pertussis, Current week, flag","Pertussis, Previous 52 weeks Med","Pertussis, Previous 52 weeks Med, flag","Pertussis, Previous 52 weeks Max","Pertussis, Previous 52 weeks Max, flag","Pertussis, Cum 2017","Pertussis, Cum 2017, flag","Pertussis, Cum 2016","Pertussis, Cum 2016, flag",Location 1,Location 2
IOWA,2017,5,,-,0,,1,,,-,,-,,-,9,,40,,16,,137,,,-,2,,11,,2,,12,,"IOWA
(42.46942, -93.815856)",
ILLINOIS,2017,5,,-,0,,2,,,-,2,,,-,3,,25,,6,,52,,,-,18,,38,,16,,91,,"ILLINOIS
(40.477092, -88.993221)",
LOUISIANA,2017,5,,-,0,,1,,1,,1,,,-,0,,0,,,-,,-,,-,1,,5,,2,,6,,"LOUISIANA
(31.2931, -92.463284)",
NEVADA,2017,5,,-,0,,2,,,-,1,,1,,0,,1,,2,,,-,,-,0,,3,,,-,5,,"NEVADA
(39.491833, -117.070159)",
VIRGIN ISL.,2017,5,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",
MARYLAND,2017,5,,-,0,,1,,,-,,-,,-,0,,3,,,-,,-,1,,2,,9,,9,,8,,"MARYLAND
(39.290443, -76.612333)",
UNITED STATES,2017,6,3,,6,,20,,39,,45,,80,,88,,402,,767,,299,,65,,317,,471,,903,,1970,,,
NEW ENGLAND,2017,6,,-,0,,2,,,-,3,,,-,3,,38,,4,,3,,3,,15,,69,,88,,85,,,
MID. ATLANTIC,2017,6,1,,0,,4,,2,,2,,2,,6,,32,,52,,7,,18,,53,,90,,143,,402,,,
NEW YORK CITY,2017,6,,-,0,,2,,,-,2,,,-,3,,19,,30,,5,,,-,5,,14,,7,,48,,,
E.N. CENTRAL,2017,6,,-,0,,6,,5,,8,,3,,8,,55,,35,,93,,,-,69,,156,,219,,452,,,
W.N. CENTRAL,2017,6,,-,0,,1,,,-,2,,13,,14,,45,,118,,169,,2,,28,,57,,51,,161,,,
S. ATLANTIC,2017,6,1,,1,,4,,11,,7,,,-,2,,6,,14,,12,,5,,25,,38,,77,,198,,,
E.S. CENTRAL,2017,6,,-,0,,2,,1,,1,,1,,1,,15,,3,,2,,3,,12,,33,,33,,142,,,
W.S. CENTRAL,2017,6,,-,0,,3,,2,,4,,47,,2,,332,,461,,4,,8,,27,,119,,63,,85,,,
MOUNTAIN,2017,6,,-,0,,3,,5,,2,,10,,1,,10,,33,,5,,23,,30,,49,,158,,273,,,
PACIFIC,2017,6,1,,2,,7,,13,,16,,4,,3,,77,,47,,4,,3,,44,,86,,71,,172,,,
AMER. SAMOA,2017,6,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,
ILLINOIS,2017,6,,-,0,,2,,,-,2,,,-,3,,25,,8,,67,,,-,18,,40,,34,,109,,"ILLINOIS
(40.477092, -88.993221)",
MISSOURI,2017,6,,-,0,,1,,,-,1,,13,,0,,29,,94,,,-,2,,3,,27,,28,,33,,"MISSOURI
(38.636168, -92.566292)",
NEW MEXICO,2017,6,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,,-,3,,9,,17,,14,,"NEW MEXICO
(34.520396, -106.244402)",
MAINE,2017,6,,-,0,,1,,,-,,-,,-,0,,4,,,-,,-,1,,4,,14,,37,,36,,"MAINE
(45.252223, -68.986647)",
MARYLAND,2017,6,,-,0,,1,,,-,,-,,-,0,,3,,,-,,-,,-,2,,9,,9,,10,,"MARYLAND
(39.290443, -76.612333)",
MISSISSIPPI,2017,6,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,,-,0,,2,,3,,1,,"MISSISSIPPI
(32.738663, -89.537312)",
GEORGIA,2017,6,,-,0,,3,,1,,2,,,-,0,,3,,5,,,-,,-,2,,7,,,-,43,,"GEORGIA
(32.836038, -83.631709)",
FLORIDA,2017,6,1,,0,,3,,6,,2,,,-,0,,2,,2,,,-,2,,6,,16,,21,,51,,"FLORIDA
(28.915325, -81.922409)",
ALABAMA,2017,6,,-,0,,1,,,-,1,,,-,0,,1,,,-,1,,,-,3,,7,,5,,30,,"ALABAMA
(32.839182, -86.631125)",
IDAHO,2017,6,,-,0,,1,,1,,,-,,-,0,,1,,1,,,-,6,,1,,8,,8,,7,,"IDAHO
(43.680635, -114.364237)",
ALASKA,2017,6,,-,0,,2,,,-,2,,,-,0,,2,,1,,,-,,-,3,,10,,7,,12,,"ALASKA
(64.836661, -147.738891)",
KANSAS,2017,6,,-,0,,1,,,-,,-,,-,0,,2,,2,,3,,,-,2,,8,,,-,6,,"KANSAS
(38.345528, -98.201847)",
INDIANA,2017,6,,-,0,,2,,,-,1,,,-,2,,23,,4,,15,,,-,2,,9,,3,,26,,"INDIANA
(39.76845, -86.156212)",
NORTH CAROLINA,2017,6,,-,0,,1,,,-,1,,,-,0,,3,,2,,10,,,-,4,,11,,9,,45,,"NORTH CAROLINA
(35.47995, -79.180571)",
MONTANA,2017,6,,-,0,,1,,,-,,-,,-,0,,6,,,-,,-,,-,0,,3,,,-,2,,"MONTANA
(47.062617, -109.430168)",
SOUTH CAROLINA,2017,6,,-,0,,2,,2,,2,,,-,0,,2,,,-,1,,2,,2,,15,,30,,17,,"SOUTH CAROLINA
(34.009286, -81.037094)",
CALIFORNIA,2017,6,,-,1,,6,,7,,11,,,-,2,,9,,11,,4,,1,,24,,40,,42,,117,,"CALIFORNIA
(37.640735, -121.002435)",
SOUTH DAKOTA,2017,6,,-,0,,0,,,-,1,,,-,0,,2,,,-,,-,,-,0,,2,,,-,3,,"SOUTH DAKOTA
(44.35371, -100.373709)",
C.N.M.I.,2017,6,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",
DELAWARE,2017,6,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,2,,,-,4,,"DELAWARE
(39.008676, -75.574561)",
VERMONT,2017,6,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,2,,3,,45,,41,,19,,"VERMONT
(43.622479, -72.51927)",
TEXAS,2017,6,,-,0,,3,,1,,1,,12,,1,,55,,56,,4,,7,,21,,110,,43,,71,,"TEXAS
(31.827233, -99.423022)",
NEW JERSEY,2017,6,,-,0,,2,,,-,,-,,-,0,,3,,2,,1,,,-,7,,24,,2,,102,,"NEW JERSEY
(40.104655, -74.386686)",
RHODE ISLAND,2017,6,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,,-,0,,16,,1,,,-,"RHODE ISLAND
(41.707447, -71.522488)",
HAWAII,2017,6,,-,0,,1,,,-,,-,,-,0,,3,,,-,,-,,-,1,,5,,3,,9,,"HAWAII
(21.30992, -157.858158)",
COLORADO,2017,6,,-,0,,2,,2,,,-,10,,0,,10,,30,,2,,10,,15,,28,,83,,114,,"COLORADO
(38.841772, -106.132562)",
MASSACHUSETTS,2017,6,,-,0,,1,,,-,2,,,-,2,,28,,2,,2,,,-,3,,9,,4,,19,,"MASSACHUSETTS
(42.268546, -72.085064)",
IOWA,2017,6,,-,0,,1,,,-,,-,,-,8,,40,,21,,154,,,-,2,,11,,2,,14,,"IOWA
(42.46942, -93.815856)",
KENTUCKY,2017,6,,-,0,,1,,,-,,-,,-,0,,15,,1,,1,,,-,7,,27,,8,,98,,"KENTUCKY
(37.64591, -84.774043)",
MINNESOTA,2017,6,,-,0,,1,,,-,,-,,-,0,,3,,,-,11,,,-,14,,34,,,-,64,,"MINNESOTA
(46.357661, -94.793397)",
ARIZONA,2017,6,,-,0,,1,,2,,1,,,-,0,,2,,,-,3,,7,,4,,20,,46,,91,,"ARIZONA
(34.869712, -111.760902)",
NEW YORK,2017,6,1,,0,,1,,1,,,-,2,,2,,23,,16,,1,,5,,13,,27,,39,,61,,"NEW YORK
(42.826892, -75.544286)",
WEST VIRGINIA,2017,6,,-,0,,2,,,-,,-,,-,0,,1,,,-,,-,,-,0,,3,,3,,5,,"WEST VIRGINIA
(38.668501, -80.709421)",
NEBRASKA,2017,6,,-,0,,1,,,-,,-,,-,0,,10,,,-,1,,,-,2,,6,,11,,41,,"NEBRASKA
(41.640503, -99.367122)",
VIRGINIA,2017,6,,-,0,,2,,2,,,-,,-,0,,3,,5,,1,,,-,3,,11,,2,,21,,"VIRGINIA
(37.542699, -78.45822)",
NEVADA,2017,6,,-,0,,2,,,-,1,,,-,0,,1,,2,,,-,,-,0,,3,,,-,7,,"NEVADA
(39.491833, -117.070159)",
WISCONSIN,2017,6,,-,0,,1,,,-,2,,3,,0,,13,,18,,4,,,-,23,,99,,48,,125,,"WISCONSIN
(44.395526, -89.834513)",
NORTH DAKOTA,2017,6,,-,0,,0,,,-,,-,,-,0,,3,,1,,,-,,-,0,,5,,10,,,-,"NORTH DAKOTA
(47.475879, -100.121011)",
ARKANSAS,2017,6,,-,0,,1,,,-,1,,28,,0,,247,,356,,,-,1,,1,,6,,18,,7,,"ARKANSAS
(34.748745, -92.275105)",
WASHINGTON,2017,6,,-,0,,1,,,-,,-,3,,0,,69,,21,,,-,2,,9,,65,,13,,15,,"WASHINGTON
(47.517368, -120.467672)",
TENNESSEE,2017,6,,-,0,,1,,1,,,-,1,,0,,1,,2,,,-,3,,3,,5,,17,,13,,"TENNESSEE
(35.681402, -85.774444)",
NEW HAMPSHIRE,2017,6,,-,0,,0,,,-,,-,,-,0,,5,,1,,,-,,-,1,,4,,,-,5,,"NEW HAMPSHIRE
(43.657736, -71.500736)",
OREGON,2017,6,1,,0,,3,,6,,3,,1,,0,,5,,14,,,-,,-,3,,13,,6,,19,,"OREGON
(44.567912, -120.156945)",
VIRGIN ISL.,2017,6,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",
PENNSYLVANIA,2017,6,,-,0,,2,,1,,,-,,-,0,,2,,4,,,-,13,,23,,77,,95,,191,,"PENNSYLVANIA
(40.789676, -77.858055)",
LOUISIANA,2017,6,,-,0,,1,,1,,1,,,-,0,,0,,,-,,-,,-,1,,5,,2,,7,,"LOUISIANA
(31.2931, -92.463284)",
OKLAHOMA,2017,6,,-,0,,1,,,-,1,,7,,0,,81,,49,,,-,,-,0,,54,,,-,,-,"OKLAHOMA
(35.468494, -97.521264)",
WYOMING,2017,6,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,3,,,-,3,,"WYOMING
(43.23558, -108.110518)",
CONNECTICUT,2017,6,,-,0,,1,,,-,1,,,-,0,,12,,1,,1,,,-,1,,6,,5,,6,,"CONNECTICUT
(41.544654, -72.651713)",
DIST. OF COL.,2017,6,,-,0,,0,,,-,,-,,-,0,,2,,,-,,-,1,,0,,2,,3,,2,,"DISTRICT OF COLUMBIA
(38.892062, -77.019912)",
UTAH,2017,6,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,,-,4,,10,,4,,35,,"UTAH
(39.359772, -111.584173)",
GUAM,2017,6,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
MICHIGAN,2017,6,,-,0,,1,,1,,1,,,-,0,,2,,1,,3,,,-,7,,29,,31,,46,,"MICHIGAN
(44.66399, -84.711206)",
PUERTO RICO,2017,6,,-,0,,0,,,-,,-,,-,0,,1,,1,,,-,,-,0,,4,,,-,,-,"PUERTO RICO
(18.215692, -66.414655)",
OHIO,2017,6,,-,0,,3,,4,,2,,,-,1,,20,,4,,4,,,-,18,,38,,103,,146,,"OHIO
(40.056807, -82.405897)",
UNITED STATES,2017,7,1,,6,,20,,48,,51,,80,,96,,401,,910,,355,,92,,316,,475,,1130,,2295,,,
NEW ENGLAND,2017,7,,-,0,,2,,,-,4,,,-,3,,38,,5,,6,,4,,16,,69,,100,,98,,,
MID. ATLANTIC,2017,7,,-,0,,4,,2,,2,,9,,6,,32,,62,,8,,18,,53,,91,,171,,467,,,
NEW YORK CITY,2017,7,,-,0,,1,,,-,2,,,-,3,,19,,30,,6,,,-,5,,14,,7,,52,,,
E.N. CENTRAL,2017,7,,-,0,,6,,6,,9,,6,,8,,55,,56,,116,,16,,69,,156,,290,,505,,,
W.N. CENTRAL,2017,7,,-,0,,1,,,-,3,,8,,15,,45,,147,,187,,4,,28,,58,,61,,197,,,
S. ATLANTIC,2017,7,1,,1,,5,,13,,7,,,-,2,,6,,16,,14,,10,,25,,38,,93,,232,,,
E.S. CENTRAL,2017,7,,-,0,,2,,1,,1,,,-,1,,15,,4,,5,,12,,12,,33,,53,,157,,,
W.S. CENTRAL,2017,7,,-,0,,3,,2,,4,,24,,3,,331,,507,,5,,,-,27,,125,,75,,104,,,
MOUNTAIN,2017,7,,-,0,,3,,5,,3,,7,,1,,10,,40,,8,,27,,30,,48,,195,,314,,,
PACIFIC,2017,7,,-,2,,7,,19,,18,,26,,3,,120,,73,,6,,1,,44,,94,,92,,221,,,
AMER. SAMOA,2017,7,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,
ARKANSAS,2017,7,,-,0,,1,,,-,1,,10,,0,,247,,378,,,-,,-,1,,6,,18,,7,,"ARKANSAS
(34.748745, -92.275105)",
IDAHO,2017,7,,-,0,,1,,1,,,-,1,,0,,1,,2,,,-,,-,1,,8,,8,,9,,"IDAHO
(43.680635, -114.364237)",
MAINE,2017,7,,-,0,,1,,,-,,-,,-,0,,4,,1,,,-,4,,4,,14,,45,,43,,"MAINE
(45.252223, -68.986647)",
IOWA,2017,7,,-,0,,1,,,-,1,,,-,8,,40,,21,,170,,,-,2,,11,,2,,15,,"IOWA
(42.46942, -93.815856)",
SOUTH CAROLINA,2017,7,,-,0,,2,,2,,2,,,-,0,,2,,,-,1,,1,,3,,15,,33,,18,,"SOUTH CAROLINA
(34.009286, -81.037094)",
NEW HAMPSHIRE,2017,7,,-,0,,0,,,-,,-,,-,0,,5,,1,,1,,,-,1,,4,,1,,5,,"NEW HAMPSHIRE
(43.657736, -71.500736)",
MONTANA,2017,7,,-,0,,1,,,-,,-,,-,0,,6,,,-,,-,,-,0,,3,,,-,2,,"MONTANA
(47.062617, -109.430168)",
RHODE ISLAND,2017,7,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,,-,0,,16,,4,,,-,"RHODE ISLAND
(41.707447, -71.522488)",
KANSAS,2017,7,,-,0,,1,,,-,,-,,-,0,,5,,12,,5,,,-,2,,8,,,-,8,,"KANSAS
(38.345528, -98.201847)",
HAWAII,2017,7,,-,0,,1,,,-,,-,,-,0,,3,,1,,,-,,-,1,,5,,3,,9,,"HAWAII
(21.30992, -157.858158)",
WEST VIRGINIA,2017,7,,-,0,,2,,,-,,-,,-,0,,1,,,-,,-,,-,0,,3,,3,,5,,"WEST VIRGINIA
(38.668501, -80.709421)",
NORTH CAROLINA,2017,7,,-,0,,1,,,-,1,,,-,0,,3,,2,,12,,,-,4,,11,,10,,54,,"NORTH CAROLINA
(35.47995, -79.180571)",
COLORADO,2017,7,,-,0,,2,,2,,,-,6,,0,,10,,36,,5,,26,,15,,28,,109,,138,,"COLORADO
(38.841772, -106.132562)",
MARYLAND,2017,7,1,,0,,1,,1,,,-,,-,0,,3,,,-,,-,1,,2,,9,,10,,11,,"MARYLAND
(39.290443, -76.612333)",
ARIZONA,2017,7,,-,0,,1,,2,,1,,,-,0,,2,,,-,3,,1,,4,,13,,50,,98,,"ARIZONA
(34.869712, -111.760902)",
GUAM,2017,7,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
NEW YORK,2017,7,,-,0,,1,,1,,,-,7,,2,,23,,23,,1,,3,,12,,27,,42,,85,,"NEW YORK
(42.826892, -75.544286)",
NORTH DAKOTA,2017,7,,-,0,,0,,,-,,-,,-,0,,3,,1,,,-,,-,0,,5,,11,,,-,"NORTH DAKOTA
(47.475879, -100.121011)",
ILLINOIS,2017,7,,-,0,,2,,,-,2,,,-,3,,25,,12,,78,,,-,18,,41,,48,,124,,"ILLINOIS
(40.477092, -88.993221)",
NEBRASKA,2017,7,,-,0,,1,,,-,,-,,-,0,,10,,,-,1,,1,,2,,6,,14,,47,,"NEBRASKA
(41.640503, -99.367122)",
ALASKA,2017,7,,-,0,,1,,,-,2,,,-,0,,2,,1,,,-,,-,3,,10,,8,,12,,"ALASKA
(64.836661, -147.738891)",
VIRGIN ISL.,2017,7,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",
C.N.M.I.,2017,7,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",
TEXAS,2017,7,,-,0,,3,,1,,1,,11,,1,,55,,77,,5,,,-,21,,116,,55,,89,,"TEXAS
(31.827233, -99.423022)",
MISSISSIPPI,2017,7,,-,0,,0,,,-,,-,,-,0,,1,,1,,,-,,-,0,,2,,3,,1,,"MISSISSIPPI
(32.738663, -89.537312)",
DIST. OF COL.,2017,7,,-,0,,0,,,-,,-,,-,0,,2,,1,,,-,,-,0,,2,,4,,2,,"DISTRICT OF COLUMBIA
(38.892062, -77.019912)",
INDIANA,2017,7,,-,0,,2,,,-,1,,,-,2,,23,,7,,26,,,-,2,,9,,8,,27,,"INDIANA
(39.76845, -86.156212)",
MINNESOTA,2017,7,,-,0,,1,,,-,,-,,-,0,,3,,,-,11,,,-,16,,38,,,-,83,,"MINNESOTA
(46.357661, -94.793397)",
NEW JERSEY,2017,7,,-,0,,2,,,-,,-,,-,0,,3,,2,,1,,,-,7,,17,,5,,117,,"NEW JERSEY
(40.104655, -74.386686)",
VIRGINIA,2017,7,,-,0,,2,,2,,,-,,-,0,,4,,6,,1,,,-,3,,12,,4,,29,,"VIRGINIA
(37.542699, -78.45822)",
DELAWARE,2017,7,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,2,,,-,4,,"DELAWARE
(39.008676, -75.574561)",
WISCONSIN,2017,7,,-,0,,1,,,-,2,,1,,0,,14,,24,,4,,1,,23,,99,,69,,144,,"WISCONSIN
(44.395526, -89.834513)",
LOUISIANA,2017,7,,-,0,,1,,1,,1,,,-,0,,0,,,-,,-,,-,1,,5,,2,,8,,"LOUISIANA
(31.2931, -92.463284)",
OHIO,2017,7,,-,0,,3,,4,,2,,5,,1,,20,,12,,5,,15,,18,,38,,120,,160,,"OHIO
(40.056807, -82.405897)",
MASSACHUSETTS,2017,7,,-,0,,1,,,-,3,,,-,2,,28,,2,,4,,,-,3,,9,,4,,20,,"MASSACHUSETTS
(42.268546, -72.085064)",
UTAH,2017,7,,-,0,,1,,,-,1,,,-,0,,1,,,-,,-,,-,4,,9,,5,,37,,"UTAH
(39.359772, -111.584173)",
MICHIGAN,2017,7,,-,0,,2,,2,,2,,,-,0,,2,,1,,3,,,-,7,,29,,45,,50,,"MICHIGAN
(44.66399, -84.711206)",
NEVADA,2017,7,,-,0,,2,,,-,1,,,-,0,,1,,2,,,-,,-,0,,3,,1,,7,,"NEVADA
(39.491833, -117.070159)",
MISSOURI,2017,7,,-,0,,1,,,-,1,,8,,0,,29,,113,,,-,3,,3,,27,,34,,39,,"MISSOURI
(38.636168, -92.566292)",
PUERTO RICO,2017,7,,-,0,,0,,,-,,-,,-,0,,1,,1,,,-,,-,0,,4,,,-,1,,"PUERTO RICO
(18.215692, -66.414655)",
GEORGIA,2017,7,,-,0,,3,,1,,2,,,-,0,,3,,5,,,-,,-,2,,7,,,-,48,,"GEORGIA
(32.836038, -83.631709)",
PENNSYLVANIA,2017,7,,-,0,,2,,1,,,-,2,,0,,2,,7,,,-,15,,22,,78,,117,,213,,"PENNSYLVANIA
(40.789676, -77.858055)",
CALIFORNIA,2017,7,,-,1,,6,,13,,12,,,-,1,,9,,11,,6,,1,,24,,41,,62,,145,,"CALIFORNIA
(37.640735, -121.002435)",
CONNECTICUT,2017,7,,-,0,,0,,,-,1,,,-,0,,12,,1,,1,,,-,1,,6,,5,,8,,"CONNECTICUT
(41.544654, -72.651713)",
SOUTH DAKOTA,2017,7,,-,0,,0,,,-,1,,,-,0,,2,,,-,,-,,-,0,,2,,,-,5,,"SOUTH DAKOTA
(44.35371, -100.373709)",
OKLAHOMA,2017,7,,-,0,,1,,,-,1,,3,,0,,81,,52,,,-,,-,0,,54,,,-,,-,"OKLAHOMA
(35.468494, -97.521264)",
OREGON,2017,7,,-,0,,3,,6,,4,,,-,0,,5,,14,,,-,,-,3,,13,,6,,26,,"OREGON
(44.567912, -120.156945)",
VERMONT,2017,7,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,3,,45,,41,,22,,"VERMONT
(43.622479, -72.51927)",
KENTUCKY,2017,7,,-,0,,1,,,-,,-,,-,0,,15,,1,,4,,5,,6,,27,,21,,109,,"KENTUCKY
(37.64591, -84.774043)",
ALABAMA,2017,7,,-,0,,1,,,-,1,,,-,0,,1,,,-,1,,,-,3,,7,,5,,32,,"ALABAMA
(32.839182, -86.631125)",
NEW MEXICO,2017,7,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,,-,3,,9,,22,,18,,"NEW MEXICO
(34.520396, -106.244402)",
FLORIDA,2017,7,,-,0,,3,,7,,2,,,-,0,,2,,2,,,-,8,,6,,16,,29,,61,,"FLORIDA
(28.915325, -81.922409)",
WASHINGTON,2017,7,,-,0,,1,,,-,,-,26,,0,,112,,46,,,-,,-,9,,67,,13,,29,,"WASHINGTON
(47.517368, -120.467672)",
TENNESSEE,2017,7,,-,0,,1,,1,,,-,,-,0,,1,,2,,,-,7,,3,,5,,24,,15,,"TENNESSEE
(35.681402, -85.774444)",
WYOMING,2017,7,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,3,,,-,5,,"WYOMING
(43.23558, -108.110518)",
UNITED STATES,2017,8,5,,6,,20,,54,,59,,77,,101,,401,,1077,,455,,102,,313,,496,,1395,,2578,,,
NEW ENGLAND,2017,8,,-,0,,2,,,-,5,,,-,3,,38,,10,,23,,,-,16,,69,,110,,108,,,
MID. ATLANTIC,2017,8,2,,0,,4,,4,,2,,4,,7,,32,,66,,8,,19,,53,,91,,195,,526,,,
NEW YORK CITY,2017,8,,-,0,,1,,,-,2,,,-,3,,19,,30,,6,,,-,5,,14,,7,,55,,,
E.N. CENTRAL,2017,8,,-,0,,6,,6,,10,,6,,8,,55,,80,,133,,4,,69,,156,,326,,575,,,
W.N. CENTRAL,2017,8,,-,0,,1,,,-,3,,23,,15,,45,,206,,232,,10,,28,,58,,79,,213,,,
S. ATLANTIC,2017,8,,-,1,,5,,13,,8,,,-,2,,6,,16,,18,,15,,25,,38,,125,,254,,,
E.S. CENTRAL,2017,8,1,,0,,2,,3,,2,,,-,1,,15,,4,,18,,3,,13,,33,,69,,179,,,
W.S. CENTRAL,2017,8,,-,0,,3,,2,,4,,32,,3,,331,,562,,7,,13,,27,,133,,124,,118,,,
MOUNTAIN,2017,8,,-,0,,3,,5,,3,,4,,1,,10,,45,,9,,24,,30,,48,,232,,349,,,
PACIFIC,2017,8,2,,2,,7,,21,,22,,8,,3,,126,,88,,7,,14,,43,,105,,135,,256,,,
AMER. SAMOA,2017,8,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,
ARIZONA,2017,8,,-,0,,1,,2,,1,,1,,0,,2,,1,,3,,4,,4,,13,,60,,110,,"ARIZONA
(34.869712, -111.760902)",
INDIANA,2017,8,,-,0,,2,,,-,1,,,-,2,,23,,10,,29,,,-,3,,9,,11,,29,,"INDIANA
(39.76845, -86.156212)",
VERMONT,2017,8,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,3,,45,,42,,23,,"VERMONT
(43.622479, -72.51927)",
C.N.M.I.,2017,8,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",
LOUISIANA,2017,8,,-,0,,1,,1,,1,,,-,0,,0,,,-,,-,,-,1,,5,,5,,8,,"LOUISIANA
(31.2931, -92.463284)",
MASSACHUSETTS,2017,8,,-,0,,1,,,-,4,,,-,2,,28,,7,,14,,,-,4,,9,,8,,22,,"MASSACHUSETTS
(42.268546, -72.085064)",
DELAWARE,2017,8,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,2,,,-,4,,"DELAWARE
(39.008676, -75.574561)",
TEXAS,2017,8,,-,0,,3,,1,,1,,7,,1,,55,,86,,7,,11,,21,,124,,97,,102,,"TEXAS
(31.827233, -99.423022)",
MAINE,2017,8,,-,0,,1,,,-,,-,,-,0,,4,,1,,1,,,-,4,,14,,49,,47,,"MAINE
(45.252223, -68.986647)",
NORTH DAKOTA,2017,8,,-,0,,0,,,-,,-,,-,0,,3,,1,,1,,,-,0,,5,,13,,1,,"NORTH DAKOTA
(47.475879, -100.121011)",
IOWA,2017,8,,-,0,,1,,,-,1,,2,,8,,40,,33,,210,,,-,2,,11,,3,,16,,"IOWA
(42.46942, -93.815856)",
ALASKA,2017,8,,-,0,,1,,,-,2,,,-,0,,2,,1,,,-,,-,3,,10,,8,,15,,"ALASKA
(64.836661, -147.738891)",
COLORADO,2017,8,,-,0,,2,,2,,,-,2,,0,,10,,38,,6,,20,,15,,28,,129,,150,,"COLORADO
(38.841772, -106.132562)",
VIRGINIA,2017,8,,-,0,,2,,2,,,-,,-,0,,4,,6,,1,,,-,3,,12,,4,,31,,"VIRGINIA
(37.542699, -78.45822)",
MARYLAND,2017,8,,-,0,,1,,1,,,-,,-,0,,3,,,-,,-,2,,2,,9,,14,,13,,"MARYLAND
(39.290443, -76.612333)",
PUERTO RICO,2017,8,,-,0,,0,,,-,,-,,-,0,,1,,1,,,-,,-,0,,4,,,-,1,,"PUERTO RICO
(18.215692, -66.414655)",
NORTH CAROLINA,2017,8,,-,0,,1,,,-,2,,,-,0,,3,,2,,15,,,-,4,,11,,17,,58,,"NORTH CAROLINA
(35.47995, -79.180571)",
NEW HAMPSHIRE,2017,8,,-,0,,0,,,-,,-,,-,0,,5,,1,,6,,,-,1,,4,,2,,6,,"NEW HAMPSHIRE
(43.657736, -71.500736)",
WYOMING,2017,8,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,3,,,-,6,,"WYOMING
(43.23558, -108.110518)",
WASHINGTON,2017,8,,-,0,,1,,,-,1,,7,,0,,118,,53,,,-,13,,9,,76,,26,,38,,"WASHINGTON
(47.517368, -120.467672)",
MICHIGAN,2017,8,,-,0,,2,,2,,2,,,-,0,,2,,1,,3,,,-,7,,29,,54,,55,,"MICHIGAN
(44.66399, -84.711206)",
