 Reporting Area,MMWR Year,MMWR Week,"Meningococcal disease, invasive (Neisseria meningitidis)§, All serogroups, Current week","Meningococcal disease, invasive (Neisseria meningitidis)§, All serogroups, Current week, flag","Meningococcal disease, invasive (Neisseria meningitidis)§, All serogroups, Previous 52 weeks Med","Meningococcal disease, invasive (Neisseria meningitidis)§, All serogroups, Previous 52 weeks Med, flag","Meningococcal disease, invasive (Neisseria meningitidis)§, All serogroups, Previous 52 weeks Max","Meningococcal disease, invasive (Neisseria meningitidis)§, All serogroups, Previous 52 weeks Max, flag","Meningococcal disease, invasive (Neisseria meningitidis)§, All serogroups, Cum 2017","Meningococcal disease, invasive (Neisseria meningitidis)§, All serogroups, Cum 2017, flag","Meningococcal disease, invasive (Neisseria meningitidis)§, All serogroups, Cum 2016","Meningococcal disease, invasive (Neisseria meningitidis)§, All serogroups, Cum 2016, flag","Mumps, Current week","Mumps, Current week, flag","Mumps, Previous 52 weeks Med","Mumps, Previous 52 weeks Med, flag","Mumps, Previous 52 weeks Max","Mumps, Previous 52 weeks Max, flag","Mumps, Cum 2017","Mumps, Cum 2017, flag","Mumps, Cum 2016","Mumps, Cum 2016, flag","Pertussis, Current week","Pertussis, Current week, flag","Pertussis, Previous 52 weeks Med","Pertussis, Previous 52 weeks Med, flag","Pertussis, Previous 52 weeks Max","Pertussis, Previous 52 weeks Max, flag","Pertussis, Cum 2017","Pertussis, Cum 2017, flag","Pertussis, Cum 2016","Pertussis, Cum 2016, flag",Location 1,Location 2
NEVADA,2017,8,,-,0,,2,,,-,1,,,-,0,,1,,2,,,-,,-,0,,3,,1,,7,,"NEVADA
(39.491833, -117.070159)",
VIRGIN ISL.,2017,8,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",
SOUTH DAKOTA,2017,8,,-,0,,0,,,-,1,,,-,0,,2,,,-,,-,,-,0,,2,,,-,5,,"SOUTH DAKOTA
(44.35371, -100.373709)",
SOUTH CAROLINA,2017,8,,-,0,,2,,2,,2,,,-,0,,2,,,-,2,,4,,3,,15,,38,,20,,"SOUTH CAROLINA
(34.009286, -81.037094)",
MONTANA,2017,8,,-,0,,1,,,-,,-,,-,0,,6,,1,,,-,,-,0,,3,,,-,2,,"MONTANA
(47.062617, -109.430168)",
ALABAMA,2017,8,,-,0,,1,,,-,1,,,-,0,,1,,,-,1,,1,,3,,7,,6,,36,,"ALABAMA
(32.839182, -86.631125)",
CALIFORNIA,2017,8,,-,1,,6,,13,,15,,1,,1,,9,,15,,7,,,-,24,,42,,89,,168,,"CALIFORNIA
(37.640735, -121.002435)",
NEW YORK,2017,8,1,,0,,1,,2,,,-,2,,2,,23,,25,,1,,8,,12,,33,,50,,104,,"NEW YORK
(42.826892, -75.544286)",
GEORGIA,2017,8,,-,0,,3,,1,,2,,,-,0,,3,,5,,,-,,-,2,,7,,6,,50,,"GEORGIA
(32.836038, -83.631709)",
GUAM,2017,8,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
NEW MEXICO,2017,8,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,,-,3,,9,,28,,22,,"NEW MEXICO
(34.520396, -106.244402)",
MISSOURI,2017,8,,-,0,,1,,,-,1,,16,,0,,29,,142,,,-,9,,3,,27,,45,,41,,"MISSOURI
(38.636168, -92.566292)",
WISCONSIN,2017,8,,-,0,,1,,,-,2,,,-,0,,15,,24,,4,,,-,23,,99,,80,,167,,"WISCONSIN
(44.395526, -89.834513)",
FLORIDA,2017,8,,-,0,,3,,7,,2,,,-,0,,2,,2,,,-,9,,6,,16,,38,,68,,"FLORIDA
(28.915325, -81.922409)",
IDAHO,2017,8,,-,0,,1,,1,,,-,1,,0,,1,,3,,,-,,-,1,,8,,8,,10,,"IDAHO
(43.680635, -114.364237)",
HAWAII,2017,8,,-,0,,1,,,-,,-,,-,0,,3,,1,,,-,,-,1,,5,,3,,9,,"HAWAII
(21.30992, -157.858158)",
NEBRASKA,2017,8,,-,0,,1,,,-,,-,1,,0,,10,,1,,1,,1,,2,,6,,16,,52,,"NEBRASKA
(41.640503, -99.367122)",
MISSISSIPPI,2017,8,1,,0,,0,,1,,,-,,-,0,,1,,1,,,-,,-,0,,2,,5,,1,,"MISSISSIPPI
(32.738663, -89.537312)",
OHIO,2017,8,,-,0,,3,,4,,2,,6,,1,,20,,18,,6,,4,,18,,38,,125,,184,,"OHIO
(40.056807, -82.405897)",
UTAH,2017,8,,-,0,,1,,,-,1,,,-,0,,1,,,-,,-,,-,4,,9,,6,,42,,"UTAH
(39.359772, -111.584173)",
OKLAHOMA,2017,8,,-,0,,1,,,-,1,,8,,0,,81,,60,,,-,,-,0,,54,,,-,,-,"OKLAHOMA
(35.468494, -97.521264)",
PENNSYLVANIA,2017,8,1,,0,,2,,2,,,-,2,,0,,2,,9,,,-,11,,22,,78,,131,,240,,"PENNSYLVANIA
(40.789676, -77.858055)",
KENTUCKY,2017,8,,-,0,,1,,,-,,-,,-,0,,15,,1,,17,,2,,6,,27,,31,,126,,"KENTUCKY
(37.64591, -84.774043)",
NEW JERSEY,2017,8,,-,0,,2,,,-,,-,,-,0,,3,,2,,1,,,-,7,,17,,7,,127,,"NEW JERSEY
(40.104655, -74.386686)",
KANSAS,2017,8,,-,0,,1,,,-,,-,4,,0,,9,,29,,6,,,-,2,,8,,2,,11,,"KANSAS
(38.345528, -98.201847)",
TENNESSEE,2017,8,,-,0,,1,,2,,1,,,-,0,,1,,2,,,-,,-,3,,10,,27,,16,,"TENNESSEE
(35.681402, -85.774444)",
OREGON,2017,8,2,,0,,3,,8,,4,,,-,0,,5,,18,,,-,1,,3,,13,,9,,26,,"OREGON
(44.567912, -120.156945)",
ILLINOIS,2017,8,,-,0,,2,,,-,3,,,-,3,,25,,27,,91,,,-,18,,41,,56,,140,,"ILLINOIS
(40.477092, -88.993221)",
CONNECTICUT,2017,8,,-,0,,0,,,-,1,,,-,0,,12,,1,,2,,,-,1,,6,,5,,9,,"CONNECTICUT
(41.544654, -72.651713)",
DIST. OF COL.,2017,8,,-,0,,0,,,-,,-,,-,0,,2,,1,,,-,,-,0,,2,,5,,2,,"DISTRICT OF COLUMBIA
(38.892062, -77.019912)",
WEST VIRGINIA,2017,8,,-,0,,2,,,-,,-,,-,0,,1,,,-,,-,,-,0,,3,,3,,8,,"WEST VIRGINIA
(38.668501, -80.709421)",
MINNESOTA,2017,8,,-,0,,1,,,-,,-,,-,0,,3,,,-,14,,,-,16,,38,,,-,87,,"MINNESOTA
(46.357661, -94.793397)",
ARKANSAS,2017,8,,-,0,,1,,,-,1,,17,,1,,247,,416,,,-,2,,1,,6,,22,,8,,"ARKANSAS
(34.748745, -92.275105)",
RHODE ISLAND,2017,8,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,,-,0,,16,,4,,1,,"RHODE ISLAND
(41.707447, -71.522488)",
UNITED STATES,2017,9,4,,6,,20,,62,,70,,62,,104,,401,,1242,,541,,88,,313,,508,,1645,,2897,,,
NEW ENGLAND,2017,9,,-,0,,2,,,-,7,,1,,3,,38,,13,,39,,4,,16,,70,,127,,118,,,
MID. ATLANTIC,2017,9,1,,1,,4,,6,,2,,16,,8,,32,,112,,9,,16,,52,,94,,234,,596,,,
NEW YORK CITY,2017,9,,-,0,,1,,,-,2,,,-,3,,19,,47,,6,,,-,5,,14,,16,,63,,,
E.N. CENTRAL,2017,9,,-,0,,6,,6,,11,,6,,8,,55,,93,,171,,34,,69,,156,,398,,645,,,
W.N. CENTRAL,2017,9,,-,0,,1,,2,,3,,23,,15,,43,,256,,246,,6,,28,,58,,101,,227,,,
S. ATLANTIC,2017,9,,-,1,,5,,13,,10,,3,,2,,7,,21,,20,,5,,25,,38,,142,,276,,,
E.S. CENTRAL,2017,9,,-,0,,2,,3,,4,,,-,1,,15,,4,,24,,6,,12,,33,,83,,198,,,
W.S. CENTRAL,2017,9,1,,0,,3,,3,,4,,10,,13,,331,,594,,9,,11,,27,,140,,145,,147,,,
MOUNTAIN,2017,9,,-,0,,3,,5,,4,,1,,1,,11,,55,,15,,4,,29,,48,,245,,392,,,
PACIFIC,2017,9,2,,2,,7,,24,,25,,2,,3,,126,,94,,8,,2,,44,,109,,170,,298,,,
AMER. SAMOA,2017,9,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,
HAWAII,2017,9,,-,0,,1,,,-,,-,,-,0,,3,,1,,,-,,-,1,,5,,3,,10,,"HAWAII
(21.30992, -157.858158)",
OREGON,2017,9,,-,0,,3,,8,,5,,2,,0,,5,,21,,,-,,-,3,,13,,12,,29,,"OREGON
(44.567912, -120.156945)",
KENTUCKY,2017,9,,-,0,,1,,,-,1,,,-,0,,15,,1,,22,,1,,6,,27,,37,,136,,"KENTUCKY
(37.64591, -84.774043)",
CONNECTICUT,2017,9,,-,0,,0,,,-,1,,,-,0,,12,,1,,3,,,-,1,,6,,5,,9,,"CONNECTICUT
(41.544654, -72.651713)",
MAINE,2017,9,,-,0,,1,,,-,1,,,-,0,,4,,1,,1,,3,,4,,14,,55,,49,,"MAINE
(45.252223, -68.986647)",
COLORADO,2017,9,,-,0,,2,,2,,,-,,-,0,,10,,38,,7,,,-,15,,28,,129,,175,,"COLORADO
(38.841772, -106.132562)",
IDAHO,2017,9,,-,0,,1,,1,,,-,,-,0,,2,,4,,,-,,-,1,,8,,8,,10,,"IDAHO
(43.680635, -114.364237)",
GEORGIA,2017,9,,-,0,,3,,1,,2,,,-,0,,4,,6,,,-,,-,2,,7,,7,,54,,"GEORGIA
(32.836038, -83.631709)",
ILLINOIS,2017,9,,-,0,,2,,,-,4,,,-,3,,25,,32,,116,,,-,18,,40,,67,,157,,"ILLINOIS
(40.477092, -88.993221)",
NEVADA,2017,9,,-,0,,2,,,-,2,,,-,0,,1,,2,,,-,,-,0,,3,,1,,8,,"NEVADA
(39.491833, -117.070159)",
INDIANA,2017,9,,-,0,,2,,,-,1,,,-,2,,23,,12,,41,,,-,3,,9,,15,,32,,"INDIANA
(39.76845, -86.156212)",
IOWA,2017,9,,-,0,,1,,,-,1,,,-,8,,35,,38,,221,,,-,2,,11,,7,,18,,"IOWA
(42.46942, -93.815856)",
MINNESOTA,2017,9,,-,0,,1,,,-,,-,3,,0,,2,,6,,16,,,-,16,,38,,9,,96,,"MINNESOTA
(46.357661, -94.793397)",
NORTH CAROLINA,2017,9,,-,0,,1,,,-,2,,,-,0,,3,,2,,16,,,-,4,,11,,18,,65,,"NORTH CAROLINA
(35.47995, -79.180571)",
GUAM,2017,9,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
CALIFORNIA,2017,9,2,,1,,6,,16,,17,,,-,1,,9,,18,,8,,2,,26,,42,,121,,198,,"CALIFORNIA
(37.640735, -121.002435)",
UTAH,2017,9,,-,0,,1,,,-,1,,,-,0,,3,,8,,,-,,-,4,,9,,8,,47,,"UTAH
(39.359772, -111.584173)",
ARKANSAS,2017,9,,-,0,,1,,,-,1,,,-,11,,247,,424,,,-,,-,1,,6,,22,,10,,"ARKANSAS
(34.748745, -92.275105)",
NEW JERSEY,2017,9,,-,0,,2,,,-,,-,,-,0,,3,,2,,2,,,-,7,,17,,14,,139,,"NEW JERSEY
(40.104655, -74.386686)",
PENNSYLVANIA,2017,9,,-,0,,2,,2,,,-,14,,0,,13,,36,,,-,7,,22,,81,,145,,277,,"PENNSYLVANIA
(40.789676, -77.858055)",
PUERTO RICO,2017,9,,-,0,,0,,,-,,-,,-,0,,1,,1,,,-,,-,0,,4,,,-,1,,"PUERTO RICO
(18.215692, -66.414655)",
TEXAS,2017,9,,-,0,,3,,1,,1,,10,,1,,55,,110,,9,,10,,21,,131,,114,,128,,"TEXAS
(31.827233, -99.423022)",
NEW MEXICO,2017,9,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,,-,3,,10,,31,,25,,"NEW MEXICO
(34.520396, -106.244402)",
KANSAS,2017,9,,-,0,,1,,,-,,-,3,,0,,11,,40,,6,,,-,2,,8,,2,,12,,"KANSAS
(38.345528, -98.201847)",
WYOMING,2017,9,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,3,,,-,6,,"WYOMING
(43.23558, -108.110518)",
C.N.M.I.,2017,9,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",
ARIZONA,2017,9,,-,0,,1,,2,,1,,1,,0,,2,,2,,3,,4,,4,,13,,68,,118,,"ARIZONA
(34.869712, -111.760902)",
WISCONSIN,2017,9,,-,0,,1,,,-,2,,,-,0,,15,,24,,4,,,-,22,,99,,80,,193,,"WISCONSIN
(44.395526, -89.834513)",
TENNESSEE,2017,9,,-,0,,1,,2,,1,,,-,0,,1,,2,,1,,5,,3,,10,,32,,19,,"TENNESSEE
(35.681402, -85.774444)",
RHODE ISLAND,2017,9,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,,-,0,,16,,4,,2,,"RHODE ISLAND
(41.707447, -71.522488)",
MONTANA,2017,9,,-,0,,1,,,-,,-,,-,0,,6,,1,,5,,,-,0,,3,,,-,3,,"MONTANA
(47.062617, -109.430168)",
VIRGIN ISL.,2017,9,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",
MICHIGAN,2017,9,,-,0,,2,,2,,2,,,-,0,,2,,1,,3,,,-,7,,29,,75,,59,,"MICHIGAN
(44.66399, -84.711206)",
ALASKA,2017,9,,-,0,,1,,,-,2,,,-,0,,2,,1,,,-,,-,3,,10,,8,,18,,"ALASKA
(64.836661, -147.738891)",
OKLAHOMA,2017,9,,-,0,,1,,,-,1,,,-,0,,81,,60,,,-,,-,0,,54,,,-,,-,"OKLAHOMA
(35.468494, -97.521264)",
FLORIDA,2017,9,,-,0,,3,,7,,2,,2,,0,,2,,4,,1,,4,,6,,16,,42,,69,,"FLORIDA
(28.915325, -81.922409)",
MASSACHUSETTS,2017,9,,-,0,,1,,,-,5,,1,,2,,28,,10,,29,,,-,4,,10,,13,,25,,"MASSACHUSETTS
(42.268546, -72.085064)",
OHIO,2017,9,,-,0,,3,,4,,2,,6,,1,,20,,24,,7,,34,,18,,38,,161,,204,,"OHIO
(40.056807, -82.405897)",
SOUTH CAROLINA,2017,9,,-,0,,2,,2,,2,,,-,0,,2,,,-,2,,1,,3,,15,,48,,22,,"SOUTH CAROLINA
(34.009286, -81.037094)",
SOUTH DAKOTA,2017,9,,-,0,,0,,,-,1,,,-,0,,2,,,-,,-,,-,0,,2,,,-,5,,"SOUTH DAKOTA
(44.35371, -100.373709)",
MARYLAND,2017,9,,-,0,,1,,1,,,-,,-,0,,3,,,-,,-,,-,2,,9,,15,,14,,"MARYLAND
(39.290443, -76.612333)",
DIST. OF COL.,2017,9,,-,0,,0,,,-,,-,1,,0,,2,,3,,,-,,-,0,,2,,5,,3,,"DISTRICT OF COLUMBIA
(38.892062, -77.019912)",
MISSOURI,2017,9,,-,0,,1,,1,,1,,16,,0,,29,,169,,1,,3,,4,,27,,50,,42,,"MISSOURI
(38.636168, -92.566292)",
WASHINGTON,2017,9,,-,0,,1,,,-,1,,,-,0,,118,,53,,,-,,-,9,,76,,26,,43,,"WASHINGTON
(47.517368, -120.467672)",
WEST VIRGINIA,2017,9,,-,0,,2,,,-,,-,,-,0,,1,,,-,,-,,-,0,,2,,3,,10,,"WEST VIRGINIA
(38.668501, -80.709421)",
VIRGINIA,2017,9,,-,0,,2,,2,,2,,,-,0,,4,,6,,1,,,-,3,,12,,4,,35,,"VIRGINIA
(37.542699, -78.45822)",
NEW YORK,2017,9,1,,0,,2,,4,,,-,2,,2,,23,,27,,1,,9,,12,,33,,59,,117,,"NEW YORK
(42.826892, -75.544286)",
LOUISIANA,2017,9,1,,0,,1,,2,,1,,,-,0,,0,,,-,,-,1,,1,,5,,9,,9,,"LOUISIANA
(31.2931, -92.463284)",
MISSISSIPPI,2017,9,,-,0,,1,,1,,,-,,-,0,,1,,1,,,-,,-,0,,2,,6,,1,,"MISSISSIPPI
(32.738663, -89.537312)",
VERMONT,2017,9,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,1,,3,,45,,45,,26,,"VERMONT
(43.622479, -72.51927)",
DELAWARE,2017,9,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,2,,,-,4,,"DELAWARE
(39.008676, -75.574561)",
NEBRASKA,2017,9,,-,0,,1,,1,,,-,,-,0,,10,,1,,1,,3,,2,,6,,19,,53,,"NEBRASKA
(41.640503, -99.367122)",
NEW HAMPSHIRE,2017,9,,-,0,,0,,,-,,-,,-,0,,1,,1,,6,,,-,1,,4,,5,,7,,"NEW HAMPSHIRE
(43.657736, -71.500736)",
ALABAMA,2017,9,,-,0,,1,,,-,2,,,-,0,,1,,,-,1,,,-,3,,7,,8,,42,,"ALABAMA
(32.839182, -86.631125)",
NORTH DAKOTA,2017,9,,-,0,,0,,,-,,-,1,,0,,3,,2,,1,,,-,0,,5,,14,,1,,"NORTH DAKOTA
(47.475879, -100.121011)",
UNITED STATES,2017,10,2,,6,,20,,68,,75,,100,,103,,401,,1429,,612,,81,,311,,524,,1833,,3178,,,
NEW ENGLAND,2017,10,,-,0,,1,,,-,7,,,-,2,,38,,14,,63,,2,,16,,70,,134,,132,,,
MID. ATLANTIC,2017,10,,-,1,,4,,7,,2,,2,,9,,32,,121,,9,,2,,51,,94,,238,,653,,,
NEW YORK CITY,2017,10,,-,0,,1,,,-,2,,,-,3,,19,,49,,6,,,-,5,,14,,17,,74,,,
E.N. CENTRAL,2017,10,,-,0,,6,,6,,12,,3,,8,,55,,101,,191,,14,,68,,156,,420,,688,,,
W.N. CENTRAL,2017,10,,-,0,,1,,2,,4,,5,,15,,46,,273,,261,,1,,28,,58,,105,,241,,,
S. ATLANTIC,2017,10,,-,1,,5,,14,,11,,1,,2,,7,,25,,20,,12,,25,,38,,173,,297,,,
E.S. CENTRAL,2017,10,,-,0,,1,,3,,4,,1,,1,,15,,8,,26,,5,,12,,33,,115,,225,,,
W.S. CENTRAL,2017,10,,-,0,,3,,3,,4,,42,,24,,331,,686,,9,,18,,27,,140,,175,,167,,,
MOUNTAIN,2017,10,,-,0,,3,,5,,4,,1,,1,,12,,57,,16,,11,,29,,47,,267,,432,,,
PACIFIC,2017,10,2,,2,,7,,28,,27,,45,,3,,131,,144,,17,,16,,44,,121,,206,,343,,,
AMER. SAMOA,2017,10,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,
MONTANA,2017,10,,-,0,,1,,,-,,-,,-,0,,6,,2,,5,,,-,0,,3,,,-,3,,"MONTANA
(47.062617, -109.430168)",
MASSACHUSETTS,2017,10,,-,0,,1,,,-,5,,,-,2,,28,,10,,51,,,-,4,,10,,13,,27,,"MASSACHUSETTS
(42.268546, -72.085064)",
TEXAS,2017,10,,-,0,,3,,1,,1,,12,,1,,56,,136,,9,,16,,21,,131,,139,,143,,"TEXAS
(31.827233, -99.423022)",
COLORADO,2017,10,,-,0,,2,,2,,,-,,-,0,,10,,38,,8,,,-,15,,28,,129,,200,,"COLORADO
(38.841772, -106.132562)",
HAWAII,2017,10,,-,0,,1,,,-,,-,,-,0,,3,,1,,,-,,-,1,,5,,4,,12,,"HAWAII
(21.30992, -157.858158)",
INDIANA,2017,10,,-,0,,2,,,-,1,,,-,2,,23,,13,,52,,,-,2,,9,,17,,34,,"INDIANA
(39.76845, -86.156212)",
ARKANSAS,2017,10,,-,0,,1,,,-,1,,7,,18,,247,,467,,,-,2,,1,,6,,26,,11,,"ARKANSAS
(34.748745, -92.275105)",
NEBRASKA,2017,10,,-,0,,1,,1,,,-,,-,0,,10,,1,,1,,1,,2,,8,,21,,54,,"NEBRASKA
(41.640503, -99.367122)",
KENTUCKY,2017,10,,-,0,,1,,,-,1,,1,,0,,15,,2,,24,,4,,6,,27,,61,,156,,"KENTUCKY
(37.64591, -84.774043)",
NEVADA,2017,10,,-,0,,2,,,-,2,,,-,0,,1,,2,,,-,,-,0,,3,,1,,8,,"NEVADA
(39.491833, -117.070159)",
CONNECTICUT,2017,10,,-,0,,0,,,-,1,,,-,0,,12,,2,,3,,,-,1,,6,,8,,12,,"CONNECTICUT
(41.544654, -72.651713)",
FLORIDA,2017,10,,-,0,,3,,7,,3,,,-,0,,2,,4,,1,,9,,6,,16,,51,,76,,"FLORIDA
(28.915325, -81.922409)",
DELAWARE,2017,10,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,2,,,-,4,,"DELAWARE
(39.008676, -75.574561)",
VIRGIN ISL.,2017,10,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",
NEW HAMPSHIRE,2017,10,,-,0,,0,,,-,,-,,-,0,,1,,1,,7,,,-,1,,4,,5,,9,,"NEW HAMPSHIRE
(43.657736, -71.500736)",
GUAM,2017,10,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
UTAH,2017,10,,-,0,,1,,,-,1,,,-,0,,3,,8,,,-,,-,4,,9,,13,,52,,"UTAH
(39.359772, -111.584173)",
IOWA,2017,10,,-,0,,1,,,-,1,,,-,7,,35,,38,,234,,,-,2,,11,,7,,18,,"IOWA
(42.46942, -93.815856)",
WASHINGTON,2017,10,,-,0,,1,,,-,1,,45,,0,,123,,96,,,-,13,,9,,87,,39,,57,,"WASHINGTON
(47.517368, -120.467672)",
VERMONT,2017,10,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,3,,45,,46,,29,,"VERMONT
(43.622479, -72.51927)",
WYOMING,2017,10,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,3,,,-,7,,"WYOMING
(43.23558, -108.110518)",
SOUTH DAKOTA,2017,10,,-,0,,0,,,-,1,,,-,0,,2,,,-,,-,,-,0,,2,,,-,5,,"SOUTH DAKOTA
(44.35371, -100.373709)",
MARYLAND,2017,10,,-,0,,1,,1,,,-,,-,0,,3,,,-,,-,3,,3,,12,,21,,18,,"MARYLAND
(39.290443, -76.612333)",
SOUTH CAROLINA,2017,10,,-,0,,2,,2,,2,,,-,0,,2,,,-,2,,,-,3,,15,,53,,22,,"SOUTH CAROLINA
(34.009286, -81.037094)",
NORTH CAROLINA,2017,10,,-,0,,1,,,-,2,,,-,0,,3,,2,,16,,,-,4,,11,,23,,67,,"NORTH CAROLINA
(35.47995, -79.180571)",
MISSOURI,2017,10,,-,0,,1,,1,,2,,,-,0,,29,,169,,1,,,-,4,,27,,50,,43,,"MISSOURI
(38.636168, -92.566292)",
PENNSYLVANIA,2017,10,,-,0,,2,,2,,,-,,-,0,,14,,36,,,-,,-,22,,81,,145,,296,,"PENNSYLVANIA
(40.789676, -77.858055)",
ILLINOIS,2017,10,,-,0,,2,,,-,5,,,-,3,,23,,35,,123,,,-,18,,40,,68,,171,,"ILLINOIS
(40.477092, -88.993221)",
ALABAMA,2017,10,,-,0,,1,,,-,2,,,-,0,,1,,3,,1,,1,,3,,7,,15,,48,,"ALABAMA
(32.839182, -86.631125)",
MAINE,2017,10,,-,0,,0,,,-,1,,,-,0,,4,,1,,2,,,-,4,,14,,55,,53,,"MAINE
(45.252223, -68.986647)",
LOUISIANA,2017,10,,-,0,,1,,2,,1,,,-,0,,0,,,-,,-,,-,1,,5,,10,,13,,"LOUISIANA
(31.2931, -92.463284)",
MISSISSIPPI,2017,10,,-,0,,1,,1,,,-,,-,0,,1,,1,,,-,,-,0,,2,,6,,1,,"MISSISSIPPI
(32.738663, -89.537312)",
MINNESOTA,2017,10,,-,0,,1,,,-,,-,,-,0,,3,,6,,16,,,-,16,,38,,9,,106,,"MINNESOTA
(46.357661, -94.793397)",
NORTH DAKOTA,2017,10,,-,0,,0,,,-,,-,,-,0,,3,,2,,3,,,-,0,,5,,14,,1,,"NORTH DAKOTA
(47.475879, -100.121011)",
OHIO,2017,10,,-,0,,3,,4,,2,,3,,1,,20,,27,,7,,14,,18,,38,,176,,214,,"OHIO
(40.056807, -82.405897)",
VIRGINIA,2017,10,,-,0,,1,,2,,2,,,-,0,,4,,6,,1,,,-,3,,12,,9,,36,,"VIRGINIA
(37.542699, -78.45822)",
ALASKA,2017,10,,-,0,,1,,,-,2,,,-,0,,2,,1,,,-,1,,3,,10,,10,,24,,"ALASKA
(64.836661, -147.738891)",
WISCONSIN,2017,10,,-,0,,1,,,-,2,,,-,0,,15,,25,,4,,,-,22,,99,,80,,209,,"WISCONSIN
(44.395526, -89.834513)",
GEORGIA,2017,10,,-,0,,3,,2,,2,,1,,0,,4,,10,,,-,,-,2,,7,,7,,58,,"GEORGIA
(32.836038, -83.631709)",
TENNESSEE,2017,10,,-,0,,1,,2,,1,,,-,0,,1,,2,,1,,,-,3,,10,,33,,20,,"TENNESSEE
(35.681402, -85.774444)",
KANSAS,2017,10,,-,0,,1,,,-,,-,5,,0,,14,,57,,6,,,-,2,,8,,4,,14,,"KANSAS
(38.345528, -98.201847)",
OKLAHOMA,2017,10,,-,0,,1,,,-,1,,23,,0,,81,,83,,,-,,-,0,,54,,,-,,-,"OKLAHOMA
(35.468494, -97.521264)",
MICHIGAN,2017,10,,-,0,,2,,2,,2,,,-,0,,2,,1,,5,,,-,7,,29,,79,,60,,"MICHIGAN
(44.66399, -84.711206)",
CALIFORNIA,2017,10,1,,1,,6,,18,,19,,,-,1,,9,,22,,17,,2,,25,,44,,139,,219,,"CALIFORNIA
(37.640735, -121.002435)",
PUERTO RICO,2017,10,,-,0,,0,,,-,,-,,-,0,,1,,1,,,-,,-,0,,4,,,-,2,,"PUERTO RICO
(18.215692, -66.414655)",
NEW YORK,2017,10,,-,0,,2,,4,,,-,2,,2,,23,,29,,1,,2,,12,,33,,57,,134,,"NEW YORK
(42.826892, -75.544286)",
C.N.M.I.,2017,10,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",
NEW MEXICO,2017,10,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,,-,3,,10,,31,,27,,"NEW MEXICO
(34.520396, -106.244402)",
RHODE ISLAND,2017,10,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,2,,0,,16,,7,,2,,"RHODE ISLAND
(41.707447, -71.522488)",
WEST VIRGINIA,2017,10,,-,0,,2,,,-,,-,,-,0,,1,,,-,,-,,-,0,,2,,3,,12,,"WEST VIRGINIA
(38.668501, -80.709421)",
IDAHO,2017,10,,-,0,,1,,1,,,-,,-,0,,2,,4,,,-,,-,1,,8,,8,,13,,"IDAHO
(43.680635, -114.364237)",
DIST. OF COL.,2017,10,,-,0,,0,,,-,,-,,-,0,,2,,3,,,-,,-,0,,2,,6,,4,,"DISTRICT OF COLUMBIA
(38.892062, -77.019912)",
NEW JERSEY,2017,10,,-,0,,2,,1,,,-,,-,1,,3,,7,,2,,,-,7,,17,,19,,149,,"NEW JERSEY
(40.104655, -74.386686)",
ARIZONA,2017,10,,-,0,,1,,2,,1,,1,,0,,2,,3,,3,,11,,4,,13,,85,,122,,"ARIZONA
(34.869712, -111.760902)",
OREGON,2017,10,1,,0,,3,,10,,5,,,-,0,,5,,24,,,-,,-,3,,13,,14,,31,,"OREGON
(44.567912, -120.156945)",
