Reporting Area,MMWR Year,MMWR Week,"Tetanus, Current week","Tetanus, Current week, flag","Tetanus, Previous 52 weeks Med","Tetanus, Previous 52 weeks Med, flag","Tetanus, Previous 52 weeks Max","Tetanus, Previous 52 weeks Max, flag","Tetanus, Cum 2017","Tetanus, Cum 2017, flag","Tetanus, Cum 2016","Tetanus, Cum 2016, flag","Varicella (chickenpox), Current week","Varicella (chickenpox), Current week, flag","Varicella (chickenpox), Previous 52 weeks Med","Varicella (chickenpox), Previous 52 weeks Med, flag","Varicella (chickenpox), Previous 52 weeks Max","Varicella (chickenpox), Previous 52 weeks Max, flag","Varicella (chickenpox), Cum 2017","Varicella (chickenpox), Cum 2017, flag","Varicella (chickenpox), Cum 2016","Varicella (chickenpox), Cum 2016, flag",Location 1,Location 2
NEW ENGLAND,2017,10,,-,0,,1,,,-,,-,3,,13,,27,,108,,158,,,
MID. ATLANTIC,2017,10,,-,0,,2,,,-,,-,,-,16,,39,,130,,194,,,
NEW YORK CITY,2017,10,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,,
E.N. CENTRAL,2017,10,,-,0,,1,,1,,1,,20,,33,,56,,283,,413,,,
W.N. CENTRAL,2017,10,,-,0,,1,,1,,,-,4,,11,,29,,99,,118,,,
S. ATLANTIC,2017,10,,-,0,,1,,2,,,-,15,,21,,35,,187,,301,,,
E.S. CENTRAL,2017,10,,-,0,,1,,1,,,-,1,,2,,6,,17,,26,,,
W.S. CENTRAL,2017,10,,-,0,,1,,,-,,-,39,,24,,71,,237,,239,,,
MOUNTAIN,2017,10,,-,0,,1,,2,,1,,5,,11,,34,,129,,170,,,
PACIFIC,2017,10,,-,0,,1,,,-,1,,,-,1,,6,,16,,17,,,
AMER. SAMOA,2017,10,,-,0,,0,,,-,,-,,N,0,,0,,,N,,N,,
GUAM,2017,10,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
IDAHO,2017,10,,-,0,,1,,1,,,-,,N,0,,0,,,N,,N,"IDAHO
(43.680635, -114.364237)",
CONNECTICUT,2017,10,,-,0,,0,,,-,,-,,-,2,,6,,17,,34,,"CONNECTICUT
(41.544654, -72.651713)",
MISSISSIPPI,2017,10,,-,0,,1,,,-,,-,,-,0,,2,,1,,1,,"MISSISSIPPI
(32.738663, -89.537312)",
C.N.M.I.,2017,10,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",
ARIZONA,2017,10,,-,0,,0,,,-,1,,5,,4,,13,,45,,64,,"ARIZONA
(34.869712, -111.760902)",
MAINE,2017,10,,-,0,,1,,,-,,-,,-,4,,9,,33,,35,,"MAINE
(45.252223, -68.986647)",
KENTUCKY,2017,10,,-,0,,1,,,-,,-,,N,0,,0,,,N,,N,"KENTUCKY
(37.64591, -84.774043)",
VIRGINIA,2017,10,,-,0,,1,,,-,,-,,-,4,,12,,1,,46,,"VIRGINIA
(37.542699, -78.45822)",
OREGON,2017,10,,-,0,,0,,,-,,-,,N,0,,0,,,N,,N,"OREGON
(44.567912, -120.156945)",
SOUTH DAKOTA,2017,10,,-,0,,0,,,-,,-,,-,0,,4,,2,,10,,"SOUTH DAKOTA
(44.35371, -100.373709)",
MONTANA,2017,10,,-,0,,0,,,-,,-,,-,0,,6,,4,,21,,"MONTANA
(47.062617, -109.430168)",
ARKANSAS,2017,10,,-,0,,0,,,-,,-,3,,2,,10,,16,,40,,"ARKANSAS
(34.748745, -92.275105)",
MICHIGAN,2017,10,,-,0,,1,,1,,,-,1,,9,,21,,74,,159,,"MICHIGAN
(44.66399, -84.711206)",
IOWA,2017,10,,-,0,,1,,,-,,-,,N,0,,0,,,N,,N,"IOWA
(42.46942, -93.815856)",
COLORADO,2017,10,,-,0,,0,,,-,,-,,-,0,,18,,37,,,-,"COLORADO
(38.841772, -106.132562)",
MISSOURI,2017,10,,-,0,,0,,,-,,-,3,,3,,8,,34,,31,,"MISSOURI
(38.636168, -92.566292)",
UTAH,2017,10,,-,0,,0,,,-,,-,,-,3,,10,,34,,77,,"UTAH
(39.359772, -111.584173)",
RHODE ISLAND,2017,10,,-,0,,0,,,-,,-,,-,1,,6,,11,,5,,"RHODE ISLAND
(41.707447, -71.522488)",
OKLAHOMA,2017,10,,-,0,,1,,,-,,-,,N,0,,0,,,N,,N,"OKLAHOMA
(35.468494, -97.521264)",
MINNESOTA,2017,10,,-,0,,0,,,-,,-,,-,6,,16,,55,,54,,"MINNESOTA
(46.357661, -94.793397)",
SOUTH CAROLINA,2017,10,,-,0,,0,,,-,,-,1,,1,,9,,25,,18,,"SOUTH CAROLINA
(34.009286, -81.037094)",
WYOMING,2017,10,,-,0,,0,,,-,,-,,-,0,,2,,,-,1,,"WYOMING
(43.23558, -108.110518)",
MARYLAND,2017,10,,-,0,,1,,1,,,-,,N,0,,0,,,N,,N,"MARYLAND
(39.290443, -76.612333)",
NORTH DAKOTA,2017,10,,-,0,,0,,,-,,-,,-,0,,21,,3,,15,,"NORTH DAKOTA
(47.475879, -100.121011)",
VERMONT,2017,10,,-,0,,0,,,-,,-,3,,0,,4,,9,,17,,"VERMONT
(43.622479, -72.51927)",
PENNSYLVANIA,2017,10,,-,0,,1,,,-,,-,,-,12,,29,,87,,122,,"PENNSYLVANIA
(40.789676, -77.858055)",
NEW MEXICO,2017,10,,-,0,,0,,,-,,-,,-,0,,5,,9,,7,,"NEW MEXICO
(34.520396, -106.244402)",
CALIFORNIA,2017,10,,-,0,,1,,,-,,-,,-,0,,4,,4,,4,,"CALIFORNIA
(37.640735, -121.002435)",
LOUISIANA,2017,10,,-,0,,0,,,-,,-,,-,0,,4,,1,,15,,"LOUISIANA
(31.2931, -92.463284)",
OHIO,2017,10,,-,0,,1,,,-,,-,12,,8,,23,,96,,108,,"OHIO
(40.056807, -82.405897)",
VIRGIN ISL.,2017,10,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",
MASSACHUSETTS,2017,10,,-,0,,0,,,-,,-,,-,4,,16,,38,,58,,"MASSACHUSETTS
(42.268546, -72.085064)",
FLORIDA,2017,10,,-,0,,1,,1,,,-,14,,13,,28,,139,,207,,"FLORIDA
(28.915325, -81.922409)",
GEORGIA,2017,10,,-,0,,0,,,-,,-,,-,3,,7,,19,,22,,"GEORGIA
(32.836038, -83.631709)",
WASHINGTON,2017,10,,-,0,,0,,,-,,-,,N,0,,0,,,N,,N,"WASHINGTON
(47.517368, -120.467672)",
NEVADA,2017,10,,-,0,,1,,1,,,-,,N,0,,0,,,N,,N,"NEVADA
(39.491833, -117.070159)",
ALABAMA,2017,10,,-,0,,1,,1,,,-,1,,1,,5,,16,,25,,"ALABAMA
(32.839182, -86.631125)",
TEXAS,2017,10,,-,0,,1,,,-,,-,36,,23,,68,,220,,184,,"TEXAS
(31.827233, -99.423022)",
KANSAS,2017,10,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"KANSAS
(38.345528, -98.201847)",
NORTH CAROLINA,2017,10,,-,0,,0,,,-,,-,,N,0,,0,,,N,,N,"NORTH CAROLINA
(35.47995, -79.180571)",
HAWAII,2017,10,,-,0,,0,,,-,,-,,-,0,,5,,7,,9,,"HAWAII
(21.30992, -157.858158)",
WEST VIRGINIA,2017,10,,-,0,,0,,,-,,-,,-,0,,1,,,-,4,,"WEST VIRGINIA
(38.668501, -80.709421)",
NEW HAMPSHIRE,2017,10,,-,0,,0,,,-,,-,,-,0,,4,,,-,9,,"NEW HAMPSHIRE
(43.657736, -71.500736)",
WISCONSIN,2017,10,,-,0,,0,,,-,,-,6,,3,,21,,43,,4,,"WISCONSIN
(44.395526, -89.834513)",
NEW YORK,2017,10,,-,0,,1,,,-,,-,,N,0,,0,,,N,,N,"NEW YORK
(42.826892, -75.544286)",
PUERTO RICO,2017,10,,-,0,,0,,,-,,-,,-,1,,6,,9,,13,,"PUERTO RICO
(18.215692, -66.414655)",
INDIANA,2017,10,,-,0,,1,,,-,,-,,-,3,,9,,21,,43,,"INDIANA
(39.76845, -86.156212)",
DIST. OF COL.,2017,10,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,"DISTRICT OF COLUMBIA
(38.892062, -77.019912)",
ILLINOIS,2017,10,,-,0,,0,,,-,1,,1,,7,,20,,49,,99,,"ILLINOIS
(40.477092, -88.993221)",
TENNESSEE,2017,10,,-,0,,1,,,-,,-,,N,0,,0,,,N,,N,"TENNESSEE
(35.681402, -85.774444)",
DELAWARE,2017,10,,-,0,,0,,,-,,-,,-,0,,3,,3,,4,,"DELAWARE
(39.008676, -75.574561)",
ALASKA,2017,10,,-,0,,0,,,-,1,,,-,0,,2,,5,,4,,"ALASKA
(64.836661, -147.738891)",
NEW JERSEY,2017,10,,-,0,,0,,,-,,-,,-,5,,16,,43,,72,,"NEW JERSEY
(40.104655, -74.386686)",
NEBRASKA,2017,10,,-,0,,1,,1,,,-,1,,0,,2,,5,,8,,"NEBRASKA
(41.640503, -99.367122)",
UNITED STATES,2017,11,,-,1,,3,,7,,4,,79,,155,,235,,1430,,1991,,,
NEW ENGLAND,2017,11,,-,0,,1,,,-,,-,7,,14,,27,,128,,175,,,
MID. ATLANTIC,2017,11,,-,0,,2,,,-,,-,12,,25,,65,,236,,318,,,
NEW YORK CITY,2017,11,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,,
E.N. CENTRAL,2017,11,,-,0,,1,,1,,1,,9,,33,,56,,306,,439,,,
W.N. CENTRAL,2017,11,,-,0,,1,,1,,,-,2,,11,,29,,107,,130,,,
S. ATLANTIC,2017,11,,-,0,,1,,2,,,-,18,,22,,36,,207,,327,,,
E.S. CENTRAL,2017,11,,-,0,,1,,1,,,-,,-,2,,7,,18,,26,,,
W.S. CENTRAL,2017,11,,-,0,,1,,,-,1,,22,,28,,77,,270,,292,,,
MOUNTAIN,2017,11,,-,0,,1,,2,,1,,9,,15,,39,,142,,266,,,
PACIFIC,2017,11,,-,0,,1,,,-,1,,,-,1,,6,,16,,18,,,
AMER. SAMOA,2017,11,,-,0,,0,,,-,,-,,N,0,,0,,,N,,N,,
GUAM,2017,11,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
OKLAHOMA,2017,11,,-,0,,1,,,-,,-,,N,0,,0,,,N,,N,"OKLAHOMA
(35.468494, -97.521264)",
NEW YORK,2017,11,,-,0,,1,,,-,,-,,N,0,,0,,,N,,N,"NEW YORK
(42.826892, -75.544286)",
ILLINOIS,2017,11,,-,0,,0,,,-,1,,5,,7,,19,,58,,97,,"ILLINOIS
(40.477092, -88.993221)",
RHODE ISLAND,2017,11,,-,0,,0,,,-,,-,,-,1,,6,,11,,6,,"RHODE ISLAND
(41.707447, -71.522488)",
WISCONSIN,2017,11,,-,0,,0,,,-,,-,3,,3,,21,,49,,4,,"WISCONSIN
(44.395526, -89.834513)",
FLORIDA,2017,11,,-,0,,1,,1,,,-,18,,13,,28,,157,,214,,"FLORIDA
(28.915325, -81.922409)",
SOUTH CAROLINA,2017,11,,-,0,,0,,,-,,-,,-,2,,9,,25,,30,,"SOUTH CAROLINA
(34.009286, -81.037094)",
UTAH,2017,11,,-,0,,0,,,-,,-,,-,3,,10,,34,,80,,"UTAH
(39.359772, -111.584173)",
KENTUCKY,2017,11,,-,0,,1,,,-,,-,,N,0,,0,,,N,,N,"KENTUCKY
(37.64591, -84.774043)",
CONNECTICUT,2017,11,,-,0,,0,,,-,,-,,-,2,,6,,17,,36,,"CONNECTICUT
(41.544654, -72.651713)",
DELAWARE,2017,11,,-,0,,0,,,-,,-,,-,0,,3,,3,,4,,"DELAWARE
(39.008676, -75.574561)",
NEW MEXICO,2017,11,,-,0,,0,,,-,,-,,-,1,,5,,11,,12,,"NEW MEXICO
(34.520396, -106.244402)",
LOUISIANA,2017,11,,-,0,,0,,,-,,-,,-,0,,8,,1,,24,,"LOUISIANA
(31.2931, -92.463284)",
IOWA,2017,11,,-,0,,1,,,-,,-,,N,0,,0,,,N,,N,"IOWA
(42.46942, -93.815856)",
OREGON,2017,11,,-,0,,0,,,-,,-,,N,0,,0,,,N,,N,"OREGON
(44.567912, -120.156945)",
WASHINGTON,2017,11,,-,0,,0,,,-,,-,,N,0,,0,,,N,,N,"WASHINGTON
(47.517368, -120.467672)",
COLORADO,2017,11,,-,0,,0,,,-,,-,8,,5,,32,,45,,79,,"COLORADO
(38.841772, -106.132562)",
NEBRASKA,2017,11,,-,0,,1,,1,,,-,,-,0,,2,,7,,8,,"NEBRASKA
(41.640503, -99.367122)",
NEW HAMPSHIRE,2017,11,,-,0,,0,,,-,,-,,-,0,,4,,,-,11,,"NEW HAMPSHIRE
(43.657736, -71.500736)",
C.N.M.I.,2017,11,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",
MAINE,2017,11,,-,0,,1,,,-,,-,4,,4,,9,,37,,37,,"MAINE
(45.252223, -68.986647)",
MINNESOTA,2017,11,,-,0,,0,,,-,,-,2,,6,,16,,61,,61,,"MINNESOTA
(46.357661, -94.793397)",
NEW JERSEY,2017,11,,-,0,,0,,,-,,-,,-,5,,16,,43,,85,,"NEW JERSEY
(40.104655, -74.386686)",
PENNSYLVANIA,2017,11,,-,0,,2,,,-,,-,12,,21,,55,,193,,233,,"PENNSYLVANIA
(40.789676, -77.858055)",
TENNESSEE,2017,11,,-,0,,1,,,-,,-,,N,0,,0,,,N,,N,"TENNESSEE
(35.681402, -85.774444)",
ARKANSAS,2017,11,,-,0,,0,,,-,,-,,-,2,,10,,17,,43,,"ARKANSAS
(34.748745, -92.275105)",
MISSOURI,2017,11,,-,0,,0,,,-,,-,,-,3,,8,,34,,34,,"MISSOURI
(38.636168, -92.566292)",
IDAHO,2017,11,,-,0,,1,,1,,,-,,N,0,,0,,,N,,N,"IDAHO
(43.680635, -114.364237)",
VIRGINIA,2017,11,,-,0,,1,,,-,,-,,-,4,,12,,2,,50,,"VIRGINIA
(37.542699, -78.45822)",
MISSISSIPPI,2017,11,,-,0,,1,,,-,,-,,-,0,,2,,1,,1,,"MISSISSIPPI
(32.738663, -89.537312)",
WYOMING,2017,11,,-,0,,0,,,-,,-,,-,0,,2,,,-,1,,"WYOMING
(43.23558, -108.110518)",
NORTH DAKOTA,2017,11,,-,0,,0,,,-,,-,,-,0,,21,,3,,16,,"NORTH DAKOTA
(47.475879, -100.121011)",
CALIFORNIA,2017,11,,-,0,,1,,,-,,-,,-,0,,4,,4,,4,,"CALIFORNIA
(37.640735, -121.002435)",
HAWAII,2017,11,,-,0,,0,,,-,,-,,-,0,,5,,7,,10,,"HAWAII
(21.30992, -157.858158)",
WEST VIRGINIA,2017,11,,-,0,,0,,,-,,-,,-,0,,1,,,-,4,,"WEST VIRGINIA
(38.668501, -80.709421)",
MONTANA,2017,11,,-,0,,0,,,-,,-,1,,1,,6,,7,,24,,"MONTANA
(47.062617, -109.430168)",
MARYLAND,2017,11,,-,0,,1,,1,,,-,,N,0,,0,,,N,,N,"MARYLAND
(39.290443, -76.612333)",
NEVADA,2017,11,,-,0,,1,,1,,,-,,N,0,,0,,,N,,N,"NEVADA
(39.491833, -117.070159)",
TEXAS,2017,11,,-,0,,1,,,-,1,,22,,24,,73,,252,,225,,"TEXAS
(31.827233, -99.423022)",
ALASKA,2017,11,,-,0,,0,,,-,1,,,-,0,,2,,5,,4,,"ALASKA
(64.836661, -147.738891)",
PUERTO RICO,2017,11,,-,0,,0,,,-,,-,,-,1,,6,,9,,17,,"PUERTO RICO
(18.215692, -66.414655)",
NORTH CAROLINA,2017,11,,-,0,,0,,,-,,-,,N,0,,0,,,N,,N,"NORTH CAROLINA
(35.47995, -79.180571)",
ALABAMA,2017,11,,-,0,,1,,1,,,-,,-,2,,6,,17,,25,,"ALABAMA
(32.839182, -86.631125)",
ARIZONA,2017,11,,-,0,,0,,,-,1,,,-,4,,13,,45,,70,,"ARIZONA
(34.869712, -111.760902)",
VIRGIN ISL.,2017,11,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",
GEORGIA,2017,11,,-,0,,0,,,-,,-,,-,3,,7,,19,,24,,"GEORGIA
(32.836038, -83.631709)",
DIST. OF COL.,2017,11,,-,0,,0,,,-,,-,,-,0,,1,,1,,1,,"DISTRICT OF COLUMBIA
(38.892062, -77.019912)",
INDIANA,2017,11,,-,0,,1,,,-,,-,1,,3,,9,,25,,47,,"INDIANA
(39.76845, -86.156212)",
VERMONT,2017,11,,-,0,,0,,,-,,-,1,,0,,4,,11,,19,,"VERMONT
(43.622479, -72.51927)",
KANSAS,2017,11,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"KANSAS
(38.345528, -98.201847)",
SOUTH DAKOTA,2017,11,,-,0,,0,,,-,,-,,-,0,,4,,2,,11,,"SOUTH DAKOTA
(44.35371, -100.373709)",
MICHIGAN,2017,11,,-,0,,1,,1,,,-,,-,8,,21,,74,,171,,"MICHIGAN
(44.66399, -84.711206)",
MASSACHUSETTS,2017,11,,-,0,,0,,,-,,-,2,,4,,16,,52,,66,,"MASSACHUSETTS
(42.268546, -72.085064)",
OHIO,2017,11,,-,0,,1,,,-,,-,,-,8,,23,,100,,120,,"OHIO
(40.056807, -82.405897)",
UNITED STATES,2017,12,1,,1,,3,,10,,4,,84,,155,,235,,1616,,2192,,,
C.N.M.I.,2017,12,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",
NEW ENGLAND,2017,12,,-,0,,1,,,-,,-,6,,14,,27,,142,,193,,,
MID. ATLANTIC,2017,12,,-,0,,2,,,-,,-,10,,25,,65,,266,,349,,,
NEW YORK CITY,2017,12,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,,
E.N. CENTRAL,2017,12,,-,0,,1,,1,,1,,20,,33,,56,,364,,496,,,
W.N. CENTRAL,2017,12,,-,0,,1,,1,,,-,4,,11,,29,,125,,143,,,
S. ATLANTIC,2017,12,,-,0,,1,,3,,,-,10,,23,,39,,229,,359,,,
E.S. CENTRAL,2017,12,,-,0,,1,,1,,,-,,-,2,,7,,19,,28,,,
W.S. CENTRAL,2017,12,1,,0,,1,,1,,1,,33,,28,,79,,306,,310,,,
MOUNTAIN,2017,12,,-,0,,1,,2,,1,,1,,16,,39,,149,,295,,,
PACIFIC,2017,12,,-,0,,1,,1,,1,,,-,1,,6,,16,,19,,,
AMER. SAMOA,2017,12,,-,0,,0,,,-,,-,,N,0,,0,,,N,,N,,
GUAM,2017,12,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
TENNESSEE,2017,12,,-,0,,1,,,-,,-,,N,0,,0,,,N,,N,"TENNESSEE
(35.681402, -85.774444)",
SOUTH CAROLINA,2017,12,,-,0,,0,,,-,,-,,-,2,,9,,25,,31,,"SOUTH CAROLINA
(34.009286, -81.037094)",
RHODE ISLAND,2017,12,,-,0,,0,,,-,,-,2,,0,,6,,13,,6,,"RHODE ISLAND
(41.707447, -71.522488)",
FLORIDA,2017,12,,-,0,,1,,1,,,-,10,,14,,28,,167,,232,,"FLORIDA
(28.915325, -81.922409)",
NEW JERSEY,2017,12,,-,0,,0,,,-,,-,,-,5,,17,,60,,92,,"NEW JERSEY
(40.104655, -74.386686)",
MONTANA,2017,12,,-,0,,0,,,-,,-,,-,1,,6,,7,,27,,"MONTANA
(47.062617, -109.430168)",
DELAWARE,2017,12,,-,0,,0,,,-,,-,,-,0,,3,,5,,4,,"DELAWARE
(39.008676, -75.574561)",
OREGON,2017,12,,-,0,,0,,,-,,-,,N,0,,0,,,N,,N,"OREGON
(44.567912, -120.156945)",
NORTH CAROLINA,2017,12,,-,0,,1,,1,,,-,,N,0,,0,,,N,,N,"NORTH CAROLINA
(35.47995, -79.180571)",
MISSISSIPPI,2017,12,,-,0,,1,,,-,,-,,-,0,,2,,2,,1,,"MISSISSIPPI
(32.738663, -89.537312)",
KENTUCKY,2017,12,,-,0,,1,,,-,,-,,N,0,,0,,,N,,N,"KENTUCKY
(37.64591, -84.774043)",
NEBRASKA,2017,12,,-,0,,1,,1,,,-,,-,0,,2,,8,,9,,"NEBRASKA
(41.640503, -99.367122)",
ARKANSAS,2017,12,1,,0,,0,,1,,,-,,-,2,,10,,18,,44,,"ARKANSAS
(34.748745, -92.275105)",
ALASKA,2017,12,,-,0,,0,,,-,1,,,-,0,,2,,5,,5,,"ALASKA
(64.836661, -147.738891)",
DIST. OF COL.,2017,12,,-,0,,0,,,-,,-,,-,0,,1,,1,,1,,"DISTRICT OF COLUMBIA
(38.892062, -77.019912)",
TEXAS,2017,12,,-,0,,1,,,-,1,,33,,24,,75,,287,,242,,"TEXAS
(31.827233, -99.423022)",
NEVADA,2017,12,,-,0,,1,,1,,,-,,N,0,,0,,,N,,N,"NEVADA
(39.491833, -117.070159)",
PUERTO RICO,2017,12,,-,0,,0,,,-,,-,,-,1,,6,,9,,23,,"PUERTO RICO
(18.215692, -66.414655)",
IOWA,2017,12,,-,0,,1,,,-,,-,,N,0,,0,,,N,,N,"IOWA
(42.46942, -93.815856)",
VIRGIN ISL.,2017,12,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",
WEST VIRGINIA,2017,12,,-,0,,0,,,-,,-,,-,0,,1,,,-,4,,"WEST VIRGINIA
(38.668501, -80.709421)",
MASSACHUSETTS,2017,12,,-,0,,0,,,-,,-,,-,4,,16,,52,,70,,"MASSACHUSETTS
(42.268546, -72.085064)",
VIRGINIA,2017,12,,-,0,,1,,,-,,-,,-,4,,15,,3,,59,,"VIRGINIA
(37.542699, -78.45822)",
NEW HAMPSHIRE,2017,12,,-,0,,0,,,-,,-,,-,0,,4,,,-,12,,"NEW HAMPSHIRE
(43.657736, -71.500736)",
WYOMING,2017,12,,-,0,,0,,,-,,-,,-,0,,2,,,-,1,,"WYOMING
(43.23558, -108.110518)",
OHIO,2017,12,,-,0,,1,,,-,,-,13,,8,,23,,114,,131,,"OHIO
(40.056807, -82.405897)",
NEW MEXICO,2017,12,,-,0,,0,,,-,,-,,-,0,,4,,11,,16,,"NEW MEXICO
(34.520396, -106.244402)",
NORTH DAKOTA,2017,12,,-,0,,0,,,-,,-,,-,0,,21,,3,,17,,"NORTH DAKOTA
(47.475879, -100.121011)",
KANSAS,2017,12,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"KANSAS
(38.345528, -98.201847)",
COLORADO,2017,12,,-,0,,0,,,-,,-,,-,5,,32,,45,,84,,"COLORADO
(38.841772, -106.132562)",
MARYLAND,2017,12,,-,0,,1,,1,,,-,,N,0,,0,,,N,,N,"MARYLAND
(39.290443, -76.612333)",
UTAH,2017,12,,-,0,,0,,,-,,-,,-,3,,10,,38,,87,,"UTAH
(39.359772, -111.584173)",
INDIANA,2017,12,,-,0,,1,,,-,,-,,-,3,,9,,25,,51,,"INDIANA
(39.76845, -86.156212)",
MAINE,2017,12,,-,0,,1,,,-,,-,4,,4,,9,,41,,42,,"MAINE
(45.252223, -68.986647)",
NEW YORK,2017,12,,-,0,,1,,,-,,-,,N,0,,0,,,N,,N,"NEW YORK
(42.826892, -75.544286)",
ILLINOIS,2017,12,,-,0,,0,,,-,1,,4,,7,,19,,69,,127,,"ILLINOIS
(40.477092, -88.993221)",
PENNSYLVANIA,2017,12,,-,0,,2,,,-,,-,10,,21,,55,,206,,257,,"PENNSYLVANIA
(40.789676, -77.858055)",
CONNECTICUT,2017,12,,-,0,,0,,,-,,-,,-,2,,6,,22,,41,,"CONNECTICUT
(41.544654, -72.651713)",
ALABAMA,2017,12,,-,0,,1,,1,,,-,,-,2,,6,,17,,27,,"ALABAMA
(32.839182, -86.631125)",
VERMONT,2017,12,,-,0,,0,,,-,,-,,-,0,,4,,14,,22,,"VERMONT
(43.622479, -72.51927)",
MISSOURI,2017,12,,-,0,,0,,,-,,-,4,,3,,8,,42,,35,,"MISSOURI
(38.636168, -92.566292)",
CALIFORNIA,2017,12,,-,0,,1,,1,,,-,,-,0,,4,,4,,4,,"CALIFORNIA
(37.640735, -121.002435)",
GEORGIA,2017,12,,-,0,,0,,,-,,-,,-,3,,7,,28,,28,,"GEORGIA
(32.836038, -83.631709)",
MICHIGAN,2017,12,,-,0,,1,,1,,,-,,-,9,,21,,103,,183,,"MICHIGAN
(44.66399, -84.711206)",
HAWAII,2017,12,,-,0,,0,,,-,,-,,-,0,,5,,7,,10,,"HAWAII
(21.30992, -157.858158)",
OKLAHOMA,2017,12,,-,0,,1,,,-,,-,,N,0,,0,,,N,,N,"OKLAHOMA
(35.468494, -97.521264)",
IDAHO,2017,12,,-,0,,1,,1,,,-,,N,0,,0,,,N,,N,"IDAHO
(43.680635, -114.364237)",
WISCONSIN,2017,12,,-,0,,0,,,-,,-,3,,3,,21,,53,,4,,"WISCONSIN
(44.395526, -89.834513)",
MINNESOTA,2017,12,,-,0,,0,,,-,,-,,-,6,,16,,70,,71,,"MINNESOTA
(46.357661, -94.793397)",
ARIZONA,2017,12,,-,0,,0,,,-,1,,1,,4,,13,,48,,80,,"ARIZONA
(34.869712, -111.760902)",
WASHINGTON,2017,12,,-,0,,0,,,-,,-,,N,0,,0,,,N,,N,"WASHINGTON
(47.517368, -120.467672)",
SOUTH DAKOTA,2017,12,,-,0,,0,,,-,,-,,-,0,,4,,2,,11,,"SOUTH DAKOTA
(44.35371, -100.373709)",
LOUISIANA,2017,12,,-,0,,0,,,-,,-,,-,0,,8,,1,,24,,"LOUISIANA
(31.2931, -92.463284)",
